*
* Overschrijdingskansen potentiele windsnelheid Vlissingen. Met statistische onzekerheid.
* WTI2017: 12-uursmaxima, gegeven windrichting
*
* Door: Chris Geerse van HKV lijn in water
* Project: PR3556.10
* Datum: augustus 2017
*
* u         NNO            NO             ONO            O              OZO            ZO             ZZO            Z              ZZW            ZW             WZW            W              WNW            NW             NNW            N
  7.00      2.969e-01      3.229e-01      3.492e-01      3.634e-01      3.171e-01      3.344e-01      4.296e-01      6.097e-01      6.951e-01      7.161e-01      7.218e-01      6.928e-01      5.765e-01      4.965e-01      4.151e-01      3.401e-01 
  7.50      2.370e-01      2.537e-01      2.739e-01      2.875e-01      2.441e-01      2.625e-01      3.583e-01      5.394e-01      6.355e-01      6.631e-01      6.743e-01      6.435e-01      5.176e-01      4.342e-01      3.524e-01      2.821e-01 
  8.00      1.871e-01      2.003e-01      2.163e-01      2.254e-01      1.834e-01      2.045e-01      3.009e-01      4.779e-01      5.827e-01      6.154e-01      6.301e-01      5.947e-01      4.619e-01      3.734e-01      2.884e-01      2.259e-01 
  8.50      1.495e-01      1.567e-01      1.667e-01      1.722e-01      1.329e-01      1.555e-01      2.484e-01      4.139e-01      5.241e-01      5.620e-01      5.814e-01      5.436e-01      4.077e-01      3.175e-01      2.331e-01      1.801e-01 
  9.00      1.146e-01      1.191e-01      1.267e-01      1.317e-01      9.156e-02      1.129e-01      2.004e-01      3.536e-01      4.653e-01      5.082e-01      5.331e-01      4.944e-01      3.528e-01      2.622e-01      1.814e-01      1.408e-01 
  9.50      8.306e-02      8.734e-02      9.497e-02      1.004e-01      6.454e-02      8.111e-02      1.578e-01      2.967e-01      4.078e-01      4.542e-01      4.832e-01      4.454e-01      3.034e-01      2.165e-01      1.426e-01      1.095e-01 
 10.00      5.849e-02      6.271e-02      6.937e-02      7.228e-02      4.662e-02      6.068e-02      1.243e-01      2.419e-01      3.501e-01      4.008e-01      4.353e-01      3.985e-01      2.605e-01      1.805e-01      1.153e-01      8.297e-02 
 10.50      4.080e-02      4.388e-02      4.876e-02      4.981e-02      3.349e-02      4.662e-02      9.917e-02      1.960e-01      3.002e-01      3.551e-01      3.948e-01      3.571e-01      2.233e-01      1.503e-01      9.339e-02      6.105e-02 
 11.00      2.845e-02      3.000e-02      3.299e-02      3.268e-02      2.373e-02      3.500e-02      7.797e-02      1.589e-01      2.583e-01      3.152e-01      3.577e-01      3.192e-01      1.887e-01      1.220e-01      7.378e-02      4.462e-02 
 11.50      1.985e-02      2.038e-02      2.193e-02      2.037e-02      1.662e-02      2.555e-02      6.039e-02      1.291e-01      2.217e-01      2.777e-01      3.203e-01      2.808e-01      1.563e-01      9.670e-02      5.686e-02      3.261e-02 
 12.00      1.386e-02      1.384e-02      1.454e-02      1.247e-02      1.166e-02      1.850e-02      4.618e-02      1.030e-01      1.869e-01      2.409e-01      2.824e-01      2.413e-01      1.281e-01      7.609e-02      4.353e-02      2.383e-02 
 12.50      9.645e-03      9.381e-03      9.652e-03      7.626e-03      8.220e-03      1.339e-02      3.469e-02      7.964e-02      1.541e-01      2.059e-01      2.463e-01      2.048e-01      1.042e-01      5.961e-02      3.330e-02      1.742e-02 
 13.00      6.624e-03      6.314e-03      6.421e-03      4.686e-03      5.821e-03      9.682e-03      2.575e-02      6.024e-02      1.243e-01      1.729e-01      2.120e-01      1.748e-01      8.482e-02      4.652e-02      2.549e-02      1.274e-02 
 13.50      4.434e-03      4.192e-03      4.288e-03      2.931e-03      4.118e-03      6.982e-03      1.905e-02      4.531e-02      9.827e-02      1.427e-01      1.799e-01      1.499e-01      6.936e-02      3.632e-02      1.951e-02      9.306e-03 
 14.00      2.900e-03      2.747e-03      2.878e-03      1.900e-03      2.895e-03      5.009e-03      1.420e-02      3.444e-02      7.716e-02      1.161e-01      1.499e-01      1.276e-01      5.669e-02      2.842e-02      1.493e-02      6.778e-03 
 14.50      1.877e-03      1.790e-03      1.938e-03      1.278e-03      2.019e-03      3.573e-03      1.058e-02      2.614e-02      6.050e-02      9.317e-02      1.224e-01      1.080e-01      4.632e-02      2.226e-02      1.143e-02      4.886e-03 
 15.00      1.211e-03      1.166e-03      1.307e-03      8.763e-04      1.404e-03      2.537e-03      7.762e-03      1.942e-02      4.734e-02      7.425e-02      9.897e-02      9.138e-02      3.788e-02      1.745e-02      8.730e-03      3.459e-03 
 15.50      7.792e-04      7.608e-04      8.808e-04      6.039e-04      9.747e-04      1.794e-03      5.622e-03      1.419e-02      3.689e-02      5.889e-02      7.954e-02      7.641e-02      3.082e-02      1.367e-02      6.647e-03      2.406e-03 
 16.00      5.017e-04      4.976e-04      5.938e-04      4.165e-04      6.770e-04      1.263e-03      4.050e-03      1.030e-02      2.827e-02      4.626e-02      6.347e-02      6.265e-02      2.483e-02      1.069e-02      5.023e-03      1.656e-03 
 16.50      3.241e-04      3.263e-04      4.005e-04      2.873e-04      4.703e-04      8.873e-04      2.913e-03      7.479e-03      2.093e-02      3.575e-02      5.026e-02      5.056e-02      1.984e-02      8.339e-03      3.750e-03      1.137e-03 
 17.00      2.103e-04      2.145e-04      2.702e-04      1.982e-04      3.268e-04      6.229e-04      2.096e-03      5.428e-03      1.486e-02      2.710e-02      3.944e-02      4.034e-02      1.574e-02      6.494e-03      2.767e-03      7.803e-04 
 17.50      1.371e-04      1.413e-04      1.824e-04      1.368e-04      2.271e-04      4.374e-04      1.507e-03      3.940e-03      1.024e-02      2.026e-02      3.065e-02      3.169e-02      1.239e-02      5.052e-03      2.026e-03      5.355e-04 
 18.00      8.979e-05      9.330e-05      1.231e-04      9.444e-05      1.579e-04      3.072e-04      1.084e-03      2.858e-03      6.956e-03      1.508e-02      2.367e-02      2.447e-02      9.650e-03      3.928e-03      1.480e-03      3.676e-04 
 18.50      5.906e-05      6.171e-05      8.316e-05      6.521e-05      1.098e-04      2.158e-04      7.793e-04      2.071e-03      4.712e-03      1.128e-02      1.830e-02      1.865e-02      7.452e-03      3.046e-03      1.080e-03      2.524e-04 
 19.00      3.901e-05      4.090e-05      5.618e-05      4.503e-05      7.634e-05      1.516e-04      5.594e-04      1.497e-03      3.194e-03      8.510e-03      1.421e-02      1.413e-02      5.719e-03      2.350e-03      7.888e-04      1.734e-04 
 19.50      2.586e-05      2.715e-05      3.797e-05      3.111e-05      5.311e-05      1.066e-04      4.008e-04      1.079e-03      2.173e-03      6.464e-03      1.107e-02      1.070e-02      4.364e-03      1.797e-03      5.761e-04      1.191e-04 
 20.00      1.721e-05      1.805e-05      2.567e-05      2.150e-05      3.696e-05      7.490e-05      2.869e-04      7.765e-04      1.489e-03      4.938e-03      8.630e-03      8.093e-03      3.313e-03      1.361e-03      4.209e-04      8.185e-05 
 20.50      1.149e-05      1.202e-05      1.736e-05      1.486e-05      2.572e-05      5.266e-05      2.052e-04      5.584e-04      1.034e-03      3.791e-03      6.734e-03      6.125e-03      2.506e-03      1.024e-03      3.076e-04      5.626e-05 
 21.00      7.697e-06      8.010e-06      1.175e-05      1.027e-05      1.790e-05      3.704e-05      1.468e-04      4.014e-04      7.284e-04      2.923e-03      5.256e-03      4.639e-03      1.892e-03      7.677e-04      2.248e-04      3.867e-05 
 21.50      5.170e-06      5.347e-06      7.952e-06      7.101e-06      1.247e-05      2.605e-05      1.050e-04      2.886e-04      5.196e-04      2.261e-03      4.103e-03      3.520e-03      1.429e-03      5.747e-04      1.644e-04      2.659e-05 
 22.00      3.483e-06      3.573e-06      5.384e-06      4.911e-06      8.682e-06      1.833e-05      7.515e-05      2.075e-04      3.735e-04      1.751e-03      3.202e-03      2.680e-03      1.081e-03      4.302e-04      1.202e-04      1.829e-05 
 22.50      2.352e-06      2.391e-06      3.647e-06      3.397e-06      6.048e-06      1.290e-05      5.379e-05      1.492e-04      2.693e-04      1.356e-03      2.497e-03      2.049e-03      8.202e-04      3.221e-04      8.796e-05      1.258e-05 
 23.00      1.592e-06      1.601e-06      2.471e-06      2.351e-06      4.214e-06      9.082e-06      3.851e-05      1.073e-04      1.945e-04      1.048e-03      1.943e-03      1.575e-03      6.240e-04      2.412e-04      6.437e-05      8.657e-06 
 23.50      1.079e-06      1.073e-06      1.675e-06      1.627e-06      2.937e-06      6.395e-06      2.758e-05      7.722e-05      1.405e-04      8.070e-04      1.507e-03      1.216e-03      4.760e-04      1.806e-04      4.711e-05      5.958e-06 
 24.00      7.335e-07      7.200e-07      1.136e-06      1.126e-06      2.047e-06      4.504e-06      1.975e-05      5.556e-05      1.015e-04      6.194e-04      1.164e-03      9.415e-04      3.637e-04      1.353e-04      3.449e-05      4.102e-06 
 24.50      4.993e-07      4.834e-07      7.704e-07      7.797e-07      1.427e-06      3.173e-06      1.415e-05      3.999e-05      7.332e-05      4.739e-04      8.965e-04      7.299e-04      2.782e-04      1.014e-04      2.526e-05      2.825e-06 
 25.00      3.404e-07      3.248e-07      5.228e-07      5.399e-07      9.953e-07      2.235e-06      1.014e-05      2.878e-05      5.298e-05      3.618e-04      6.887e-04      5.662e-04      2.130e-04      7.598e-05      1.850e-05      1.945e-06 
 25.50      2.324e-07      2.184e-07      3.549e-07      3.740e-07      6.943e-07      1.575e-06      7.271e-06      2.072e-05      3.830e-05      2.759e-04      5.284e-04      4.393e-04      1.631e-04      5.695e-05      1.355e-05      1.340e-06 
 26.00      1.589e-07      1.469e-07      2.410e-07      2.591e-07      4.844e-07      1.111e-06      5.213e-06      1.492e-05      2.769e-05      2.104e-04      4.052e-04      3.409e-04      1.250e-04      4.270e-05      9.933e-06      9.235e-07 
 26.50      1.087e-07      9.890e-08      1.637e-07      1.796e-07      3.380e-07      7.831e-07      3.739e-06      1.075e-05      2.002e-05      1.605e-04      3.107e-04      2.646e-04      9.577e-05      3.202e-05      7.280e-06      6.365e-07 
 27.00      7.449e-08      6.662e-08      1.112e-07      1.245e-07      2.360e-07      5.523e-07      2.682e-06      7.741e-06      1.448e-05      1.224e-04      2.383e-04      2.054e-04      7.342e-05      2.402e-05      5.337e-06      4.388e-07 
 27.50      5.108e-08      4.490e-08      7.561e-08      8.629e-08      1.647e-07      3.896e-07      1.925e-06      5.577e-06      1.047e-05      9.341e-05      1.828e-04      1.595e-04      5.631e-05      1.802e-05      3.913e-06      3.025e-07 
 28.00      3.506e-08      3.027e-08      5.142e-08      5.984e-08      1.150e-07      2.749e-07      1.382e-06      4.019e-06      7.575e-06      7.130e-05      1.402e-04      1.238e-04      4.321e-05      1.352e-05      2.869e-06      2.086e-07 
 28.50      2.408e-08      2.042e-08      3.498e-08      4.150e-08      8.035e-08      1.940e-07      9.919e-07      2.897e-06      5.481e-06      5.444e-05      1.076e-04      9.614e-05      3.316e-05      1.014e-05      2.105e-06      1.439e-07 
 29.00      1.656e-08      1.378e-08      2.380e-08      2.879e-08      5.613e-08      1.370e-07      7.123e-07      2.088e-06      3.967e-06      4.158e-05      8.256e-05      7.466e-05      2.546e-05      7.615e-06      1.544e-06      9.931e-08 
 29.50      1.139e-08      9.305e-09      1.620e-08      1.998e-08      3.922e-08      9.672e-08      5.116e-07      1.505e-06      2.871e-06      3.177e-05      6.335e-05      5.799e-05      1.956e-05      5.717e-06      1.133e-06      6.854e-08 
 30.00      7.839e-09      6.285e-09      1.103e-08      1.387e-08      2.741e-08      6.830e-08      3.675e-07      1.086e-06      2.079e-06      2.428e-05      4.862e-05      4.504e-05      1.503e-05      4.292e-06      8.317e-07      4.731e-08 
 30.50      5.398e-09      4.247e-09      7.517e-09      9.626e-09      1.916e-08      4.825e-08      2.641e-07      7.830e-07      1.505e-06      1.856e-05      3.732e-05      3.499e-05      1.155e-05      3.224e-06      6.105e-07      3.267e-08 
 31.00      3.720e-09      2.871e-09      5.123e-09      6.684e-09      1.340e-08      3.409e-08      1.898e-07      5.648e-07      1.090e-06      1.419e-05      2.865e-05      2.718e-05      8.879e-06      2.421e-06      4.483e-07      2.256e-08 
 31.50      2.564e-09      1.941e-09      3.493e-09      4.642e-09      9.369e-09      2.409e-08      1.364e-07      4.075e-07      7.896e-07      1.085e-05      2.200e-05      2.112e-05      6.828e-06      1.819e-06      3.292e-07      1.558e-08 
 32.00      1.769e-09      1.313e-09      2.382e-09      3.224e-09      6.554e-09      1.703e-08      9.810e-08      2.940e-07      5.720e-07      8.301e-06      1.689e-05      1.641e-05      5.253e-06      1.367e-06      2.418e-07      1.077e-08 
 32.50      1.220e-09      8.885e-10      1.625e-09      2.240e-09      4.585e-09      1.204e-08      7.055e-08      2.122e-07      4.144e-07      6.352e-06      1.298e-05      1.275e-05      4.043e-06      1.027e-06      1.776e-07      7.440e-09 
 33.00      8.424e-10      6.014e-10      1.109e-09      1.557e-09      3.208e-09      8.514e-09      5.075e-08      1.532e-07      3.003e-07      4.861e-06      9.967e-06      9.913e-06      3.113e-06      7.723e-07      1.305e-07      5.142e-09 
 33.50      5.817e-10      4.072e-10      7.573e-10      1.082e-09      2.246e-09      6.022e-09      3.652e-08      1.106e-07      2.177e-07      3.722e-06      7.657e-06      7.706e-06      2.397e-06      5.806e-07      9.590e-08      3.555e-09 
 34.00      4.018e-10      2.758e-10      5.172e-10      7.523e-10      1.572e-09      4.260e-09      2.628e-08      7.985e-08      1.578e-07      2.850e-06      5.884e-06      5.991e-06      1.847e-06      4.366e-07      7.049e-08      2.458e-09 
 34.50      2.777e-10      1.869e-10      3.534e-10      5.231e-10      1.101e-09      3.015e-09      1.892e-08      5.767e-08      1.144e-07      2.182e-06      4.521e-06      4.658e-06      1.423e-06      3.284e-07      5.182e-08      1.700e-09 
 35.00      1.919e-10      1.267e-10      2.416e-10      3.638e-10      7.709e-10      2.134e-09      1.362e-08      4.166e-08      8.297e-08      1.672e-06      3.475e-06      3.622e-06      1.097e-06      2.470e-07      3.810e-08      1.176e-09 
 35.50      1.327e-10      8.586e-11      1.652e-10      2.531e-10      5.400e-10      1.510e-09      9.809e-09      3.009e-08      6.018e-08      1.281e-06      2.671e-06      2.817e-06      8.457e-07      1.859e-07      2.801e-08      8.139e-10 
 36.00      9.179e-11      5.822e-11      1.130e-10      1.761e-10      3.784e-10      1.069e-09      7.066e-09      2.175e-08      4.365e-08      9.816e-07      2.053e-06      2.191e-06      6.523e-07      1.399e-07      2.060e-08      5.633e-10 
 36.50      6.351e-11      3.949e-11      7.730e-11      1.226e-10      2.652e-10      7.574e-10      5.091e-09      1.572e-08      3.167e-08      7.524e-07      1.579e-06      1.704e-06      5.033e-07      1.053e-07      1.516e-08      3.899e-10 
 37.00      4.395e-11      2.679e-11      5.291e-11      8.531e-11      1.859e-10      5.365e-10      3.669e-09      1.136e-08      2.298e-08      5.768e-07      1.214e-06      1.325e-06      3.884e-07      7.923e-08      1.115e-08      2.700e-10 
 37.50      3.042e-11      1.818e-11      3.623e-11      5.939e-11      1.303e-10      3.801e-10      2.644e-09      8.212e-09      1.668e-08      4.422e-07      9.335e-07      1.031e-06      2.998e-07      5.965e-08      8.205e-09      1.870e-10 
 38.00      2.106e-11      1.234e-11      2.482e-11      4.136e-11      9.137e-11      2.694e-10      1.906e-09      5.938e-09      1.211e-08      3.392e-07      7.180e-07      8.023e-07      2.315e-07      4.492e-08      6.039e-09      1.295e-10 
 38.50      1.459e-11      8.380e-12      1.701e-11      2.881e-11      6.409e-11      1.910e-10      1.375e-09      4.294e-09      8.790e-09      2.602e-07      5.524e-07      6.243e-07      1.788e-07      3.383e-08      4.445e-09      8.972e-11 
 39.00      1.011e-11      5.691e-12      1.166e-11      2.007e-11      4.496e-11      1.354e-10      9.915e-10      3.106e-09      6.383e-09      1.996e-07      4.250e-07      4.858e-07      1.382e-07      2.548e-08      3.273e-09      6.217e-11 
 39.50      7.003e-12      3.866e-12      7.995e-12      1.398e-11      3.154e-11      9.600e-11      7.153e-10      2.247e-09      4.635e-09      1.531e-07      3.270e-07      3.781e-07      1.068e-07      1.920e-08      2.410e-09      4.309e-11 
 40.00      4.853e-12      2.627e-12      5.485e-12      9.746e-12      2.213e-11      6.809e-11      5.161e-10      1.626e-09      3.367e-09      1.175e-07      2.517e-07      2.943e-07      8.255e-08      1.446e-08      1.775e-09      2.987e-11 
 40.50      3.365e-12      1.785e-12      3.764e-12      6.794e-12      1.554e-11      4.830e-11      3.725e-10      1.176e-09      2.446e-09      9.021e-08      1.937e-07      2.291e-07      6.384e-08      1.090e-08      1.307e-09      2.071e-11 
 41.00      2.333e-12      1.214e-12      2.584e-12      4.737e-12      1.091e-11      3.427e-11      2.689e-10      8.515e-10      1.777e-09      6.925e-08      1.491e-07      1.784e-07      4.937e-08      8.216e-09      9.631e-10      1.436e-11 
 41.50      1.618e-12      8.254e-13      1.775e-12      3.303e-12      7.659e-12      2.432e-11      1.941e-10      6.164e-10      1.291e-09      5.318e-08      1.148e-07      1.389e-07      3.820e-08      6.193e-09      7.096e-10      9.964e-12 
 42.00      1.123e-12      5.614e-13      1.219e-12      2.304e-12      5.379e-12      1.726e-11      1.402e-10      4.463e-10      9.386e-10      4.084e-08      8.840e-08      1.081e-07      2.956e-08      4.669e-09      5.229e-10      6.913e-12 
