,l,n,Cab,Car,Cbrown,Cw,Canth,prot,Cbc
117,516,1.4846,0.00586805,0.0621564,0.4,0.000386,0.0713896,0,2.68688
118,517,1.4844,0.00540153,0.0598953,0.399,0.0003962,0.0714865,0,2.68455
119,518,1.4841,0.00499129,0.0576495,0.3981,0.000404,0.0715735,0,2.68339
120,519,1.4839,0.00463493,0.0554207,0.3971,0.0004069,0.0716303,0,2.68222
121,520,1.4836,0.00433379,0.0532106,0.3962,0.000409,0.0716821,0,2.68222
122,521,1.4833,0.00408503,0.0510211,0.3952,0.0004138,0.0717393,0,2.68222
123,522,1.483,0.00388739,0.0488537,0.3943,0.000416,0.0717754,0,2.68222
124,523,1.4828,0.00374206,0.0467102,0.3933,0.0004112,0.0718152,0,2.68222
125,524,1.4825,0.00365252,0.0445924,0.3924,0.000409,0.0718641,0,2.68222
126,525,1.4822,0.00361178,0.042502,0.3914,0.0004176,0.0719587,0,2.68222
127,526,1.4819,0.00361934,0.0404407,0.3905,0.000427,0.0720597,0,2.68222
128,527,1.4816,0.00367282,0.0384102,0.3895,0.0004268,0.0721526,0,2.68222
129,528,1.4813,0.00376967,0.0364122,0.3886,0.000423,0.0722403,0,2.68222
130,529,1.481,0.00390324,0.0344486,0.3876,0.0004237,0.0722952,0,2.68222
131,530,1.4807,0.00406899,0.0325209,0.3867,0.000429,0.0723492,0,2.68222
132,531,1.4804,0.00426366,0.030631,0.3846,0.0004371,0.0724141,0,2.68222
133,532,1.4801,0.00448428,0.0287806,0.3824,0.000445,0.0724758,0,2.68222
134,533,1.4797,0.00472995,0.0269713,0.3803,0.0004506,0.0725103,0,2.68222
135,534,1.4794,0.00499348,0.025205,0.3782,0.000456,0.0725285,0,2.68222
136,535,1.4791,0.00527276,0.0234833,0.376,0.0004631,0.0725289,0,2.68222
137,536,1.4788,0.00556455,0.0218079,0.3739,0.00047,0.0725061,0,2.68222
138,537,1.4784,0.00586623,0.0201807,0.3718,0.0004748,0.0724327,0,2.68222
139,538,1.4781,0.00617059,0.0186033,0.3696,0.00048,0.0723404,0,2.68222
140,539,1.4777,0.00647922,0.0170774,0.3675,0.0004879,0.0722102,0,2.68222
141,540,1.4774,0.0067864,0.0156048,0.3654,0.000495,0.0720633,0,2.68222
142,541,1.4771,0.00709,0.0141872,0.3639,0.0004983,0.0718369,0,2.68222
143,542,1.4767,0.007388,0.0128264,0.3625,0.000503,0.0716024,0,2.68222
144,543,1.4764,0.00767415,0.011524,0.3611,0.0005141,0.0713427,0,2.68222
145,544,1.476,0.00794833,0.0102818,0.3597,0.000527,0.0710671,0,2.68222
146,545,1.4757,0.00820829,0.00910146,0.3582,0.0005363,0.0707065,0,2.68222
147,546,1.4753,0.00845364,0.00798479,0.3568,0.000544,0.0703069,0,2.68222
148,547,1.475,0.00868499,0.00693348,0.3554,0.0005532,0.0698401,0,2.68222
149,548,1.4746,0.00890368,0.00594925,0.354,0.000564,0.0693554,0,2.68222
150,549,1.4743,0.0091119,0.00503384,0.3525,0.0005759,0.0687563,0,2.68222
151,550,1.4739,0.00930939,0.00418898,0.3511,0.000588,0.0681398,0,2.68222
152,551,1.4735,0.00950012,0.00341638,0.35,0.0005998,0.06744,0,2.68222
153,552,1.4732,0.00968213,0.00271778,0.3489,0.000611,0.0667326,0,2.68222
154,553,1.4728,0.00986391,0.0020949,0.3478,0.0006215,0.0659041,0,2.68222
155,554,1.4725,0.01004,0.00154947,0.3467,0.000631,0.0650612,0,2.68222
156,555,1.4721,0.0102144,0.00108322,0.3456,0.0006391,0.0642103,0,2.68222
157,556,1.4717,0.0103855,0.000697863,0.3445,0.000646,0.0633575,0,2.68222
158,557,1.4713,0.0105557,0.000395138,0.3434,0.000652,0.0624373,0,2.68222
159,558,1.4709,0.0107242,0.000176768,0.3423,0.000658,0.0615175,0,2.68222
160,559,1.4705,0.0108889,4.45E-05,0.3412,0.0006647,0.0605785,0,2.68222
161,560,1.4701,0.011048,2.13E-13,0.3401,0.000672,0.0596515,0,2.68222
162,561,1.4697,0.0112169,0,0.3383,0.0006793,0.0586113,0,2.68222
163,562,1.4693,0.0114015,0,0.3366,0.000686,0.057591,0,2.68222
164,563,1.4689,0.0116055,0,0.3348,0.000692,0.0565542,0,2.68222
165,564,1.4685,0.0118272,0,0.333,0.000699,0.0555431,0,2.68222
166,565,1.4681,0.0120748,0,0.3312,0.0007084,0.0543786,0,2.68222
167,566,1.4677,0.0123402,0,0.3294,0.000718,0.0532432,0,2.68222
168,567,1.4673,0.012628,0,0.3276,0.0007257,0.052056,0,2.68222
169,568,1.467,0.012933,0,0.3258,0.000734,0.0509,0,2.68222
170,569,1.4666,0.0132595,0,0.3241,0.0007455,0.0496714,0,2.68222
171,570,1.4662,0.0135979,0,0.3223,0.000759,0.0484808,0,2.68222
172,571,1.4658,0.0139469,0,0.3202,0.0007729,0.0473085,0,2.68222
173,572,1.4654,0.0143014,0,0.3182,0.000787,0.0461743,0,2.68222
174,573,1.4651,0.0146577,0,0.3162,0.000802,0.0450001,0,2.68222
175,574,1.4647,0.0150102,0,0.3141,0.000819,0.0438705,0,2.68222
176,575,1.4643,0.0153567,0,0.3121,0.0008386,0.0427812,0,2.68222
177,576,1.4639,0.0156935,0,0.31,0.000858,0.0417338,0,2.68222
178,577,1.4635,0.0160234,0,0.308,0.0008754,0.0406179,0,2.68222
179,578,1.4632,0.0163397,0,0.3059,0.000896,0.0395431,0,2.68222
180,579,1.4628,0.0166478,0,0.3039,0.0009238,0.0384569,0,2.68222
181,580,1.4624,0.0169452,0,0.3019,0.000952,0.037412,0,2.68222
182,581,1.462,0.0172407,0,0.2999,0.0009745,0.0362003,0,2.68222
183,582,1.4616,0.0175269,0,0.2979,0.001,0.0350426,0,2.68222
184,583,1.4613,0.0178005,0,0.2959,0.001037,0.0339189,0,2.68222
185,584,1.4609,0.0180658,0,0.294,0.001079,0.0328458,0,2.68222
186,585,1.4605,0.0183248,0,0.292,0.001119,0.0317012,0,2.68222
187,586,1.4602,0.0185679,0,0.29,0.001159,0.0306065,0,2.68222
188,587,1.4598,0.0188,0,0.2881,0.001204,0.0296161,0,2.68222
189,588,1.4595,0.0190186,0,0.2861,0.001253,0.0286652,0,2.68222
190,589,1.4591,0.0192278,0,0.2841,0.001304,0.0277151,0,2.68222
191,590,1.4588,0.0194191,0,0.2821,0.001356,0.0268029,0,2.68222
192,591,1.4585,0.0195991,0,0.2803,0.001408,0.0259512,0,2.68222
193,592,1.4582,0.0197663,0,0.2784,0.001459,0.0251335,0,2.68222
194,593,1.4579,0.0199222,0,0.2766,0.00151,0.0242929,0,2.68222
195,594,1.4576,0.0200656,0,0.2747,0.001567,0.0234865,0,2.68222
196,595,1.4573,0.0201988,0,0.2728,0.001635,0.0226866,0,2.68222
197,596,1.457,0.0203266,0,0.271,0.0017,0.0219176,0,2.68222
198,597,1.4567,0.0204577,0,0.2691,0.001758,0.0210849,0,2.68222
199,598,1.4565,0.0205849,0,0.2673,0.00186,0.0202843,0,2.68222
200,599,1.4562,0.0207154,0,0.2654,0.002042,0.0194972,0,2.68222
201,600,1.4559,0.020854,0,0.2636,0.002224,0.0187401,0,2.68222
202,601,1.4556,0.0210068,0,0.2618,0.002323,0.017977,0,2.68222
203,602,1.4553,0.0211716,0,0.2601,0.002366,0.0172421,0,2.68222
204,603,1.4551,0.0213477,0,0.2584,0.0024,0.0166044,0,2.68222
205,604,1.4548,0.0215458,0,0.2566,0.002448,0.015987,0,2.68222
206,605,1.4545,0.0217636,0,0.2549,0.002519,0.0154096,0,2.68222
207,606,1.4543,0.0220033,0,0.2532,0.002587,0.0148447,0,2.68222
208,607,1.454,0.022268,0,0.2515,0.002629,0.0143173,0,2.68222
209,608,1.4538,0.0225525,0,0.2497,0.002653,0.0138003,0,2.68222
210,609,1.4535,0.0228594,0,0.248,0.002674,0.0132952,0,2.68222
211,610,1.4533,0.0231769,0,0.2463,0.002691,0.0128011,0,2.68222
212,611,1.4531,0.0235022,0,0.2447,0.002704,0.0123363,0,2.68222
213,612,1.4528,0.0238419,0,0.2431,0.002715,0.0118837,0,2.68222
214,613,1.4526,0.0241985,0,0.2414,0.002727,0.0113936,0,2.68222
215,614,1.4523,0.024561,0,0.2398,0.00274,0.0109184,0,2.68222
216,615,1.4521,0.024917,0,0.2382,0.002753,0.0104635,0,2.68222
217,616,1.4519,0.0252691,0,0.2366,0.002764,0.0100219,0,2.68222
218,617,1.4517,0.0256167,0,0.235,0.002775,0.00958084,0,2.68222
219,618,1.4514,0.0259503,0,0.2334,0.002785,0.00915534,0,2.68222
220,619,1.4512,0.0262545,0,0.2318,0.002797,0.00877663,0,2.68222
221,620,1.451,0.0265303,0,0.2302,0.00281,0.00841103,0,2.68222
222,621,1.4508,0.0267861,0,0.2288,0.002824,0.00805235,0,2.68222
223,622,1.4506,0.0270098,0,0.2273,0.002839,0.00770727,0,2.68222
224,623,1.4504,0.0272066,0,0.2258,0.002854,0.00737548,0,2.68222
225,624,1.4502,0.0273792,0,0.2244,0.002868,0.00705665,0,2.68222
226,625,1.45,0.0275228,0,0.2229,0.002881,0.00675045,0,2.68222
227,626,1.4498,0.0276449,0,0.2215,0.002893,0.00645657,0,2.68222
228,627,1.4497,0.0277392,0,0.22,0.002907,0.00617467,0,2.68222
229,628,1.4495,0.0278211,0,0.2185,0.002922,0.00590444,0,2.68222
230,629,1.4494,0.0278951,0,0.2171,0.002938,0.00564554,0,2.68222
231,630,1.4492,0.0279776,0,0.2156,0.002955,0.00539765,0,2.68222
232,631,1.4491,0.0280723,0,0.2143,0.002972,0.00516045,0,2.68222
233,632,1.4489,0.0281944,0,0.2129,0.002988,0.00493362,0,2.68222
234,633,1.4488,0.0283603,0,0.2115,0.003,0.00471682,0,2.68222
235,634,1.4486,0.0285729,0,0.2102,0.003011,0.00450973,0,2.68222
236,635,1.4485,0.028846,0,0.2088,0.003023,0.00431204,0,2.68222
237,636,1.4484,0.0291814,0,0.2074,0.003038,0.00412341,0,2.68222
238,637,1.4483,0.0295993,0,0.2061,0.003057,0.00394352,0,2.68222
239,638,1.4482,0.0300771,0,0.2047,0.003076,0.00377204,0,2.68222
240,639,1.4481,0.0306343,0,0.2033,0.003094,0.00360865,0,2.68222
241,640,1.448,0.0312475,0,0.202,0.003111,0.00345303,0,2.68222
242,641,1.4479,0.0319268,0,0.2007,0.003127,0.00330485,0,2.68222
243,642,1.4478,0.0326585,0,0.1994,0.003144,0.00316378,0,2.68222
244,643,1.4478,0.0334412,0,0.1981,0.003162,0.00302951,0,2.68222
245,644,1.4477,0.0342546,0,0.1968,0.003181,0.0029017,0,2.68222
246,645,1.4476,0.0351007,0,0.1955,0.003202,0.00278004,0,2.68222
247,646,1.4475,0.0359489,0,0.1942,0.003223,0.00266419,0,2.68222
248,647,1.4475,0.0367793,0,0.1929,0.003242,0.00255383,0,2.68222
249,648,1.4474,0.037588,0,0.1916,0.003263,0.00244865,0,2.68222
250,649,1.4474,0.0383232,0,0.1903,0.003289,0.0023483,0,2.68222
251,650,1.4473,0.0390136,0,0.189,0.003315,0.00225247,0,2.68222
252,651,1.4473,0.0396312,0,0.1878,0.003338,0.00216084,0,2.68222
253,652,1.4472,0.0402217,0,0.1865,0.003362,0.00207308,0,2.68222
254,653,1.4472,0.0408042,0,0.1853,0.00339,0.00198886,0,2.68222
255,654,1.4471,0.0414183,0,0.1841,0.003423,0.00190786,0,2.68222
256,655,1.4471,0.0421067,0,0.1829,0.003461,0.00182975,0,2.68222
257,656,1.447,0.04288,0,0.1816,0.003508,0.00175422,0,2.68222
258,657,1.447,0.0438083,0,0.1804,0.003567,0.00168093,0,2.68222
259,658,1.4469,0.0448612,0,0.1792,0.003636,0.00160956,0,2.68222
260,659,1.4469,0.0461069,0,0.178,0.003712,0.00153979,0,2.68222
261,660,1.4468,0.0474949,0,0.1768,0.003791,0.00147128,0,2.68222
262,661,1.4468,0.0491126,0,0.1755,0.003866,0.00140373,0,2.68222
263,662,1.4468,0.0508487,0,0.1742,0.003931,0.0013368,0,2.68222
264,663,1.4467,0.0527301,0,0.1729,0.003981,0.00127016,0,2.68222
265,664,1.4467,0.0546996,0,0.1717,0.004019,0.0012035,0,2.68222
266,665,1.4467,0.0567611,0,0.1704,0.004049,0.00113648,0,2.68222
267,666,1.4466,0.0588679,0,0.1691,0.004072,0.00106879,0,2.68222
268,667,1.4466,0.0608295,0,0.1679,0.004087,0.0010001,0,2.68222
269,668,1.4465,0.06275,0,0.1666,0.004098,0.000930077,0,2.68222
270,669,1.4465,0.0644721,0,0.1653,0.004109,0.000858406,0,2.68222
271,670,1.4464,0.0661121,0,0.1641,0.004122,0.000784759,0,2.68222
272,671,1.4464,0.0674706,0,0.1627,0.004137,0.000710017,0,2.68222
273,672,1.4463,0.0686749,0,0.1613,0.00415,0.000638835,0,2.68222
274,673,1.4463,0.0696352,0,0.16,0.00416,0.000571243,0,2.68222
275,674,1.4462,0.0704652,0,0.1586,0.004173,0.000507271,0,2.68222
276,675,1.4462,0.0709948,0,0.1572,0.004196,0.000446948,0,2.68222
277,676,1.4461,0.0714015,0,0.1559,0.004223,0.000390303,0,2.68222
278,677,1.446,0.0713582,0,0.1545,0.004248,0.000337366,0,2.68222
279,678,1.446,0.0711272,0,0.1532,0.00427,0.000288166,0,2.68222
280,679,1.4459,0.0701854,0,0.1518,0.004293,0.000242734,0,2.68222
281,680,1.4458,0.0689206,0,0.1504,0.004318,0.000201097,0,2.68222
282,681,1.4457,0.0665762,0,0.1491,0.004347,0.000163286,0,2.68222
283,682,1.4457,0.0639476,0,0.1478,0.004381,0.00012933,0,2.68222
284,683,1.4456,0.0604821,0,0.1464,0.004418,9.93E-05,0,2.68222
285,684,1.4456,0.0568583,0,0.1451,0.004458,7.31E-05,0,2.68222
286,685,1.4455,0.0527473,0,0.1437,0.0045,5.09E-05,0,2.68222
287,686,1.4454,0.0487258,0,0.1424,0.004545,3.26E-05,0,2.68222
288,687,1.4453,0.044707,0,0.1411,0.004594,1.84E-05,0,2.68222
289,688,1.4453,0.0408585,0,0.1397,0.004646,8.20E-06,0,2.68222
290,689,1.4452,0.0371411,0,0.1384,0.004701,2.06E-06,0,2.68222
291,690,1.4451,0.033671,0,0.137,0.00476,0,0,2.68222
292,691,1.445,0.0304587,0,0.1358,0.004827,0,0,2.68222
293,692,1.445,0.0275021,0,0.1345,0.004903,0,0,2.68222
294,693,1.4449,0.0247868,0,0.1333,0.004986,0,0,2.68222
295,694,1.4449,0.0223303,0,0.132,0.005071,0,0,2.68222
296,695,1.4448,0.0201436,0,0.1308,0.005154,0,0,2.68222
297,696,1.4447,0.0181733,0,0.1295,0.005244,0,0,2.68222
298,697,1.4446,0.0164205,0,0.1283,0.005351,0,0,2.68222
299,698,1.4446,0.0148521,0,0.127,0.00547,0,0,2.68222
300,699,1.4445,0.0134714,0,0.1258,0.005594,0,0,2.68222
301,700,1.4444,0.0122406,0,0.1245,0.005722,0,0,2.68222
302,701,1.4443,0.0111549,0,0.1234,0.005855,0,0,2.68222
303,702,1.4442,0.0101925,0,0.1223,0.005995,0,0,2.68222
304,703,1.4441,0.00934301,0,0.1212,0.006146,0,0,2.68222
305,704,1.444,0.00858695,0,0.12,0.006303,0,0,2.68222
306,705,1.4439,0.00791505,0,0.1189,0.006463,0,0,2.68222
307,706,1.4438,0.00731259,0,0.1178,0.006628,0,0,2.68222
308,707,1.4437,0.00677109,0,0.1167,0.006804,0,0,2.68222
309,708,1.4435,0.0062803,0,0.1156,0.006993,0,0,2.68222
310,709,1.4434,0.00583221,0,0.1144,0.007197,0,0,2.68222
311,710,1.4433,0.00542144,0,0.1133,0.007415,0,0,2.68222
312,711,1.4431,0.0050449,0,0.1122,0.007647,0,0,2.68222
313,712,1.443,0.00469652,0,0.1111,0.007893,0,0,2.68222
314,713,1.4428,0.00437346,0,0.11,0.008157,0,0,2.68222
315,714,1.4427,0.00407204,0,0.1089,0.008445,0,0,2.68222
316,715,1.4425,0.00379222,0,0.1078,0.008763,0,0,2.68222
317,716,1.4423,0.0035302,0,0.1067,0.009109,0,0,2.68222
318,717,1.4422,0.00328562,0,0.1056,0.009479,0,0,2.68222
319,718,1.442,0.00305749,0,0.1046,0.009871,0,0,2.68222
320,719,1.4419,0.00284347,0,0.1035,0.01029,0,0,2.68222
321,720,1.4417,0.0026434,0,0.1024,0.01072,0,0,2.68222
322,721,1.4415,0.00245633,0,0.1013,0.01119,0,0,2.68222
323,722,1.4413,0.00228092,0,0.1003,0.01168,0,0,2.68222
324,723,1.4411,0.0021168,0,0.09931,0.01218,0,0,2.68222
325,724,1.4409,0.00196361,0,0.09829,0.01268,0,0,2.68222
326,725,1.4407,0.00182056,0,0.09727,0.01319,0,0,2.68222
327,726,1.4405,0.00168688,0,0.09625,0.01372,0,0,2.68222
328,727,1.4403,0.00156284,0,0.09524,0.01428,0,0,2.68222
329,728,1.4402,0.00144677,0,0.09422,0.01487,0,0,2.68222
330,729,1.44,0.00133883,0,0.0932,0.01551,0,0,2.68222
331,730,1.4398,0.0012386,0,0.09218,0.01621,0,0,2.68222
332,731,1.4396,0.0011459,0,0.0912,0.01699,0,0,2.68222
333,732,1.4394,0.00105907,0,0.09022,0.01787,0,0,2.68222
334,733,1.4393,0.000978276,0,0.08924,0.01886,0,0,2.68222
335,734,1.4391,0.000904086,0,0.08827,0.01992,0,0,2.68222
336,735,1.4389,0.00083609,0,0.08729,0.02101,0,0,2.68222
337,736,1.4387,0.000772889,0,0.08631,0.02207,0,0,2.68222
338,737,1.4385,0.000715026,0,0.08533,0.02306,0,0,2.68222
339,738,1.4384,0.000661618,0,0.08435,0.02394,0,0,2.68222
