dates,blue,green,red,nir,swir1,swir2,thermal,qa,sensor
733598,227,355,229,4153,1787,623,2920,0,1
733605,249,429,305,4033,1724,566,2933,0,1
733613,278,413,288,2496,902,396,2870,4,2
733622,2175,2318,2309,3901,2284,1562,2875,4,2
733630,433,455,359,2120,815,390,2929,4,1
733645,284,375,255,3561,1508,566,2945,0,2
733646,146,268,196,2416,879,319,2893,2,1
733654,262,406,192,4092,1780,643,2945,0,2
733678,232,361,250,2608,1158,375,2893,0,1
733701,219,625,621,3104,1697,600,2874,0,1
733709,310,327,423,1058,600,296,2796,0,2
733717,603,612,912,2200,2257,1274,2786,0,1
733718,482,518,711,2076,2219,1313,2784,0,2
733742,3534,3464,3512,3944,2440,2076,2527,4,1
733757,928,1007,1169,2050,1405,857,2696,4,2
733758,1145,1182,1306,2300,1576,1020,2634,4,1
733782,2237,2227,2372,3196,1199,848,2628,4,2
733869,951,1025,1167,1956,2059,1427,2813,4,2
733877,645,755,1000,2116,2670,1667,2897,0,1
733885,653,849,1048,2642,3112,1890,2902,0,2
733886,516,723,880,2284,2691,1632,2947,0,1
733893,471,839,755,2631,2251,1195,2964,0,1
733901,279,683,365,4115,1764,809,2807,0,2
733902,541,1006,680,4219,1933,885,2745,0,1
733918,268,507,295,4487,1740,667,2981,0,1
733925,225,437,274,4002,1484,541,2938,0,1
733926,565,719,526,4598,1902,848,2853,0,2
733934,20000,8274,20000,8260,5370,3278,2797,4,1
733941,279,424,247,4149,1632,543,2960,0,1
733942,187,374,206,4434,1771,651,2960,0,2
733949,2389,2469,2344,4808,2482,1792,2491,4,2
733950,20000,3977,3960,5803,4813,3997,2740,4,1
733957,184,396,256,4022,1619,548,2960,0,1
733965,288,446,265,4176,1664,626,2934,0,2
733966,1839,2059,1944,4244,2617,1884,2781,4,1
733973,1637,1746,1588,3740,1449,853,2756,4,1
733981,211,376,235,3890,1764,567,2960,4,2
733989,20000,6583,6619,7652,6116,4778,2663,4,1
733998,208,392,302,4016,1712,596,2924,0,1
734005,500,640,540,3985,1688,728,2836,0,1
734014,211,360,248,3588,1730,585,2977,0,1
734021,212,389,288,3463,1513,480,2911,0,1
734022,213,367,195,3648,1646,541,2924,0,2
734030,267,195,162,1577,630,179,2846,2,1
734038,211,419,202,3530,1633,603,2913,0,2
734061,469,667,665,3391,1923,915,2801,0,2
734062,674,803,852,2926,1736,764,2776,4,1
734077,271,410,659,2032,2275,1212,2796,0,2
734093,3353,3235,3309,3526,3319,2871,2772,4,2
734094,259,263,229,429,341,232,2802,1,1
734110,434,449,689,1788,2264,1337,2740,0,1
734134,2212,2265,2350,3350,1387,1030,2663,4,2
734141,2851,2832,3048,4032,3380,3226,2540,4,2
734142,792,857,1044,2112,1756,1107,2708,4,1
734150,2592,2709,2834,3767,1182,888,2670,3,2
734174,2775,2846,3030,3678,907,581,2729,3,1
734221,577,736,1056,2158,2860,1956,2819,0,2
734229,549,487,524,735,332,136,2761,2,1
734230,533,701,1009,2151,2844,1775,2859,0,2
734245,709,883,1109,2183,2703,1792,2807,0,1
734269,545,969,787,3352,2450,1200,2875,4,2
734293,198,519,345,4051,1651,642,2906,0,1
734294,207,506,220,4300,1800,701,2924,0,2
734301,20000,20000,20000,7388,5599,4588,2796,4,2
734309,247,483,316,4019,1675,552,2929,0,1
734325,488,636,515,4233,1921,731,2942,0,1
734341,20000,4675,4772,5398,4456,3335,2702,4,1
734349,181,402,223,3441,1658,587,2955,0,2
734357,20000,4963,5155,6431,5410,4315,2869,4,1
734358,2166,2230,2055,4217,2326,1549,2670,4,2
734373,329,580,382,3535,1843,726,2888,0,1
734381,3089,3337,3350,4951,4196,3713,2813,4,2
734382,283,437,298,3211,1758,602,2897,0,1
734397,266,438,314,3222,1755,755,2853,0,2
734421,370,576,535,2687,1750,728,2831,0,1
734430,373,335,312,1177,709,392,2883,4,1
734518,497,532,794,1657,2263,1438,2676,0,2
734573,445,572,721,1666,2446,1477,2813,0,2
734598,1576,1689,1966,3037,3640,2666,2796,4,2
734614,815,1007,1209,2574,3215,2078,2960,4,2
734621,401,653,754,2125,2404,1443,2886,0,2
734630,384,767,622,2713,2197,1203,2934,0,2
734685,468,632,376,5576,2260,795,2950,0,2
734694,199,429,182,4403,1805,666,2945,0,2
734717,245,425,257,4045,1788,600,2939,2,2
734749,233,412,284,3497,1656,624,2897,0,2
734765,175,391,228,3250,1572,580,2886,0,2
734797,20000,5829,20000,6660,6056,5065,2728,4,2
734813,365,477,636,1671,2397,1406,2772,0,2
734829,407,565,704,1764,2250,1331,2825,0,2
734861,761,771,1025,1816,2252,1480,2703,0,2
734886,1588,1844,1835,2727,1090,754,2670,3,2
734902,5213,5117,5274,5382,4754,4127,2563,4,2
734974,555,726,966,2321,3059,1959,2925,0,3
734990,530,760,957,2450,3005,1921,3008,0,3
734998,417,723,564,2637,1871,988,2924,0,2
735005,540,972,687,3582,1726,850,2784,0,2
735037,1276,1430,1239,4375,1776,925,2722,4,2
735038,209,477,234,4638,1859,735,2921,0,3
735053,173,365,200,3988,1709,579,2950,0,2
735054,305,337,275,1491,597,345,2964,4,3
735069,1954,2046,1968,4024,2540,2074,2753,4,2
735077,1257,1090,1012,3063,1758,1159,2877,4,3
735085,129,314,191,3667,1624,553,2908,0,2
735086,174,395,202,4148,1818,684,2935,0,3
735094,198,416,240,4183,1871,731,2902,0,2
735117,377,476,378,3207,1484,669,2819,0,2
735125,2482,2565,2581,4314,3359,2996,2808,4,3
735126,247,388,248,3436,1607,595,2875,0,2
735133,408,631,476,3919,2002,1000,2870,0,2
735134,148,392,220,3706,1666,645,2857,0,3
735141,107,368,226,3400,1580,602,2889,0,3
735142,214,447,302,3262,1669,628,2929,0,2
735165,260,490,763,2699,2088,1025,2819,0,2
735190,310,565,665,1920,2072,1168,2870,0,2
735197,281,509,689,1768,2188,1335,2703,0,2
735246,938,984,1133,2536,2625,1685,2726,4,3
735301,2609,3042,3167,3573,844,588,2736,3,3
735326,470,662,922,2312,3039,1961,2902,0,3
735333,419,598,858,2192,2910,1848,2911,0,3
735342,571,754,1009,2433,3129,2046,2924,0,3
735357,702,803,1027,2182,2627,1546,2924,0,2
735365,478,757,889,2437,2671,1633,2973,0,3
735374,291,793,438,3882,2142,996,2946,0,3
735406,6070,6345,6590,7738,6378,5555,2742,4,3
735413,215,467,240,4700,1707,613,2956,0,3
735414,258,448,254,4576,1859,664,2945,0,2
735421,247,432,274,4429,1732,648,2934,0,2
735445,905,946,726,3694,1395,625,2829,4,3
735453,173,390,223,4106,1604,565,2924,0,2
735461,200,504,312,4504,1677,662,2856,0,3
735470,208,431,217,4290,1727,626,2960,0,3
735477,189,427,221,4317,1685,572,2919,0,3
735493,110,363,194,3964,1534,572,2899,0,3
735509,162,478,322,3587,1526,624,2859,0,3
735518,168,492,396,3514,1612,652,2849,0,3
735525,5573,5758,5961,6583,4802,3481,2687,4,3
735526,285,547,661,2786,1847,837,2813,0,2
735533,269,492,670,2450,2003,913,2859,0,2
735534,252,528,693,2546,1978,933,2877,0,3
735541,352,566,855,2575,2324,1209,2841,0,3
735557,373,514,699,2100,2222,1337,2773,0,3
735558,511,613,740,1977,2337,1420,2716,0,2
735581,535,643,745,1753,1731,1066,2747,0,2
735582,309,459,620,1955,1960,1151,2755,0,3
735597,1854,1892,1983,2589,2015,1600,2585,4,2
735598,366,512,681,1978,2263,1423,2687,0,3
735605,1175,1437,1653,3154,1312,1011,2648,4,3
735606,1148,1243,1394,2335,1321,978,2593,4,2
735614,961,1140,1306,2594,1295,865,2712,0,3
735621,404,537,722,1978,2323,1445,2718,0,3
735630,2393,2813,2999,4307,1140,930,2656,3,3
735710,547,721,973,2424,3094,1977,2950,0,3
735717,5905,6039,6298,6888,6458,5535,2707,4,3
735718,20000,20000,20000,6373,4893,3363,2676,4,2
735725,506,701,914,2249,2783,1744,3034,0,2
735726,491,801,924,2719,2871,1711,3001,0,3
735741,196,553,302,3925,1528,645,2842,0,2
735742,236,702,317,4440,1822,737,2950,0,3
735766,20000,20000,20000,6581,2736,2365,2270,4,2
735773,221,440,198,4622,1709,506,2934,0,2
735774,260,524,271,4761,1836,713,2920,0,3
735781,236,439,235,4239,1615,576,2932,0,3
735782,189,413,257,4426,1803,621,2934,0,2
735789,2257,2454,2443,4586,3273,2798,2825,4,2
735790,238,479,245,4662,1840,673,2965,0,3
735797,6858,6414,6379,7297,5556,4363,2828,0,3
735798,273,466,265,4852,2025,711,2950,2,2
735813,279,520,377,4308,1686,628,2954,0,3
735822,201,256,118,1810,527,186,2917,4,3
735829,3198,3608,3700,6280,5413,4361,2921,4,3
735830,20000,4658,20000,6375,4871,3995,2864,4,2
735837,180,449,210,3994,1660,546,2918,0,2
735838,146,176,91,1243,347,117,2914,2,3
735845,2673,2762,2733,4974,3435,2717,2883,4,3
735853,530,671,527,4184,1693,742,2864,0,2
735861,153,386,200,4072,1584,562,2917,0,3
735869,199,419,222,3706,1565,497,2924,0,2
735870,3640,3890,3795,5605,3713,2622,2791,4,3
735877,95,383,200,3794,1519,557,2878,0,3
735878,157,449,275,3579,1577,525,2870,0,2
735886,163,517,445,3859,1642,630,2849,0,3
735893,3300,3096,3096,4501,3008,2643,2604,4,3
735894,299,589,572,3212,1712,680,2807,0,2
735902,215,425,808,2944,1997,962,2820,0,3
735910,406,540,786,2185,2401,1359,2842,0,2
735918,387,532,732,2253,2440,1396,2863,0,3
735925,329,482,698,2132,2171,1315,2765,0,3
735926,428,488,640,1680,1799,1112,2741,0,2
735941,416,642,820,2285,2439,1462,2760,0,3
735942,5823,5875,6028,6101,5466,4796,2696,4,2
735957,343,543,684,1519,1162,731,2786,2,3
735958,909,1105,1373,2427,2452,1586,2728,4,2
735966,233,581,758,2108,1635,1048,2749,0,3
735981,1981,2092,2234,3123,1396,947,2656,4,2
735982,2282,2350,2453,3688,1652,1288,2628,4,3
736006,3144,3207,3307,4002,1512,1144,2563,4,2
736013,1244,1305,1435,2188,1575,1068,2663,4,2
736022,470,607,764,1622,2104,1220,2801,0,2
736046,5437,5382,5406,5634,2119,2354,2409,4,3
736053,438,634,875,2185,2876,1849,2871,0,3
736062,8788,8982,9249,9437,4733,4198,2571,4,3
736069,454,651,891,2199,2964,1927,2912,0,3
736070,655,863,1109,2311,3073,1992,2859,0,2
736078,528,738,1003,2430,3192,2058,2929,0,3
736093,550,734,989,2255,2860,1787,2934,0,2
736094,770,1034,1193,2791,3058,1937,2880,0,3
736101,757,1182,1030,3164,1913,1179,2787,4,3
736102,388,741,586,2960,2208,1107,2918,0,2
736110,730,1017,723,3817,1760,857,2873,0,3
736117,2692,2788,2774,4947,3498,2814,2849,4,3
736133,133,399,179,4383,1659,607,2963,0,3
736134,238,480,239,4436,1775,599,2939,0,2
736141,308,525,365,4107,1711,625,2902,0,2
736142,234,574,334,4711,1874,770,2897,0,3
736149,135,395,179,4337,1644,597,2967,0,3
736157,200,418,248,4159,1683,631,2929,0,2
736158,247,490,247,4689,1842,668,2957,0,3
736165,93,179,93,1394,376,115,2922,2,3
736166,189,437,240,4321,1747,625,2955,0,2
736181,104,323,164,3810,1396,485,2956,2,3
736190,587,985,810,4758,2393,1063,2953,0,3
736197,120,349,172,3878,1605,578,2947,0,3
736198,214,425,228,4008,1671,593,2929,0,2
736205,210,368,248,3830,1598,604,2965,0,2
736221,222,397,221,3511,1512,462,2939,0,2
736222,6990,7376,7554,8200,6957,6078,2784,4,3
736229,163,373,225,3664,1536,564,2939,0,3
736230,20000,20000,20000,8685,2722,2476,2413,4,2
736238,8231,7585,7441,7958,4184,2574,2743,3,3
736253,457,662,549,3222,1672,659,2847,0,2
736254,172,581,456,3941,1870,704,2918,0,3
736261,2036,2204,2377,4417,3562,2867,2740,4,3
736262,316,553,640,2795,1873,827,2807,0,2
736269,287,517,591,2592,1837,843,2819,0,2
736270,261,622,781,2826,1938,947,2855,0,3
736278,370,490,865,2265,2083,1087,2790,0,2
736302,309,331,375,1016,1041,606,2734,2,3
736309,96,346,525,1638,1685,1093,2694,2,3
736317,716,896,930,1941,1653,980,2676,0,2
736318,3021,3027,3156,3743,3811,3656,2667,4,3
736357,4388,4599,4757,5376,5221,4949,2642,4,3
736366,1046,1137,1292,2422,1528,1004,2735,0,3
736390,567,627,941,2181,2898,1837,2796,0,2
736397,426,571,824,1838,2638,1673,2842,0,2
736406,2580,2744,2877,3192,845,615,2722,2,2
736421,771,972,1163,2264,1465,924,2798,0,3
736429,662,778,1002,1886,2317,1519,2892,0,2
736430,788,920,1116,2312,2783,1794,2905,0,3
736437,438,621,868,2175,2931,1898,2922,0,3
736438,1965,2152,2366,3113,3403,2718,2722,4,2
736453,474,724,850,2387,2634,1657,2907,0,3
736469,186,594,299,3685,1873,838,2911,0,3
736494,315,680,447,3793,2080,983,2924,0,3
736501,590,875,781,3257,2262,1441,2947,0,3
736518,2440,2775,2833,4307,3899,2881,2886,4,2
736526,326,652,477,3048,2218,1086,2990,0,3
736533,260,567,361,3203,1870,841,2924,0,3
736541,223,509,321,3147,1843,767,2965,0,2
736542,692,1151,1022,3928,2635,1508,2959,4,3
736557,319,550,347,3648,2065,825,2955,0,2
736558,237,520,301,3542,1908,814,2956,0,3
736565,255,496,303,3363,1807,759,2945,0,3
736581,3297,3447,3520,5629,4629,3835,2838,4,3
736582,285,503,336,3363,1927,766,2897,0,2
736589,404,655,490,3186,2016,913,2945,0,2
736597,257,481,305,3067,1809,727,2973,0,3
736598,430,703,520,3280,1999,837,2897,0,2
736605,3353,3541,3748,5105,4841,4448,2801,4,2
736606,232,492,321,3200,1872,813,2921,0,3
736613,628,728,641,1980,1141,647,2792,2,3
736621,266,474,399,2603,1716,723,2902,0,2
736622,225,523,414,2948,1891,842,2900,0,3
736629,192,471,475,2478,1681,805,2850,0,3
736630,582,861,931,3192,2413,1272,2870,4,2
736637,362,564,633,2033,1805,936,2796,0,2
736645,225,351,469,1666,1471,773,2767,0,3
736654,341,503,643,2075,2203,1221,2823,0,3
736661,287,424,603,1934,2085,1196,2734,0,3
736670,332,452,578,1747,1889,1127,2763,0,3
736718,1671,1713,1820,2730,2898,2570,2683,4,3
736725,2383,2541,2642,3555,1164,921,2668,4,3
736733,5073,5482,5904,6645,7349,6764,2600,4,2
736734,1481,1557,1639,2531,1188,850,2676,4,3
736742,443,573,770,1658,2268,1480,2753,0,2
736781,1267,1414,1628,2644,2720,2140,2759,4,2
736782,2778,2795,2854,3571,3411,2830,2761,4,3
736798,522,701,896,2151,2874,1825,2936,0,3
736822,20000,4123,20000,5999,20000,5433,2784,4,2
736854,1199,1489,1325,4365,2060,1239,2649,4,2
736862,238,562,278,4387,1969,785,2981,0,3
736878,270,547,279,4225,1944,725,2972,0,3
736886,382,626,366,4050,1943,773,2929,0,2
736894,200,515,253,4206,1948,784,2957,0,3
736902,1368,1563,1408,4327,2890,1953,2929,4,2
736942,224,439,248,3159,1657,637,2937,0,3
736958,6580,6955,7135,7884,6611,5291,2825,4,3
736998,2285,2330,2334,3157,2623,2157,2759,4,2
737006,793,634,841,1763,1508,933,2746,4,3
737022,419,695,831,2046,1648,1024,2744,0,3
737038,406,493,605,1718,2159,1313,2738,0,3
737046,792,934,946,1977,1715,1074,2670,4,2
737054,374,475,600,1715,2012,1277,2724,0,3
