dates,blue,green,red,nir,swir1,swir2,thermal,qa,sensor
736639,167,365,351,1750,1215,734,0,0,2
736640,185,340,318,1658,1116,673,0,0,8
736642,151,342,338,1691,1122,672,0,0,2
736644,168,366,357,1778,1242,737,0,0,2
736647,156,351,353,1676,1152,697,0,0,2
736652,145,321,331,1750,1139,661,0,0,2
736656,191,354,348,1695,1163,669,0,0,8
736659,182,397,408,1927,1290,775,0,0,2
736662,183,363,380,1794,1221,713,0,0,2
736664,186,408,412,1922,1356,811,0,0,2
736672,200,373,386,1878,1283,743,0,0,8
736674,190,390,398,1925,1348,783,0,0,2
736677,175,375,390,1841,1278,767,0,0,2
736679,172,390,377,1961,1287,769,0,0,2
736684,148,343,341,1798,1206,706,0,0,2
736687,156,340,344,1774,1165,693,0,0,2
736688,188,358,347,1767,1233,728,0,0,8
736694,167,365,374,1888,1278,779,0,0,2
736699,182,394,398,1924,1304,771,0,0,2
736702,151,346,367,1835,1151,692,0,0,2
736704,198,368,375,1860,1223,742,0,0,8
736707,146,332,338,1754,1147,669,0,0,2
736714,177,375,384,1852,1302,746,0,0,2
736717,145,343,339,1764,1149,688,0,4,2
736719,178,405,394,1897,1279,756,0,0,2
736720,185,359,344,1735,1137,679,0,0,8
736722,157,348,354,1705,1108,656,0,0,2
736724,183,404,418,1857,1281,791,0,0,2
736734,183,412,419,1954,1347,832,0,0,2
736736,177,378,385,1709,1007,609,0,0,8
736739,168,385,377,1763,1255,752,0,0,2
736742,138,325,327,1605,1108,655,0,0,2
736744,4237,4350,4309,4831,4574,4336,0,4,2
736747,194,406,398,1900,1269,772,0,0,2
736749,1521,1858,1819,4121,450,348,0,4,2
736752,272,680,435,1353,902,881,0,4,8
736752,8248,8396,8144,8234,2991,3148,0,4,2
736754,172,400,391,1805,1304,780,0,0,2
736757,169,370,367,1711,1193,705,0,0,2
736762,76,268,291,1666,999,581,0,0,2
736767,156,345,355,1622,1142,685,0,0,2
736768,184,356,357,1605,1115,648,0,0,8
736772,172,357,359,1617,1092,672,0,0,2
736777,155,345,356,1635,1119,677,0,0,2
736782,136,325,326,1603,1098,647,0,0,2
736784,-13,157,183,1114,705,413,0,4,2
736787,163,368,387,1585,1177,726,0,0,2
736789,195,426,415,1895,1393,855,0,0,2
736792,2695,2935,2976,3747,3585,3004,0,4,2
736794,207,437,437,1846,1449,882,0,0,2
736797,31,132,124,666,414,207,0,4,2
736800,-237,7,-19,697,409,254,0,2,8
736802,396,589,641,1960,1358,903,0,4,2
736804,202,434,432,1912,1447,874,0,0,2
736807,132,342,336,1667,1233,731,0,0,2
736809,161,405,397,1937,1340,814,0,0,2
736812,36,209,205,1379,656,339,0,0,2
736824,249,512,485,2221,1686,1028,0,0,2
736829,229,476,463,2070,1540,960,0,0,2
736832,5911,5558,5604,5850,4272,3451,0,4,8
736832,3091,2635,2156,4090,3404,3572,0,4,2
736839,247,504,475,2169,1639,990,0,0,2
736842,49,304,366,1941,1209,777,0,4,2
736848,2463,2634,2636,3590,2462,2004,0,4,8
736854,243,506,465,2139,1654,1004,0,0,2
736862,7610,8383,8645,9382,6490,4935,0,4,2
736864,230,407,326,1842,1226,700,0,0,8
736864,3701,3736,3582,4545,4232,2786,0,4,2
736912,5202,5433,5413,5989,5168,4384,0,4,8
736914,4069,4091,3940,4705,3029,2539,0,4,2
736922,127,287,234,1587,990,541,0,0,2
736924,209,425,354,1893,1417,843,0,0,2
736934,180,408,338,1975,1370,787,0,0,2
736937,86,295,236,1712,1101,644,0,4,2
736954,457,698,704,1784,1525,1296,0,4,2
736960,206,424,358,1651,1040,654,0,0,8
736962,3895,3841,3593,3983,3073,2183,0,4,2
736964,89,311,427,1696,1243,1092,0,4,2
736967,-268,136,283,2307,1461,1149,0,4,2
736972,7973,8419,8486,9150,6326,4845,0,4,2
736984,161,351,308,1625,1151,699,0,0,2
736987,124,319,293,1592,1065,658,0,0,2
736989,158,366,329,1689,1166,695,0,0,2
736992,184,341,312,1594,1032,628,0,0,8
736992,149,340,321,1573,1079,650,0,0,2
736994,167,370,355,1679,1196,739,0,0,2
736999,175,363,357,1703,1186,746,0,0,2
737002,155,335,338,1623,1119,671,0,0,2
737004,-60,405,368,2220,1512,1052,0,4,2
737007,172,358,368,1658,1178,734,0,0,2
737008,190,337,330,1671,1084,673,0,0,8
737009,153,354,348,1732,1201,722,0,0,2
737012,148,319,324,1662,1100,659,0,0,2
737017,170,352,373,1724,1190,732,0,0,2
737019,205,430,437,2031,1343,831,0,0,2
737022,155,335,343,1730,1133,669,0,0,2
737024,239,449,469,1941,1251,816,0,4,8
737024,172,358,376,1728,1246,761,0,0,2
737029,176,377,384,1833,1239,755,0,0,2
737032,149,338,328,1746,1139,665,0,0,2
737034,261,472,456,2076,1276,829,0,4,2
737037,186,380,392,1794,1224,755,0,0,2
737039,166,370,371,1898,1231,723,0,0,2
737040,199,361,372,1839,1224,720,0,0,8
737042,136,322,323,1783,1106,648,0,0,2
737044,178,382,386,1888,1279,788,0,0,2
737049,82,290,313,1932,1158,668,0,0,2
737052,141,315,325,1828,1128,655,0,0,2
737054,185,379,396,1948,1311,789,0,0,2
737056,192,368,372,1866,1208,702,0,2,8
737059,159,367,361,1985,1225,722,0,0,2
737062,155,350,342,1878,1141,661,0,0,2
737064,189,395,412,1911,1329,813,0,0,2
737069,75,342,379,2077,1355,829,0,4,2
737072,188,371,370,1816,1182,681,0,0,8
737072,153,348,339,1794,1130,656,0,0,2
737074,184,406,401,1904,1330,793,0,0,2
737079,172,379,372,1897,1213,717,0,0,2
737082,137,328,332,1729,1091,640,0,0,2
737084,176,395,388,1875,1273,760,0,0,2
737087,181,374,383,1792,1202,720,0,0,2
737088,199,380,371,1881,1196,704,0,0,8
737092,142,316,321,1709,1087,606,0,0,2
737094,178,399,394,1845,1285,762,0,0,2
737097,143,335,335,1680,1119,653,0,0,2
737099,244,463,436,2067,1314,782,0,2,2
737102,128,314,309,1693,1077,601,0,0,2
737104,180,355,348,1759,1151,668,0,0,8
737104,184,411,407,1945,1332,805,0,0,2
737109,334,630,672,2359,1398,1071,0,4,2
737112,124,310,302,1646,1048,602,0,0,2
737119,4154,4670,4772,5542,4285,4157,0,4,2
737122,1044,1150,1145,2509,2028,1442,0,4,2
737124,79,305,357,1607,991,644,0,0,2
737127,139,342,346,1757,1148,676,0,0,2
737129,168,384,379,1805,1222,727,0,0,2
737132,131,319,314,1598,1067,620,0,0,2
737134,180,362,342,1660,1061,656,0,0,2
737136,173,347,326,1617,1061,632,0,0,8
737139,169,381,370,1796,1239,723,0,0,2
737142,107,277,226,1642,346,204,0,0,2
737144,251,609,677,2232,1833,1071,0,4,2
737147,141,349,337,1608,1126,657,0,0,2
737154,4216,4542,4592,5153,4036,3396,0,4,2
737162,129,328,311,1585,1085,613,0,0,2
737164,1313,1667,1926,3310,3337,2650,0,4,2
737167,2372,2873,3079,3700,3927,3206,0,4,2
737168,178,383,352,1873,1229,699,0,4,8
737169,209,466,433,2073,1482,896,0,0,2
737174,219,465,448,1961,1495,904,0,0,2
737177,417,502,422,723,828,475,0,4,2
737179,807,1055,1150,2216,1841,1587,0,4,2
737182,116,317,292,1709,1087,580,0,0,2
737184,293,849,751,2413,1957,1438,0,4,8
737184,912,1516,1659,3193,2798,2510,0,4,2
737194,272,582,526,2507,1873,1109,0,0,2
737197,145,354,319,1559,1092,626,0,0,2
737199,15,85,84,572,351,204,0,2,2
737200,10019,9461,9541,9357,4747,3229,0,4,8
737202,52,253,232,1723,989,493,0,4,2
737204,390,675,748,2527,2332,1354,0,0,2
737207,6287,6618,6613,7468,6933,5651,0,4,2
737209,261,544,496,2368,1753,1025,0,0,2
737212,120,318,283,1657,1035,568,0,0,2
737216,2292,2668,2793,4054,3971,3350,0,4,8
737224,4701,4702,4465,5065,4427,3789,0,4,2
737227,153,318,261,1579,1079,576,0,0,2
737229,282,570,498,2466,1828,1093,0,0,2
737232,377,720,635,1893,1628,865,0,2,8
737232,154,359,305,1761,1158,636,0,0,2
737234,368,896,1105,2354,2246,1993,0,4,2
737237,-305,-159,-110,297,212,136,0,2,2
737239,6122,6494,6678,7766,6187,5280,0,4,2
737242,611,1001,1030,2545,1960,1402,0,4,2
737247,454,601,510,1834,1272,853,0,4,2
737257,-30,218,183,1652,1118,661,0,4,2
737267,142,318,252,1532,1029,593,0,0,2
737277,2690,2861,2750,4000,2744,1889,0,4,2
737279,234,543,487,2478,1619,962,0,4,2
737282,123,290,240,1498,955,528,0,0,2
737284,213,445,373,1976,1467,863,0,0,2
737287,143,318,273,1500,1027,619,0,0,2
737289,210,444,388,1875,1366,829,0,0,2
737292,123,293,246,1494,986,534,0,0,2
737296,201,360,295,1628,1095,618,0,0,8
737297,143,321,272,1524,1034,605,0,0,2
737299,163,381,312,2061,1442,833,0,4,2
737307,63,308,250,1768,1110,636,0,4,2
737319,3705,3952,3964,4518,3229,2165,0,4,2
737332,1654,1494,1210,2518,1948,1317,0,4,2
737334,2702,2909,3108,3865,3025,2638,0,4,2
737337,97,327,280,1656,1141,668,0,4,2
737339,165,375,329,1755,1166,671,0,0,2
737344,-9999,-9999,-9999,-9999,-9999,-9999,0,255,8
737344,5176,5430,5440,6298,4891,3961,0,4,2
737347,-53,5,-3,337,172,101,0,2,2
737349,-127,-71,-66,187,87,65,0,4,2
737360,143,289,285,1553,1005,554,0,4,8
737362,155,341,345,1621,1113,644,0,0,2
737364,5876,6236,6409,6202,5048,3613,0,4,2
737369,173,374,397,1759,1247,761,0,0,2
737372,183,369,387,1736,1164,694,0,0,2
737376,182,343,356,1712,1189,688,0,0,8
737377,157,347,368,1687,1205,705,0,0,2
737379,165,367,372,1803,1281,718,0,0,2
737384,174,376,393,1853,1323,784,0,0,2
737387,180,366,376,1743,1241,738,0,0,2
737389,190,395,403,1867,1309,755,0,0,2
737392,186,348,362,1755,1231,709,0,0,8
737392,165,356,368,1752,1210,687,0,0,2
737394,178,377,383,1846,1311,787,0,0,2
737399,166,364,375,1891,1245,719,0,0,2
737402,155,340,336,1781,1149,649,0,0,2
737404,286,507,482,1970,1310,851,0,2,2
737408,197,378,383,1860,1253,720,0,0,8
737409,156,403,473,2032,1500,897,0,4,2
737414,197,447,474,2101,1385,886,0,4,2
737417,159,354,369,1825,1220,714,0,0,2
737419,171,374,378,1890,1247,726,0,0,2
737422,138,318,325,1791,1109,639,0,2,2
737424,189,360,365,1861,1218,726,0,0,8
737424,160,365,363,1856,1295,761,0,2,2
737427,182,369,389,1768,1170,734,0,0,2
737429,197,432,428,2064,1399,820,0,4,2
737434,185,410,413,1934,1374,817,0,0,2
737437,164,356,359,1803,1182,697,0,0,2
737439,174,394,391,1912,1288,742,0,0,2
737440,180,361,364,1762,1165,673,0,0,8
737442,155,339,333,1762,1152,636,0,0,2
737444,165,404,392,1895,1261,729,0,4,2
737449,2183,2485,2558,4359,1382,1483,0,4,2
737454,240,514,585,2349,1476,834,0,4,2
737456,96,343,348,1816,1126,644,0,0,8
737457,121,345,354,1912,1223,718,0,0,2
737459,133,365,374,1888,1216,724,0,0,2
737462,129,312,324,1710,1093,643,0,0,2
737464,158,374,387,1724,1144,704,0,0,2
737467,162,353,367,1680,1176,701,0,0,2
737469,172,382,382,1828,1233,731,0,0,2
737472,459,757,805,1991,1664,1395,0,4,8
737479,174,393,383,1891,1261,740,0,0,2
737484,161,377,376,1777,1277,743,0,0,2
737488,133,872,1114,3040,2742,2326,0,4,8
737489,-718,-504,-374,436,406,285,0,4,2
737492,-56,52,76,587,357,217,0,2,2
737494,213,445,447,1881,1289,805,0,4,2
737504,158,316,305,1612,1043,598,0,0,8
737504,147,369,388,1784,1301,782,0,4,2
737507,658,860,857,2098,1482,1093,0,4,2
737509,116,301,298,1747,1072,576,0,4,2
737512,131,320,313,1600,1092,614,0,0,2
737514,-707,-458,-323,285,244,183,0,2,2
737517,5194,4833,4456,5081,4117,3633,0,4,2
737519,220,451,439,1907,1392,852,0,0,2
737520,152,333,298,1391,932,554,0,4,8
737522,1832,2218,2356,3283,2678,2282,0,4,2
737524,785,1433,1894,3567,2951,2827,0,4,2
737534,5554,5770,5720,6241,5260,4578,0,4,2
737536,-1,87,64,471,295,165,0,2,8
737539,3930,3914,3821,4364,2451,2240,0,4,2
737542,-947,-228,289,1588,1262,1208,0,4,2
737549,236,559,518,2583,1842,1062,0,4,2
737552,2530,3188,3127,3729,3703,3171,0,4,8
737552,4809,5361,5588,6556,5304,4588,0,4,2
737557,3519,3953,3982,4968,4347,3745,0,4,2
737559,3371,3613,3666,4260,3431,2846,0,4,2
737574,172,443,414,2230,1475,857,0,4,2
737577,-47,67,55,545,319,198,0,4,2
737579,3584,3744,3802,4615,4115,3538,0,4,2
737584,5350,5180,5225,5818,4578,3720,0,4,8
737587,136,345,296,1625,1150,639,0,0,2
737589,248,538,483,2294,1733,1030,0,0,2
737592,21,357,362,2175,1507,908,0,4,2
737594,283,760,1022,2812,2442,2109,0,4,2
737597,144,416,403,1868,1267,807,0,4,2
737600,373,729,674,2407,1668,1227,0,4,8
737602,131,345,315,1766,1150,608,0,0,2
737604,4219,4314,4262,5176,4586,4261,0,4,2
737612,129,330,303,1639,1047,556,0,0,2
737614,-88,546,791,2407,2075,1841,0,4,2
737617,3695,3957,3909,5182,4139,3142,0,4,2
737619,202,467,426,2096,1565,878,0,0,2
737627,4607,4735,4407,5218,4033,3115,0,4,2
737629,5565,5633,5516,6103,4555,3568,0,4,2
737632,106,288,231,1513,874,462,0,4,8
737632,5295,5474,5332,6172,5221,4492,0,4,2
737639,162,444,382,2295,1552,863,0,4,2
737647,126,302,263,1569,1023,567,0,0,2
737652,-359,156,346,2025,1388,1023,0,4,2
737657,113,302,263,1591,1059,588,0,0,2
737659,201,437,377,2115,1466,832,0,0,2
737662,122,301,265,1579,1018,551,0,0,2
737664,177,352,316,1655,1120,621,0,0,8
737664,204,419,380,1869,1401,829,0,0,2
737669,190,397,354,2035,1377,783,0,0,2
737680,190,415,376,1835,1196,697,0,4,8
737684,504,722,663,2297,1787,1136,0,4,2
737687,193,525,578,2285,1680,1111,0,4,2
737689,2758,2949,2801,3707,3689,3081,0,4,2
737694,36,295,281,1914,1276,699,0,4,2
737696,-84,323,275,1790,1326,897,0,0,8
737697,134,325,297,1617,1130,656,0,0,2
737699,1140,1424,1445,2910,2541,1900,0,4,2
737702,129,303,279,1600,1070,581,0,0,2
737704,525,767,734,2571,1944,1273,0,4,2
737707,146,324,308,1589,1121,647,0,0,2
737709,162,354,339,1739,1249,708,0,0,2
737712,-9999,-9999,-9999,-9999,-9999,-9999,0,255,8
737712,1975,2283,2524,4020,4062,3637,0,4,2
737714,194,425,415,2115,1478,850,0,0,2
737717,151,334,349,1676,1174,679,0,0,2
737722,225,444,452,2016,1449,894,0,4,2
737724,176,389,398,1754,1353,813,0,0,2
737727,174,366,389,1712,1246,748,0,0,2
737728,181,347,341,1725,1165,677,0,0,8
737732,159,377,388,1954,1339,770,0,4,2
737737,183,381,413,1773,1286,760,0,0,2
737739,177,381,404,1860,1303,768,0,0,2
737742,136,311,334,1686,1173,644,0,0,2
737744,183,367,388,1730,1232,691,0,0,8
737744,169,379,405,1811,1348,782,0,0,2
737747,103,279,296,1606,1053,620,0,4,2
737749,171,375,401,1876,1311,771,0,0,2
737752,142,315,345,1721,1181,663,0,0,2
737754,187,390,428,1915,1404,823,0,0,2
737759,193,406,436,1965,1380,809,0,0,2
737760,202,377,395,1875,1259,741,0,0,8
737762,330,489,552,1788,1264,931,0,4,2
737764,179,382,415,1923,1401,816,0,0,2
737767,171,363,395,1870,1275,744,0,0,2
737769,180,380,411,1973,1346,759,0,0,2
737772,130,305,330,1830,1186,671,0,0,2
737774,177,395,418,1925,1434,839,0,0,2
737776,206,374,394,1897,1326,760,0,0,8
737777,3903,4182,4229,4757,4599,4078,0,4,2
737779,163,371,387,1951,1307,744,0,0,2
737782,144,320,340,1860,1201,665,0,0,2
737784,187,394,427,1966,1453,833,0,0,2
737787,166,357,381,1830,1273,750,0,0,2
737789,167,390,401,1960,1351,781,0,0,2
737792,209,399,421,1948,1338,763,0,0,8
737792,152,335,355,1843,1222,685,0,0,2
737794,184,398,428,1975,1415,828,0,0,2
737797,198,402,414,1958,1351,779,0,0,2
737799,194,417,433,1982,1401,795,0,0,2
737802,176,362,386,1864,1236,718,0,0,2
737804,184,404,429,1970,1382,832,0,4,2
737807,3740,3927,4013,5242,4628,4319,0,4,2
737808,201,384,407,1831,1209,718,0,0,8
737809,202,399,417,1883,1251,750,0,0,2
737812,-805,-776,-797,-209,-298,-124,0,2,2
737814,156,377,399,1976,1384,805,0,0,2
737817,173,364,387,1792,1253,733,0,0,2
737819,183,409,420,1970,1352,792,0,4,2
737822,147,337,357,1798,1173,665,0,0,2
737824,193,384,406,1857,1290,724,0,0,8
737824,184,391,415,1901,1358,786,0,0,2
737827,156,358,377,1765,1255,726,0,4,2
737829,486,801,863,2881,1725,1437,0,4,2
737834,-341,-129,-27,1030,727,512,0,4,2
737837,850,1033,1112,2241,1638,1454,0,4,2
737839,207,429,436,2149,1463,854,0,4,2
737840,-54,68,46,564,267,145,0,2,8
737842,131,297,321,1654,1106,618,0,0,2
737844,183,395,418,1827,1371,808,0,0,2
737847,164,358,374,1693,1237,708,0,0,2
737849,180,404,408,1866,1333,769,0,0,2
737852,152,348,346,1829,1214,669,0,0,2
737854,183,396,411,1819,1373,783,0,0,2
737856,347,637,646,1987,723,419,0,0,8
737857,148,335,353,1669,1163,661,0,0,2
737859,180,403,418,1878,1346,787,0,0,2
737862,140,326,336,1670,1150,637,0,0,2
737864,-18,224,253,2109,1315,655,0,4,2
737867,156,346,356,1633,1197,690,0,0,2
737869,178,388,401,1838,1341,767,0,0,2
737872,193,368,370,1716,1193,699,0,0,8
737872,134,311,320,1615,1119,621,0,0,2
737874,158,394,413,1930,1480,856,0,2,2
737877,155,350,357,1626,1187,694,0,0,2
737879,190,411,426,1824,1394,828,0,0,2
737882,-425,285,746,2616,2012,1405,0,4,2
737887,161,356,360,1613,1212,706,0,0,2
737888,5324,5467,5571,6186,5070,4122,0,4,8
737889,194,428,448,1946,1501,874,0,0,2
737894,212,446,463,1997,1533,902,0,0,2
737897,-14,69,67,420,217,121,0,2,2
737899,215,464,464,2026,1553,901,0,0,2
737902,228,434,441,1804,1180,802,0,4,2
737904,194,381,374,1684,1268,708,0,0,8
737904,224,467,471,1965,1584,937,0,0,2
737907,204,418,407,1901,1411,800,0,4,2
737909,221,469,470,2031,1538,940,0,0,2
737912,191,489,546,2076,1550,885,0,4,2
737919,295,532,475,2235,1549,944,0,4,2
737922,1032,1434,1750,3059,2504,2128,0,4,2
737924,238,504,504,2183,1719,1016,0,0,2
737927,158,372,351,1770,1218,700,0,0,2
737932,137,338,323,1690,1167,625,0,0,2
737934,250,526,517,2212,1801,1069,0,0,2
737942,-252,-79,-43,860,495,261,0,2,2
737944,3063,3118,2962,4273,3494,3189,0,4,2
737947,3561,3674,3576,5050,3836,3293,0,4,2
737952,7735,7412,7400,7561,5394,4146,0,4,8
737952,95,316,339,1924,1172,933,0,2,2
737954,198,455,437,2083,1617,914,0,0,2
737957,711,932,839,2113,1610,1096,0,2,2
737962,107,307,266,1777,1168,649,0,0,2
737969,117,415,544,1530,1199,980,0,4,2
737982,4651,4662,4420,5050,3873,2660,0,4,2
737984,200,368,317,1612,1144,635,0,0,8
737984,239,480,437,2030,1653,972,0,0,2
737989,210,512,477,2448,1757,999,0,0,2
737992,4047,4257,4237,5415,5271,4460,0,4,2
737994,210,480,444,2199,1709,1015,0,4,2
737999,981,1494,1798,3674,2816,2388,0,4,2
738002,4354,4961,5246,6279,5098,4616,0,4,2
738004,235,469,435,1939,1569,966,0,0,2
738007,121,322,287,1642,1148,656,0,0,2
738009,834,1183,1270,3032,2567,2286,0,4,2
738017,734,1006,961,2358,1630,1115,0,4,2
738019,1502,1928,2082,3366,2650,2201,0,4,2
738032,3953,3972,3913,4713,3529,2844,0,4,8
738032,12,71,83,416,265,158,0,2,2
738034,4704,4882,4644,5339,3715,2531,0,4,2
738044,-277,-164,-126,336,238,146,0,2,2
738047,1448,1667,1618,3194,2262,1732,0,4,2
738048,1763,2322,2279,3408,2775,2248,0,4,8
738049,4486,4657,4632,5681,4267,3578,0,4,2
738054,171,368,331,1758,1273,728,0,0,2
738057,7090,7301,6980,7795,5768,4526,0,4,2
738062,125,304,286,1592,1064,597,0,0,2
738064,183,354,335,1683,1166,675,0,0,8
738064,163,359,344,1726,1259,733,0,0,2
738067,5821,5876,5644,5660,5338,4129,0,4,2
738069,165,392,370,1941,1374,770,0,4,2
738072,114,296,296,1651,1120,619,0,4,2
738074,152,357,359,1857,1328,752,0,4,2
738077,134,312,325,1680,1178,652,0,0,2
738080,347,1202,1187,3039,2315,1816,0,4,8
738082,-20,225,263,1840,1265,685,0,4,2
738087,132,318,318,1721,1159,652,0,0,2
738089,167,392,395,1915,1373,788,0,0,2
738092,147,336,346,1752,1197,664,0,0,2
738096,199,372,380,1808,1242,734,0,0,8
738099,169,372,380,1892,1301,748,0,0,2
738102,139,312,332,1505,1007,530,0,0,2
738104,151,346,360,1830,1303,754,0,0,2
738107,131,339,354,1851,1291,735,0,4,2
738109,166,367,381,1887,1310,749,0,0,2
738112,226,419,443,1920,1349,815,0,0,8
738112,143,323,342,1812,1209,674,0,0,2
738114,198,414,442,1945,1458,848,0,0,2
738122,87,272,295,1904,1083,625,0,0,2
738124,118,318,344,1841,1300,748,0,0,2
738127,144,336,354,1819,1240,709,0,0,2
738129,154,350,372,1930,1297,763,0,0,2
738132,138,315,333,1832,1235,680,0,0,2
738134,158,356,382,1986,1398,792,0,0,2
738136,7803,7644,7849,8627,6475,5763,0,4,8
738137,160,381,396,2169,1325,800,0,4,2
738139,175,370,380,1960,1350,757,0,0,2
738142,142,324,337,1912,1228,689,0,0,2
738144,207,394,409,1944,1338,794,0,0,8
738144,158,351,370,1968,1367,786,0,0,2
738147,132,324,328,1813,1231,712,0,0,2
738149,159,361,374,1954,1322,767,0,0,2
738152,206,384,403,2007,1306,791,0,0,8
738152,146,324,339,1825,1221,679,0,0,2
738154,193,410,434,2012,1461,846,0,0,2
738157,127,321,329,1815,1224,695,0,0,2
738160,209,401,432,2008,1367,799,0,0,8
738162,151,330,343,1875,1205,684,0,0,2
738164,158,361,377,1947,1358,771,0,0,2
738167,127,311,321,1738,1187,684,0,0,2
738169,173,384,391,2003,1327,775,0,0,2
738172,140,312,332,1842,1138,658,0,0,2
738174,154,359,377,1864,1305,787,0,0,2
738176,199,379,399,1937,1285,761,0,0,8
738177,151,339,352,1877,1270,725,0,4,2
738179,167,369,381,1892,1276,733,0,0,2
738182,245,413,387,1962,1257,715,0,0,2
738184,149,366,373,1524,1030,611,0,2,8
738189,164,356,378,1889,1270,739,0,0,2
738192,250,6,-91,-130,76,115,0,1,2
738197,135,367,463,1928,1379,781,0,4,2
738199,166,373,386,1840,1237,739,0,2,2
738200,295,705,735,2194,1440,957,0,4,8
738202,149,315,331,1689,1137,645,0,0,2
738204,161,369,382,1826,1310,759,0,0,2
738209,130,333,347,1879,1056,635,0,0,2
738212,135,310,319,1693,1133,629,0,0,2
738214,101,425,510,2294,1591,997,0,4,2
738216,185,370,400,1785,1246,708,0,0,8
738217,133,314,325,1653,1148,657,0,0,2
738219,166,371,379,1822,1300,758,0,0,2
738222,134,318,332,1641,1145,641,0,0,2
738224,178,362,352,1655,1220,698,0,0,8
738224,156,375,376,1846,1327,752,0,0,2
738227,127,320,320,1633,1134,646,0,0,2
738229,168,385,377,1839,1309,764,0,0,2
738232,147,337,340,1682,1155,655,0,0,2
738234,167,390,391,1838,1371,787,0,0,2
738237,5578,5873,5880,6492,5603,4807,0,4,2
738242,117,313,304,1727,1022,583,0,0,2
738244,170,447,469,1960,1484,926,0,4,2
738247,1663,1987,2052,3250,1243,1120,0,4,2
