Windrichting;afvoer;Zeewaterstand;BEHSVK;Zmax HOIJK;Sluitwaterstand
247.5;600;6.073;0;6.222605;2
247.5;3000;6.073;0;6.306476;2
247.5;6000;6.073;0;6.443346;2
247.5;8000;6.073;0;6.572151;2
247.5;10000;6.073;0;6.794476;2
247.5;13000;6.073;0;7.138124;2
247.5;16000;6.073;0;7.399643;2
247.5;18000;6.073;0;7.482838;2
247.5;20000;6.073;0;7.648903;2
270;600;1.13;0;1.122157;2
270;3000;1.13;0;1.289222;2
270;6000;1.13;0;1.427027;2
270;8000;1.13;0;1.534092;2
270;10000;1.13;0;1.640157;2
270;13000;1.13;0;1.751092;2
270;16000;1.13;0;1.866897;2
270;18000;1.13;0;1.944157;2
270;20000;1.13;0;2.053157;2
270;600;2.128;0;1.958027;2
270;3000;2.128;0;2.147805;2
270;6000;2.128;0;2.333287;2
270;8000;2.128;0;2.461092;2
270;10000;2.128;0;2.584897;2
270;13000;2.128;0;2.730703;2
270;16000;2.128;0;2.848703;2
270;18000;2.128;0;2.891768;2
270;20000;2.128;0;2.964703;2
270;600;3.129;0;2.943222;2
270;3000;3.129;0;3.144222;2
270;6000;3.129;0;3.287157;2
270;8000;3.129;0;3.400222;2
270;10000;3.129;0;3.570092;2
270;13000;3.129;0;3.739027;2
270;16000;3.129;0;3.855832;2
270;18000;3.129;0;3.890768;2
270;20000;3.129;0;3.961897;2
270;600;4.092;0;3.846859;2
270;3000;4.092;0;4.01973;2
270;6000;4.092;0;4.195313;2
270;8000;4.092;0;4.327313;2
270;10000;4.092;0;4.536314;2
270;13000;4.092;0;4.806314;2
270;16000;4.092;0;4.983314;2
270;18000;4.092;0;5.051313;2
270;20000;4.092;0;5.162249;2
270;600;5.086;0;4.817016;2
270;3000;5.086;0;4.948627;2
270;6000;5.086;0;5.122432;2
270;8000;5.086;0;5.269433;2
270;10000;5.086;0;5.499627;2
270;13000;5.086;0;5.851886;2
270;16000;5.086;0;6.045146;2
270;18000;5.086;0;6.111146;2
270;20000;5.086;0;6.239146;2
270;600;6.073;0;5.823395;2
270;3000;6.073;0;5.9092;2
270;6000;6.073;0;6.041006;2
270;8000;6.073;0;6.146876;2
270;10000;6.073;0;6.343746;2
270;13000;6.073;0;6.700459;2
270;16000;6.073;0;6.949108;2
270;18000;6.073;0;7.023238;2
270;20000;6.073;0;7.178432;2
292.5;600;1.13;0;1.122157;2
292.5;3000;1.13;0;1.289222;2
292.5;6000;1.13;0;1.427027;2
292.5;8000;1.13;0;1.534092;2
292.5;10000;1.13;0;1.640157;2
292.5;13000;1.13;0;1.751092;2
292.5;16000;1.13;0;1.866897;2
292.5;18000;1.13;0;1.944157;2
292.5;20000;1.13;0;2.053157;2
292.5;600;2.128;0;1.943157;2
292.5;3000;2.128;0;2.132935;2
292.5;6000;2.128;0;2.320351;2
292.5;8000;2.128;0;2.447222;2
292.5;10000;2.128;0;2.571962;2
292.5;13000;2.128;0;2.717832;2
292.5;16000;2.128;0;2.835768;2
292.5;18000;2.128;0;2.875897;2
292.5;20000;2.128;0;2.950768;2
292.5;600;3.129;0;2.895481;2
292.5;3000;3.129;0;3.098546;2
292.5;6000;3.129;0;3.245481;2
292.5;8000;3.129;0;3.363416;2
292.5;10000;3.129;0;3.529351;2
292.5;13000;3.129;0;3.697351;2
292.5;16000;3.129;0;3.821027;2
292.5;18000;3.129;0;3.851027;2
292.5;20000;3.129;0;3.917092;2
292.5;600;4.092;0;3.732703;2
292.5;3000;4.092;0;3.906573;2
292.5;6000;4.092;0;4.085092;2
292.5;8000;4.092;0;4.222157;2
292.5;10000;4.092;0;4.428157;2
292.5;13000;4.092;0;4.685092;2
292.5;16000;4.092;0;4.863092;2
292.5;18000;4.092;0;4.927027;2
292.5;20000;4.092;0;5.034027;2
292.5;600;5.086;0;4.616184;2
292.5;3000;5.086;0;4.75873;2
292.5;6000;5.086;0;4.93473;2
292.5;8000;5.086;0;5.067119;2
292.5;10000;5.086;0;5.276313;2
292.5;13000;5.086;0;5.630313;2
292.5;16000;5.086;0;5.821378;2
292.5;18000;5.086;0;5.885443;2
292.5;20000;5.086;0;6.004443;2
292.5;600;6.073;0;5.48447;2
292.5;3000;6.073;0;5.589146;2
292.5;6000;6.073;0;5.733887;2
292.5;8000;6.073;0;5.842757;2
292.5;10000;6.073;0;6.040757;2
292.5;13000;6.073;0;6.384341;2
292.5;16000;6.073;0;6.615989;2
292.5;18000;6.073;0;6.684119;2
292.5;20000;6.073;0;6.826119;2
315;600;1.13;0;1.122157;2
315;3000;1.13;0;1.289222;2
315;6000;1.13;0;1.427027;2
315;8000;1.13;0;1.534092;2
315;10000;1.13;0;1.640157;2
315;13000;1.13;0;1.751092;2
315;16000;1.13;0;1.866897;2
315;18000;1.13;0;1.944157;2
315;20000;1.13;0;2.053157;2
315;600;2.128;0;1.929222;2
315;3000;2.128;0;2.118;2
315;6000;2.128;0;2.307416;2
315;8000;2.128;0;2.434287;2
315;10000;2.128;0;2.559027;2
315;13000;2.128;0;2.704832;2
315;16000;2.128;0;2.822832;2
315;18000;2.128;0;2.863897;2
315;20000;2.128;0;2.935897;2
315;600;3.129;0;2.835805;2
315;3000;3.129;0;3.04087;2
315;6000;3.129;0;3.191741;2
315;8000;3.129;0;3.313676;2
315;10000;3.129;0;3.475611;2
315;13000;3.129;0;3.639546;2
315;16000;3.129;0;3.765286;2
315;18000;3.129;0;3.791286;2
315;20000;3.129;0;3.858092;2
315;600;4.092;0;3.599481;2
315;3000;4.092;0;3.781351;2
315;6000;4.092;0;3.948805;2
315;8000;4.092;0;4.09787;2
315;10000;4.092;0;4.296741;2
315;13000;4.092;0;4.52974;2
315;16000;4.092;0;4.713675;2
315;18000;4.092;0;4.771676;2
315;20000;4.092;0;4.873611;2
315;600;5.086;0;4.394157;2
315;3000;5.086;0;4.549767;2
315;6000;5.086;0;4.735832;2
315;8000;5.086;0;4.866221;2
315;10000;5.086;0;5.075611;2
315;13000;5.086;0;5.394611;2
315;16000;5.086;0;5.581611;2
315;18000;5.086;0;5.643546;2
315;20000;5.086;0;5.756546;2
315;600;6.073;0;5.168092;2
315;3000;6.073;0;5.278768;2
315;6000;6.073;0;5.429508;2
315;8000;6.073;0;5.545313;2
315;10000;6.073;0;5.768508;2
315;13000;6.073;0;6.098157;2
315;16000;6.073;0;6.305481;2
315;18000;6.073;0;6.369481;2
315;20000;6.073;0;6.496481;2
337.5;600;1.13;0;1.122157;2
337.5;3000;1.13;0;1.289222;2
337.5;6000;1.13;0;1.427027;2
337.5;8000;1.13;0;1.534092;2
337.5;10000;1.13;0;1.640157;2
337.5;13000;1.13;0;1.751092;2
337.5;16000;1.13;0;1.866897;2
337.5;18000;1.13;0;1.944157;2
337.5;20000;1.13;0;2.053157;2
337.5;600;2.128;0;1.907222;2
337.5;3000;2.128;0;2.09113;2
337.5;6000;2.128;0;2.285481;2
337.5;8000;2.128;0;2.410286;2
337.5;10000;2.128;0;2.534092;2
337.5;13000;2.128;0;2.680897;2
337.5;16000;2.128;0;2.798897;2
337.5;18000;2.128;0;2.838027;2
337.5;20000;2.128;0;2.909897;2
337.5;600;3.129;0;2.784;2
337.5;3000;3.129;0;2.990065;2
337.5;6000;3.129;0;3.143935;2
337.5;8000;3.129;0;3.26987;2
337.5;10000;3.129;0;3.428805;2
337.5;13000;3.129;0;3.589676;2
337.5;16000;3.129;0;3.714481;2
337.5;18000;3.129;0;3.739351;2
337.5;20000;3.129;0;3.807157;2
337.5;600;4.092;0;3.506935;2
337.5;3000;4.092;0;3.683935;2
337.5;6000;4.092;0;3.842324;2
337.5;8000;4.092;0;4.000259;2
337.5;10000;4.092;0;4.195195;2
337.5;13000;4.092;0;4.41613;2
337.5;16000;4.092;0;4.58813;2
337.5;18000;4.092;0;4.650065;2
337.5;20000;4.092;0;4.749;2
337.5;600;5.086;0;4.240741;2
337.5;3000;5.086;0;4.394481;2
337.5;6000;5.086;0;4.583741;2
337.5;8000;5.086;0;4.721;2
337.5;10000;5.086;0;4.934259;2
337.5;13000;5.086;0;5.223259;2
337.5;16000;5.086;0;5.409324;2
337.5;18000;5.086;0;5.467389;2
337.5;20000;5.086;0;5.574389;2
337.5;600;6.073;0;4.962935;2
337.5;3000;6.073;0;5.080546;2
337.5;6000;6.073;0;5.238416;2
337.5;8000;6.073;0;5.354546;2
337.5;10000;6.073;0;5.56387;2
337.5;13000;6.073;0;5.895324;2
337.5;16000;6.073;0;6.093454;2
337.5;18000;6.073;0;6.157454;2
337.5;20000;6.073;0;6.279454;2
360;600;1.13;0;1.122157;2
360;3000;1.13;0;1.289222;2
360;6000;1.13;0;1.427027;2
360;8000;1.13;0;1.534092;2
360;10000;1.13;0;1.640157;2
360;13000;1.13;0;1.751092;2
360;16000;1.13;0;1.866897;2
360;18000;1.13;0;1.944157;2
360;20000;1.13;0;2.053157;2
360;600;2.128;0;1.889287;2
360;3000;2.128;0;2.070194;2
360;6000;2.128;0;2.266546;2
360;8000;2.128;0;2.390351;2
360;10000;2.128;0;2.517092;2
360;13000;2.128;0;2.664897;2
360;16000;2.128;0;2.778897;2
360;18000;2.128;0;2.817027;2
360;20000;2.128;0;2.889897;2
360;600;3.129;0;2.738065;2
360;3000;3.129;0;2.944195;2
360;6000;3.129;0;3.1;2
360;8000;3.129;0;3.228935;2
360;10000;3.129;0;3.385741;2
360;13000;3.129;0;3.542676;2
360;16000;3.129;0;3.662416;2
360;18000;3.129;0;3.687351;2
360;20000;3.129;0;3.762157;2
360;600;4.092;0;3.440195;2
360;3000;4.092;0;3.612259;2
360;6000;4.092;0;3.761454;2
360;8000;4.092;0;3.921454;2
360;10000;4.092;0;4.113324;2
360;13000;4.092;0;4.324259;2
360;16000;4.092;0;4.476259;2
360;18000;4.092;0;4.54326;2
360;20000;4.092;0;4.640194;2
360;600;5.086;0;4.124195;2
360;3000;5.086;0;4.283805;2
360;6000;5.086;0;4.469259;2
360;8000;5.086;0;4.607454;2
360;10000;5.086;0;4.824584;2
360;13000;5.086;0;5.100519;2
360;16000;5.086;0;5.273649;2
360;18000;5.086;0;5.334713;2
360;20000;5.086;0;5.438778;2
360;600;6.073;0;4.787389;2
360;3000;6.073;0;4.924935;2
360;6000;6.073;0;5.09187;2
360;8000;6.073;0;5.213194;2
360;10000;6.073;0;5.401778;2
360;13000;6.073;0;5.728038;2
360;16000;6.073;0;5.926973;2
360;18000;6.073;0;5.992973;2
360;20000;6.073;0;6.108038;2
225;600;1.13;11;1.122157;2
225;3000;1.13;11;1.289222;2
225;6000;1.13;11;1.421027;2
225;8000;1.13;11;1.529092;2
225;10000;1.13;11;1.638222;2
225;13000;1.13;11;1.749897;2
225;16000;1.13;11;1.865962;2
225;18000;1.13;11;1.942027;2
225;20000;1.13;11;2.051157;2
225;600;2.128;11;1.981703;2
225;3000;2.128;11;2.167546;2
225;6000;2.128;11;2.155703;2
225;8000;2.128;11;2.227703;2
225;10000;2.128;11;2.361703;2
225;13000;2.128;11;2.465832;2
225;16000;2.128;11;2.555703;2
225;18000;2.128;11;2.699222;2
225;20000;2.128;11;2.890832;2
225;600;3.129;11;2.260795;2
225;3000;3.129;11;2.480989;2
225;6000;3.129;11;2.934378;2
225;8000;3.129;11;2.662027;2
225;10000;3.129;11;2.988703;2
225;13000;3.129;11;3.180508;2
225;16000;3.129;11;3.3546;2
225;18000;3.129;11;3.537665;2
225;20000;3.129;11;3.728989;2
225;600;4.092;11;2.470757;2
225;3000;4.092;11;2.644562;2
225;6000;4.092;11;2.742913;2
225;8000;4.092;11;3.095173;2
225;10000;4.092;11;3.514313;2
225;13000;4.092;11;4.027119;2
225;16000;4.092;11;4.361238;2
225;18000;4.092;11;4.516043;2
225;20000;4.092;11;4.757238;2
225;600;5.086;11;2.535849;2
225;3000;5.086;11;2.989124;2
225;6000;5.086;11;3.356189;2
225;8000;5.086;11;3.777384;2
225;10000;5.086;11;4.171903;2
225;13000;5.086;11;4.832487;2
225;16000;5.086;11;5.456708;2
225;18000;5.086;11;5.773384;2
225;20000;5.086;11;6.065578;2
225;600;6.073;11;3.554038;2
225;3000;6.073;11;3.554038;2
225;6000;6.073;11;3.802557;2
225;8000;6.073;11;4.25527;2
225;10000;6.073;11;5.007243;2
225;13000;6.073;11;5.944557;2
225;16000;6.073;11;6.491724;2
225;18000;6.073;11;6.840438;2
225;20000;6.073;11;7.230632;2
247.5;600;1.13;11;1.122157;2
247.5;3000;1.13;11;1.289222;2
247.5;6000;1.13;11;1.421027;2
247.5;8000;1.13;11;1.529092;2
247.5;10000;1.13;11;1.638222;2
247.5;13000;1.13;11;1.749897;2
247.5;16000;1.13;11;1.865962;2
247.5;18000;1.13;11;1.942027;2
247.5;20000;1.13;11;2.051157;2
247.5;600;2.128;11;1.977897;2
247.5;3000;2.128;11;2.167676;2
247.5;6000;2.128;11;2.162768;2
247.5;8000;2.128;11;2.269768;2
247.5;10000;2.128;11;2.368767;2
247.5;13000;2.128;11;2.473832;2
247.5;16000;2.128;11;2.562768;2
247.5;18000;2.128;11;2.685416;2
247.5;20000;2.128;11;2.870092;2
247.5;600;3.129;11;2.218184;2
247.5;3000;3.129;11;2.442443;2
247.5;6000;3.129;11;2.396351;2
247.5;8000;3.129;11;2.622092;2
247.5;10000;3.129;11;2.926027;2
247.5;13000;3.129;11;3.161638;2
247.5;16000;3.129;11;3.317638;2
247.5;18000;3.129;11;3.449119;2
247.5;20000;3.129;11;3.639443;2
247.5;600;4.092;11;2.40347;2
247.5;3000;4.092;11;2.56147;2
247.5;6000;4.092;11;2.485092;2
247.5;8000;4.092;11;2.938222;2
247.5;10000;4.092;11;3.367092;2
247.5;13000;4.092;11;3.983443;2
247.5;16000;4.092;11;4.249508;2
247.5;18000;4.092;11;4.38847;2
247.5;20000;4.092;11;4.527535;2
247.5;600;5.086;11;2.457822;2
247.5;3000;5.086;11;2.609081;2
247.5;6000;5.086;11;2.786719;2
247.5;8000;5.086;11;3.297703;2
247.5;10000;5.086;11;3.774832;2
247.5;13000;5.086;11;4.479702;2
247.5;16000;5.086;11;4.986248;2
247.5;18000;5.086;11;5.154081;2
247.5;20000;5.086;11;5.518238;2
247.5;600;6.073;11;2.447692;2
247.5;3000;6.073;11;2.717216;2
247.5;6000;6.073;11;2.946124;2
247.5;8000;6.073;11;3.472124;2
247.5;10000;6.073;11;4.179978;2
247.5;13000;6.073;11;4.969443;2
247.5;16000;6.073;11;5.60886;2
247.5;18000;6.073;11;5.900859;2
247.5;20000;6.073;11;6.205486;2
270;600;1.13;11;1.122157;2
270;3000;1.13;11;1.289222;2
270;6000;1.13;11;1.421027;2
270;8000;1.13;11;1.529092;2
270;10000;1.13;11;1.638222;2
270;13000;1.13;11;1.749897;2
270;16000;1.13;11;1.865962;2
270;18000;1.13;11;1.942027;2
270;20000;1.13;11;2.051157;2
270;600;2.128;11;1.958027;2
270;3000;2.128;11;2.147805;2
270;6000;2.128;11;2.149832;2
270;8000;2.128;11;2.256832;2
270;10000;2.128;11;2.357897;2
270;13000;2.128;11;2.464962;2
270;16000;2.128;11;2.554768;2
270;18000;2.128;11;2.660546;2
270;20000;2.128;11;2.846287;2
270;600;3.129;11;2.156638;2
270;3000;3.129;11;2.381832;2
270;6000;3.129;11;2.362546;2
270;8000;3.129;11;2.556351;2
270;10000;3.129;11;2.841286;2
270;13000;3.129;11;3.055027;2
270;16000;3.129;11;3.264832;2
270;18000;3.129;11;3.348638;2
270;20000;3.129;11;3.539832;2
270;600;4.092;11;2.303249;2
270;3000;4.092;11;2.452508;2
270;6000;4.092;11;2.38674;2
270;8000;4.092;11;2.838611;2
270;10000;4.092;11;3.262416;2
270;13000;4.092;11;3.898832;2
270;16000;4.092;11;4.135832;2
270;18000;4.092;11;4.184443;2
270;20000;4.092;11;4.332573;2
270;600;5.086;11;2.339989;2
270;3000;5.086;11;2.487054;2
270;6000;5.086;11;2.589611;2
270;8000;5.086;11;3.131546;2
270;10000;5.086;11;3.611351;2
270;13000;5.086;11;4.281092;2
270;16000;5.086;11;4.868638;2
270;18000;5.086;11;5.043508;2
270;20000;5.086;11;5.152638;2
270;600;6.073;11;2.336859;2
270;3000;6.073;11;2.46273;2
270;6000;6.073;11;2.561416;2
270;8000;6.073;11;3.175481;2
270;10000;6.073;11;3.889351;2
270;13000;6.073;11;4.675027;2
270;16000;6.073;11;5.281767;2
270;18000;6.073;11;5.624508;2
270;20000;6.073;11;5.905508;2
292.5;600;1.13;11;1.122157;2
292.5;3000;1.13;11;1.289222;2
292.5;6000;1.13;11;1.421027;2
292.5;8000;1.13;11;1.529092;2
292.5;10000;1.13;11;1.638222;2
292.5;13000;1.13;11;1.749897;2
292.5;16000;1.13;11;1.865962;2
292.5;18000;1.13;11;1.942027;2
292.5;20000;1.13;11;2.051157;2
292.5;600;2.128;11;1.943157;2
292.5;3000;2.128;11;2.132935;2
292.5;6000;2.128;11;2.137897;2
292.5;8000;2.128;11;2.181962;2
292.5;10000;2.128;11;2.346962;2
292.5;13000;2.128;11;2.455027;2
292.5;16000;2.128;11;2.544832;2
292.5;18000;2.128;11;2.641676;2
292.5;20000;2.128;11;2.828351;2
292.5;600;3.129;11;2.116897;2
292.5;3000;3.129;11;2.342092;2
292.5;6000;3.129;11;2.353676;2
292.5;8000;3.129;11;2.472481;2
292.5;10000;3.129;11;2.751481;2
292.5;13000;3.129;11;3.003027;2
292.5;16000;3.129;11;3.227962;2
292.5;18000;3.129;11;3.300027;2
292.5;20000;3.129;11;3.482092;2
292.5;600;4.092;11;2.222768;2
292.5;3000;4.092;11;2.460027;2
292.5;6000;4.092;11;2.326805;2
292.5;8000;4.092;11;2.771805;2
292.5;10000;4.092;11;3.192611;2
292.5;13000;4.092;11;3.893092;2
292.5;16000;4.092;11;4.028092;2
292.5;18000;4.092;11;4.079092;2
292.5;20000;4.092;11;4.165222;2
292.5;600;5.086;11;2.231962;2
292.5;3000;5.086;11;2.382897;2
292.5;6000;5.086;11;2.505676;2
292.5;8000;5.086;11;3.029741;2
292.5;10000;5.086;11;3.500676;2
292.5;13000;5.086;11;4.159416;2
292.5;16000;5.086;11;4.760027;2
292.5;18000;5.086;11;4.919897;2
292.5;20000;5.086;11;4.977962;2
292.5;600;6.073;11;2.238508;2
292.5;3000;6.073;11;2.362703;2
292.5;6000;6.073;11;2.474546;2
292.5;8000;6.073;11;3.04774;2
292.5;10000;6.073;11;3.736741;2
292.5;13000;6.073;11;4.502416;2
292.5;16000;6.073;11;5.102221;2
292.5;18000;6.073;11;5.439222;2
292.5;20000;6.073;11;5.728962;2
315;600;1.13;11;1.122157;2
315;3000;1.13;11;1.289222;2
315;6000;1.13;11;1.421027;2
315;8000;1.13;11;1.529092;2
315;10000;1.13;11;1.638222;2
315;13000;1.13;11;1.749897;2
315;16000;1.13;11;1.865962;2
315;18000;1.13;11;1.942027;2
315;20000;1.13;11;2.051157;2
315;600;2.128;11;1.929222;2
315;3000;2.128;11;2.118;2
315;6000;2.128;11;2.125962;2
315;8000;2.128;11;2.168962;2
315;10000;2.128;11;2.334962;2
315;13000;2.128;11;2.444027;2
315;16000;2.128;11;2.533897;2
315;18000;2.128;11;2.62374;2
315;20000;2.128;11;2.809481;2
315;600;3.129;11;2.070157;2
315;3000;3.129;11;2.295286;2
315;6000;3.129;11;2.336805;2
315;8000;3.129;11;2.971897;2
315;10000;3.129;11;2.641676;2
315;13000;3.129;11;2.928092;2
315;16000;3.129;11;3.162157;2
315;18000;3.129;11;3.251092;2
315;20000;3.129;11;3.411481;2
315;600;4.092;11;2.129222;2
315;3000;4.092;11;2.366546;2
315;6000;4.092;11;2.281;2
315;8000;4.092;11;2.711;2
315;10000;4.092;11;3.123806;2
315;13000;4.092;11;3.741351;2
315;16000;4.092;11;3.899222;2
315;18000;4.092;11;3.945287;2
315;20000;4.092;11;4.014351;2
315;600;5.086;11;2.111546;2
315;3000;5.086;11;2.267611;2
315;6000;5.086;11;2.458935;2
315;8000;5.086;11;2.941;2
315;10000;5.086;11;3.404935;2
315;13000;5.086;11;4.050741;2
315;16000;5.086;11;4.670352;2
315;18000;5.086;11;4.687222;2
315;20000;5.086;11;4.747351;2
315;600;6.073;11;2.124157;2
315;3000;6.073;11;2.253287;2
315;6000;6.073;11;2.410805;2
315;8000;6.073;11;2.95987;2
315;10000;6.073;11;3.67;2
315;13000;6.073;11;4.368741;2
315;16000;6.073;11;4.977675;2
315;18000;6.073;11;5.312611;2
315;20000;6.073;11;5.520351;2
337.5;600;1.13;11;1.122157;2
337.5;3000;1.13;11;1.289222;2
337.5;6000;1.13;11;1.421027;2
337.5;8000;1.13;11;1.529092;2
337.5;10000;1.13;11;1.638222;2
337.5;13000;1.13;11;1.749897;2
337.5;16000;1.13;11;1.865962;2
337.5;18000;1.13;11;1.942027;2
337.5;20000;1.13;11;2.051157;2
337.5;600;2.128;11;1.907222;2
337.5;3000;2.128;11;2.09113;2
337.5;6000;2.128;11;2.100027;2
337.5;8000;2.128;11;2.142027;2
337.5;10000;2.128;11;2.311092;2
337.5;13000;2.128;11;2.422092;2
337.5;16000;2.128;11;2.511962;2
337.5;18000;2.128;11;2.59987;2
337.5;20000;2.128;11;2.784546;2
337.5;600;3.129;11;2.030287;2
337.5;3000;3.129;11;2.251546;2
337.5;6000;3.129;11;2.27587;2
337.5;8000;3.129;11;2.932962;2
337.5;10000;3.129;11;2.555805;2
337.5;13000;3.129;11;2.839611;2
337.5;16000;3.129;11;3.114092;2
337.5;18000;3.129;11;3.204157;2
337.5;20000;3.129;11;3.365676;2
337.5;600;4.092;11;2.054611;2
337.5;3000;4.092;11;2.29187;2
337.5;6000;4.092;11;2.238065;2
337.5;8000;4.092;11;2.66213;2
337.5;10000;4.092;11;3.062;2
337.5;13000;4.092;11;3.601546;2
337.5;16000;4.092;11;3.813351;2
337.5;18000;4.092;11;3.861351;2
337.5;20000;4.092;11;3.909416;2
337.5;600;5.086;11;2.016;2
337.5;3000;5.086;11;2.230935;2
337.5;6000;5.086;11;2.429065;2
337.5;8000;5.086;11;2.88013;2
337.5;10000;5.086;11;3.33213;2
337.5;13000;5.086;11;3.969935;2
337.5;16000;5.086;11;4.493481;2
337.5;18000;5.086;11;4.522546;2
337.5;20000;5.086;11;4.592481;2
337.5;600;6.073;11;2.033546;2
337.5;3000;6.073;11;2.166741;2
337.5;6000;6.073;11;2.379935;2
337.5;8000;6.073;11;2.902065;2
337.5;10000;6.073;11;3.60313;2
337.5;13000;6.073;11;4.281935;2
337.5;16000;6.073;11;4.88587;2
337.5;18000;6.073;11;5.243805;2
337.5;20000;6.073;11;5.282546;2
360;600;1.13;11;1.122157;2
360;3000;1.13;11;1.289222;2
360;6000;1.13;11;1.421027;2
360;8000;1.13;11;1.529092;2
360;10000;1.13;11;1.638222;2
360;13000;1.13;11;1.749897;2
360;16000;1.13;11;1.865962;2
360;18000;1.13;11;1.942027;2
360;20000;1.13;11;2.051157;2
360;600;2.128;11;1.889287;2
360;3000;2.128;11;2.070194;2
360;6000;2.128;11;2.079027;2
360;8000;2.128;11;2.149092;2
360;10000;2.128;11;2.291092;2
360;13000;2.128;11;2.403092;2
360;16000;2.128;11;2.492027;2
360;18000;2.128;11;2.568;2
360;20000;2.128;11;2.766611;2
360;600;3.129;11;1.997416;2
360;3000;3.129;11;2.213611;2
360;6000;3.129;11;2.24487;2
360;8000;3.129;11;2.886027;2
360;10000;3.129;11;2.970286;2
360;13000;3.129;11;2.745806;2
360;16000;3.129;11;3.037481;2
360;18000;3.129;11;3.153546;2
360;20000;3.129;11;3.333805;2
360;600;4.092;11;1.998741;2
360;3000;4.092;11;2.236065;2
360;6000;4.092;11;2.219195;2
360;8000;4.092;11;2.636195;2
360;10000;4.092;11;3.088935;2
360;13000;4.092;11;3.452676;2
360;16000;4.092;11;3.683351;2
360;18000;4.092;11;3.774416;2
360;20000;4.092;11;3.828416;2
360;600;5.086;11;1.940195;2
360;3000;5.086;11;2.16013;2
360;6000;5.086;11;2.40613;2
