dates,Blue,Green,Red,NIR,SWIR1,SWIR2,Thermal,qa,sensor
736719,166,388,245,2559,1192,526,0,0,2
736724,172,391,261,2551,1260,556,0,0,2
736734,188,427,301,2622,1347,603,0,0,2
736739,186,421,303,2618,1314,585,0,0,2
736745,245,472,379,2603,1377,647,0,0,8
736749,195,436,362,2475,1349,640,0,0,2
736754,199,445,397,2542,1455,679,0,0,2
736759,211,430,400,2350,1405,675,0,0,2
736761,257,482,427,2549,1502,723,0,0,8
736764,-42,428,806,2990,2194,1431,0,4,2
736774,217,441,408,2305,1442,688,0,0,2
736777,262,526,416,2446,1440,695,0,2,8
736779,223,463,415,2374,1424,697,0,0,2
736784,227,451,394,2392,1450,696,0,0,2
736789,238,476,390,2544,1473,707,0,0,2
736793,283,541,422,2744,1510,703,0,0,8
736799,235,478,386,2546,1475,704,0,0,2
736809,302,549,448,2582,1553,746,0,0,8
736809,241,489,403,2486,1501,717,0,0,2
736814,533,745,670,1711,1336,744,0,4,2
736824,2677,2881,3028,5397,3700,3497,0,4,2
736829,116,481,323,3123,1798,861,0,4,2
736834,268,563,405,2943,1761,813,0,0,2
736889,273,635,387,3538,1653,725,0,4,8
736889,262,600,355,3495,1679,718,0,0,2
736894,249,590,392,3275,1567,707,0,0,2
736919,222,537,302,3215,1512,630,0,0,2
736921,389,1516,1450,4042,2964,1914,0,4,8
736924,6068,6409,6393,7320,6078,4885,0,4,2
736954,239,520,353,2821,1602,722,0,0,2
736964,244,509,344,2606,1525,695,0,0,2
736984,161,391,252,2264,1400,652,0,0,2
736985,213,418,280,2400,1438,671,0,0,8
737001,2289,2942,2897,4311,3651,3103,0,4,8
737004,207,414,264,2322,1401,635,0,0,2
737009,960,1731,1764,3640,2336,1843,0,4,2
737014,197,406,267,2363,1380,636,0,0,2
737017,276,449,288,2460,1410,647,0,0,8
737019,187,409,257,2351,1341,620,0,0,2
737024,193,398,261,2402,1339,613,0,0,2
737029,76,227,133,1362,612,271,0,0,2
737033,256,438,294,2522,1391,644,0,0,8
737039,164,466,553,2558,1795,1215,0,4,2
737054,153,362,228,2415,1331,607,0,0,2
737059,195,417,269,2568,1419,664,0,0,2
737069,2985,2837,2995,4168,2941,2279,0,4,2
737074,189,403,258,2537,1411,626,0,0,2
737079,479,1578,2251,3942,3416,3430,0,4,2
737081,134,368,261,1326,731,411,0,2,8
737084,175,383,263,2410,1397,646,0,0,2
737089,3901,4051,3943,5681,4684,4221,0,4,2
737094,170,391,265,2378,1407,660,0,0,2
737097,262,441,313,2491,1465,702,0,0,8
737099,201,417,296,2343,1392,677,0,0,2
737104,222,434,313,2361,1434,686,0,0,2
737109,223,433,330,2295,1419,686,0,0,2
737113,302,544,430,2528,1583,781,0,0,8
737114,238,453,366,2327,1490,724,0,0,2
737119,205,428,324,2348,1354,658,0,0,2
737129,275,482,377,2351,1449,707,0,0,8
737129,236,443,349,2265,1397,689,0,0,2
737134,238,460,376,2291,1442,693,0,0,2
737139,225,450,340,2359,1365,668,0,0,2
737144,270,489,423,2274,1408,684,0,0,2
737145,282,560,425,2370,1408,689,0,0,8
737149,244,479,420,2249,1374,687,0,0,2
737154,235,470,370,2381,1455,697,0,0,2
737159,240,492,355,2595,1477,702,0,0,2
737161,278,509,381,2591,1451,686,0,0,8
737164,243,499,405,2584,1607,758,0,4,2
737169,258,501,386,2443,1501,720,0,0,2
737174,263,499,414,2417,1590,777,0,0,2
737179,2535,2752,2814,4047,3256,2147,0,4,2
737189,296,589,513,2614,1680,859,0,0,2
737193,320,595,504,2629,1688,827,0,0,8
737194,359,628,538,2538,1641,846,0,4,2
737199,288,579,470,2610,1692,823,0,0,2
737204,4166,4548,4604,5327,5388,4496,0,4,2
737209,6948,6806,6917,7135,5819,4585,0,4,8
737209,114,347,253,1844,963,393,0,0,2
737214,875,1205,1110,3130,2429,1540,0,4,2
737219,77,619,514,3605,2342,1276,0,4,2
737244,293,592,493,2641,1842,946,0,4,2
737273,328,549,334,3033,1671,728,0,0,8
737274,275,563,357,3058,1729,763,0,0,2
737284,296,559,316,3106,1675,704,0,0,2
737289,3092,2917,2962,4599,3463,3057,0,4,8
737289,223,533,368,2919,1452,685,0,0,2
737309,1048,1405,1168,3883,2603,1717,0,4,2
737314,4173,4285,4096,5316,3468,2156,0,4,2
737319,235,469,263,2883,1427,587,0,0,2
737329,-27,237,154,1732,634,304,0,4,2
737334,198,393,238,2997,1391,820,0,4,2
737337,971,1951,1870,5280,3493,2093,0,4,8
737339,188,424,237,2765,1371,568,0,0,2
737353,243,413,249,2573,1315,554,0,0,8
737359,3822,3861,3667,4538,3692,2980,0,4,2
737364,215,442,321,2486,1380,639,0,0,2
737369,288,651,549,3117,1835,937,0,4,8
737369,7306,7685,7797,8587,7162,5947,0,4,2
737379,142,343,217,2232,1207,545,0,0,2
737384,178,366,241,2316,1249,541,0,0,2
737385,232,404,268,2410,1283,569,0,0,8
737394,174,361,246,2241,1240,556,0,0,2
737399,175,387,274,2358,1253,605,0,0,2
737401,331,568,468,2532,1557,880,0,4,8
737409,122,341,249,2207,1182,572,0,4,2
737414,275,569,486,2620,1572,855,0,4,2
737417,228,412,295,2413,1329,617,0,0,8
737419,155,360,268,2039,1130,518,0,0,2
737424,37,239,231,1341,615,454,0,4,2
737433,250,429,291,2468,1363,626,0,0,8
737434,188,403,271,2307,1338,599,0,0,2
737439,177,410,267,2353,1293,608,0,0,2
737444,203,411,275,2320,1337,611,0,0,2
737454,101,445,515,2693,1877,1221,0,4,2
737459,207,429,294,2411,1316,631,0,0,2
737464,239,483,414,2587,1691,805,0,4,2
737469,223,444,334,2357,1350,647,0,0,2
737479,216,466,393,2322,1417,689,0,0,2
737489,1507,883,616,2545,1501,1448,0,4,2
737494,243,464,399,2135,1504,763,0,0,2
737497,295,489,443,2290,1604,788,0,0,8
737504,277,488,478,2068,1572,808,0,0,2
737509,265,488,456,2148,1556,804,0,0,2
737513,1521,1926,1935,3255,2624,1840,0,4,8
737514,288,497,484,2027,1625,832,0,0,2
737529,4165,4316,4460,5188,5060,4072,0,4,8
737534,2690,2563,2320,3009,3034,2105,0,4,2
737549,316,556,446,2528,1843,928,0,0,2
737554,283,524,426,2293,1721,893,0,0,2
737561,364,544,466,2336,1734,870,0,0,8
737564,1765,1979,2038,3254,3501,2683,0,4,2
737579,312,563,462,2370,1789,921,0,0,2
737584,176,602,590,3047,2366,1390,0,4,2
737589,349,621,473,2642,1901,911,0,0,2
737604,4119,4400,4361,5262,4743,4150,0,4,2
737639,227,609,406,3249,1758,901,0,0,2
737664,210,491,275,3014,1481,632,0,0,2
737669,202,482,259,3013,1391,597,0,0,2
737673,279,633,378,3554,1696,748,0,0,8
737704,5488,5665,5555,6388,4688,3155,0,4,2
737709,193,417,243,2679,1296,553,0,0,2
737739,168,391,257,2449,1182,523,0,0,2
737744,165,364,229,2349,1180,519,0,0,2
737749,154,360,230,2322,1133,524,0,0,2
737753,190,392,251,2428,1215,536,0,0,8
737754,152,344,223,2309,1170,528,0,0,2
737759,3686,4122,4236,5901,4973,4628,0,4,2
737764,131,248,147,1332,665,262,0,0,2
737769,192,408,258,2393,1200,535,0,0,8
737769,132,349,217,2325,1175,522,0,0,2
737774,1782,2432,2763,5081,4198,4097,0,4,2
737784,818,1517,2062,3904,3839,3375,0,4,2
737785,202,410,263,2480,1260,569,0,0,8
737789,159,392,246,2367,1174,536,0,0,2
737794,160,383,250,2289,1243,546,0,0,2
737799,2005,2295,2171,3962,3924,2853,0,4,2
737804,124,448,357,2730,1571,770,0,4,2
737814,151,305,239,1145,476,213,0,0,2
737817,228,444,317,2279,1313,614,0,0,8
737819,196,432,326,2261,1285,617,0,0,2
737824,194,415,309,2149,1263,601,0,0,2
737833,241,451,338,2192,1313,629,0,0,8
737834,196,420,311,2071,1300,628,0,0,2
737839,199,442,385,2108,1329,649,0,0,2
737844,207,416,319,2125,1370,669,0,0,2
737849,322,586,474,2235,1555,798,0,0,8
737849,5270,5390,5246,5588,5421,4289,0,4,2
737854,174,308,305,2088,1524,796,0,4,2
737859,7496,7700,7631,7060,6199,4501,0,4,2
737864,240,436,436,1970,1462,744,0,0,2
737865,299,501,456,2153,1515,762,0,0,8
737869,240,457,465,2065,1498,767,0,0,2
737874,283,489,474,1989,1532,799,0,0,2
737879,280,502,486,2113,1569,831,0,0,2
737881,70,465,248,1237,952,550,0,4,8
737889,306,537,482,2214,1635,857,0,0,2
737894,291,506,451,2175,1653,844,0,0,2
737899,318,587,479,2607,1900,970,0,4,2
737904,468,687,625,2476,1774,987,0,4,2
737909,1213,1566,1750,3548,3126,2208,0,4,2
737913,376,567,466,2525,1769,880,0,0,8
737914,303,536,444,2367,1768,897,0,0,2
737919,338,582,427,2597,1749,874,0,0,2
737929,282,618,455,2687,1983,958,0,4,8
737939,1485,1761,1650,2824,2336,1709,0,4,2
737944,306,599,395,2928,1886,882,0,0,2
737954,290,573,355,2916,1722,764,0,0,2
737979,301,668,409,3629,1718,784,0,0,2
737989,203,588,262,3990,1659,671,0,4,2
737994,275,616,316,3737,1660,695,0,0,2
737999,290,699,451,3924,1907,1179,0,4,2
738004,241,537,274,3295,1482,603,0,0,2
738034,456,849,555,4128,1933,1023,0,4,2
738039,218,499,239,3245,1393,550,0,0,2
738044,222,490,258,3142,1393,560,0,0,2
738057,128,311,137,2129,822,298,0,4,8
738059,181,459,223,3218,1354,540,0,0,2
738064,93,396,188,3238,1394,569,0,4,2
738069,216,530,259,3798,1615,614,0,0,2
738089,165,371,197,2405,1004,429,0,0,8
738089,110,344,159,2787,1188,482,0,0,2
738094,88,424,301,3228,1540,708,0,4,2
738099,73,321,504,2349,1424,1022,0,4,2
738104,109,346,175,2640,1135,440,0,4,2
738114,114,321,183,2447,1153,475,0,0,2
738119,141,357,189,2562,1117,476,0,0,2
738124,7,145,70,1231,426,181,0,0,2
738134,138,348,193,2490,1117,474,0,0,2
738137,1299,1758,1646,4185,2869,2466,0,4,8
738144,5569,5886,5890,6947,6130,5289,0,4,2
738161,183,391,242,2424,1046,477,0,2,8
738164,152,375,211,2451,1136,489,0,0,2
738179,142,388,407,2261,1229,724,0,4,2
738184,164,397,256,2595,1306,585,0,0,2
738189,180,392,277,2400,1225,567,0,0,2
738194,189,394,258,2445,1235,560,0,0,2
738199,187,409,278,2437,1262,590,0,0,2
738201,230,450,321,2575,1336,636,0,0,8
738204,133,302,231,1997,818,445,0,0,2
738214,201,429,317,2377,1342,635,0,0,2
738217,255,469,361,2503,1403,684,0,0,8
738219,202,436,332,2362,1344,641,0,0,2
738224,202,439,345,2488,1381,649,0,0,2
738225,255,478,384,2582,1411,657,0,0,8
738229,193,437,372,2427,1357,636,0,0,2
738233,275,525,454,2556,1433,689,0,0,8
738234,214,441,400,2418,1398,672,0,0,2
738239,206,473,411,2573,1431,683,0,0,2
738244,198,396,322,1981,998,469,0,0,2
738254,130,457,373,2633,1430,663,0,4,2
738257,306,575,421,2979,1605,753,0,0,8
738264,234,489,375,2556,1407,667,0,0,2
738265,7089,7184,7403,8097,6009,4643,0,4,8
738269,231,491,340,2693,1429,671,0,0,2
738273,284,529,404,2699,1442,673,0,0,8
738274,238,496,377,2609,1419,657,0,0,2
738294,6448,6393,6352,7281,6010,4993,0,4,2
738299,209,535,305,3186,1562,672,0,4,2
738304,5987,6326,6361,7464,6308,5176,0,4,2
738305,2136,2727,2755,4524,4023,3011,0,4,8
738314,141,541,790,3185,2062,1390,0,4,2
738344,210,511,277,3320,1437,595,0,0,2
738349,530,1221,1483,4216,2884,2636,0,4,2
738361,127,858,602,3641,1935,1333,0,4,8
738364,528,768,696,3259,1756,1125,0,4,2
738377,257,531,301,3542,1504,602,0,0,8
738385,276,546,298,3589,1524,605,0,0,8
738409,273,714,639,4234,2141,1387,0,4,2
738417,237,475,260,3276,1438,587,0,4,8
738419,239,452,282,2595,1126,534,0,4,2
738425,238,453,261,3059,1361,552,0,0,8
738433,106,278,130,1784,644,241,0,0,8
738449,196,419,251,2861,1280,528,0,0,8
738449,162,397,224,2860,1287,522,0,0,2
738459,256,539,328,3430,1554,668,0,4,2
738464,-1,125,97,912,353,159,0,0,2
738465,333,625,474,3086,1598,803,0,4,8
738469,316,745,823,3079,2384,1731,0,4,2
738473,365,588,485,2907,1473,736,0,4,8
738474,160,350,212,2420,1141,479,0,0,2
738479,124,327,201,2337,1121,493,0,0,2
738481,142,355,219,2554,1198,526,0,0,8
738484,157,350,220,2391,1148,494,0,0,2
738489,143,348,221,2521,1216,519,0,0,8
738489,131,347,210,2369,1120,491,0,0,2
738494,151,367,216,2369,1123,497,0,0,2
738497,205,399,246,2561,1217,533,0,0,8
738499,137,365,218,2404,1125,497,0,0,2
738504,-297,-121,-138,808,308,170,0,4,2
738505,206,427,279,2553,1248,540,0,0,8
738509,167,416,268,2542,1210,550,0,0,2
738513,208,463,284,2812,1377,588,0,4,8
738524,137,357,217,2487,1215,532,0,4,2
738529,416,714,616,2515,1489,935,0,4,8
738529,156,371,244,2386,1149,508,0,0,2
738534,160,367,238,2309,1217,547,0,0,2
738539,173,393,268,2396,1198,543,0,0,2
738544,116,319,213,1872,903,401,0,0,2
738545,223,439,315,2531,1337,592,0,0,8
738553,150,328,219,1940,921,415,0,0,8
738554,204,436,311,2684,1485,651,0,0,2
738559,195,412,329,2340,1274,601,0,0,2
738561,254,473,367,2465,1370,643,0,0,8
738564,197,434,346,2365,1362,648,0,0,2
738569,282,508,455,2444,1429,692,0,0,8
738569,192,430,390,2347,1364,657,0,0,2
738574,199,430,404,2300,1466,710,0,0,2
738579,192,423,373,2242,1355,666,0,0,2
738585,316,556,468,2272,1542,772,0,0,8
738589,240,457,425,2208,1477,716,0,0,2
738594,260,482,439,2320,1511,731,0,0,2
738604,249,469,394,2462,1573,752,0,0,2
738609,309,525,445,2621,1605,776,0,0,8
738609,260,486,409,2486,1558,767,0,0,2
738614,302,543,446,2844,1829,873,0,0,2
738617,323,549,468,2665,1667,807,0,0,8
738619,282,500,455,2344,1599,781,0,0,2
738625,401,762,584,2147,1627,860,0,0,8
738629,286,518,478,2361,1680,818,0,0,2
738634,288,533,463,2609,1785,853,0,0,2
738639,330,567,510,2546,1792,886,0,0,2
738644,3136,3869,4149,5296,5155,4091,0,4,2
738649,562,1090,939,2884,1935,1158,0,4,8
738649,3506,3669,3628,4650,4302,3578,0,4,2
738657,404,634,535,2743,1864,938,0,0,8
738659,293,584,443,2649,1787,860,0,0,2
738664,202,326,260,1061,482,224,0,0,2
738665,401,774,646,3044,2082,1061,0,4,8
738669,302,580,458,2733,1856,869,0,0,2
738673,201,417,311,1239,738,475,0,4,8
738674,4615,4914,4871,5770,5777,4635,0,4,2
738679,938,1357,1657,3464,2700,1926,0,4,2
738689,4814,4792,4795,5474,4621,3929,0,4,8
738689,117,265,161,1460,670,290,0,0,2
738697,3072,3456,3594,5126,4713,3715,0,4,8
738719,265,568,311,3373,1546,659,0,0,2
738745,2246,2443,2377,4726,3023,2124,0,4,8
738774,220,524,274,3740,1594,616,0,0,2
738777,256,467,249,3269,1374,548,0,0,8
738779,257,558,367,3369,1502,633,0,0,2
738789,170,422,210,3048,1301,514,0,0,2
738794,2904,3095,2975,4559,3187,2285,0,4,2
738799,121,336,162,2655,1051,411,0,0,2
738814,-7,152,82,1570,590,304,0,4,2
738833,183,401,231,2686,1168,493,0,2,8
738834,144,353,196,2536,1127,465,0,0,2
738839,135,338,192,2530,1138,448,0,0,2
738844,108,300,163,2234,997,423,0,0,2
738849,185,400,244,2633,1186,498,0,0,8
738864,99,287,165,1927,862,328,0,0,2
738865,174,355,224,2458,1130,484,0,0,8
738869,166,388,235,2703,1261,542,0,0,2
738873,212,392,242,2537,1206,519,0,0,8
738874,1118,1462,1588,3061,2575,2180,0,4,2
738881,199,406,256,2583,1218,518,0,0,8
738884,5088,5367,5416,6280,5494,4647,0,4,2
738889,184,412,248,2655,1248,542,0,0,8
738889,135,361,213,2537,1141,500,0,0,2
738894,157,356,211,2387,1119,486,0,0,2
738897,202,401,261,2526,1216,529,0,0,8
738899,155,350,224,2298,1045,436,0,0,2
738904,1156,1247,1126,2899,2079,1159,0,4,2
738905,136,323,223,1658,685,324,0,2,8
738914,157,403,271,2407,1175,531,0,0,2
738921,227,424,296,2492,1285,578,0,0,8
738924,67,262,197,1851,809,401,0,0,2
738929,267,558,398,2977,1494,722,0,4,8
738929,161,379,275,2410,1194,543,0,0,2
738934,179,389,288,2334,1257,576,0,0,2
738937,253,473,369,2403,1347,634,0,0,8
738939,305,1008,1284,3189,2479,1549,0,4,2
738945,257,454,393,2438,1430,678,0,0,8
738949,193,403,368,2286,1388,649,0,0,2
738953,642,1120,1098,3059,2413,1588,0,4,8
738954,208,429,404,2312,1459,688,0,0,2
738959,224,454,425,2346,1462,712,0,0,2
738961,294,497,454,2454,1523,715,0,0,8
738964,229,452,418,2387,1503,702,0,0,2
738969,286,498,436,2656,1615,755,0,2,8
738969,248,489,423,2669,1580,743,0,0,2
738974,280,505,472,2581,1634,776,0,0,2
738977,-140,85,119,1718,781,361,0,4,8
738979,963,1351,1119,2797,2143,1238,0,4,2
