# Date: Tue Sep 3 22:01:34 2024
# Object: 2024-8200 P-001 G01 uncleaned
# Illuminant: D65
# Sample integration time [ms]: 85
# White standard integration time [ms]: 85
# Sample: 01
# Curr: 500 (Watts: 0.0145563, MLuxes: 4.24198)
# LED: 1
#Time	Watts	Lux	L	a	b	dE76	dE94	dE2000	dL	da	db	dC	dh
531.395	7.73516	0.626157	68.5331	-0.96927	14.1786	0.693457	0.627693	0.515641	0.586165	-0.00897489	-0.370423	-0.368988	0.134461
541.341	7.87994	0.637877	68.5343	-0.942702	14.1294	0.722103	0.639851	0.529638	0.587434	0.0175932	-0.419576	-0.41982	0.0407786
551.368	8.0259	0.649692	68.5409	-0.947201	14.1283	0.728027	0.64615	0.5345	0.594005	0.0130936	-0.420725	-0.420666	0.0592547
561.398	8.1719	0.661511	68.5387	-0.981195	14.1989	0.687908	0.629031	0.515302	0.591802	-0.0208998	-0.350073	-0.347868	0.176767
571.343	8.31666	0.673229	68.5645	-0.934871	14.0534	0.792297	0.686469	0.573713	0.617589	0.0254238	-0.495653	-0.496249	0.029597
581.371	8.46263	0.685046	68.5523	-0.97213	14.1924	0.702688	0.642874	0.525887	0.60538	-0.0118349	-0.356576	-0.354978	0.142149
591.401	8.60863	0.696864	68.5659	-0.950144	14.1057	0.761377	0.674456	0.558382	0.618948	0.0101507	-0.443278	-0.442971	0.0772684
601.345	8.75338	0.708582	68.5577	-0.989179	14.2427	0.683888	0.639005	0.519434	0.610791	-0.0288838	-0.306273	-0.303621	0.196614
611.374	8.89937	0.720399	68.5631	-0.986948	14.2311	0.693865	0.646144	0.525731	0.616189	-0.0266528	-0.317884	-0.315359	0.190906
621.405	9.04538	0.732219	68.5758	-0.937894	14.1083	0.768236	0.682991	0.564512	0.628864	0.0224007	-0.440698	-0.441215	0.0270387
631.348	9.19011	0.743935	68.581	-0.949859	14.1104	0.771105	0.687304	0.567508	0.634104	0.0104353	-0.438641	-0.438364	0.0748554
641.377	9.3361	0.755752	68.5867	-0.945828	14.1553	0.751328	0.682574	0.559096	0.639744	0.0144671	-0.393716	-0.393809	0.0464233
651.322	9.48086	0.767471	68.5889	-0.970451	14.1832	0.739014	0.679273	0.554399	0.642035	-0.0101563	-0.365828	-0.364323	0.137948
661.351	9.62685	0.779288	68.5978	-0.96304	14.1218	0.77854	0.700319	0.576363	0.650841	-0.00274499	-0.427228	-0.426086	0.124984
671.381	9.77285	0.791107	68.5874	-0.987735	14.2413	0.711108	0.667628	0.541353	0.64047	-0.02744	-0.307767	-0.305212	0.191249
681.324	9.91758	0.802823	68.6102	-0.957174	14.116	0.792139	0.713139	0.586488	0.663332	0.00312111	-0.432972	-0.432215	0.102867
691.354	10.0636	0.814642	68.6213	-0.934665	14.0365	0.847411	0.742162	0.6173	0.674369	0.0256298	-0.512518	-0.513091	0.0333192
701.369	10.2094	0.826443	68.621	-0.980768	14.155	0.781098	0.715458	0.585282	0.674122	-0.0204731	-0.394024	-0.391744	0.187283
711.323	10.3543	0.838172	68.6376	-0.934975	14.0148	0.873537	0.762465	0.635092	0.690678	0.0253203	-0.534219	-0.534723	0.0404605
721.343	10.5001	0.849978	68.628	-0.956104	14.0957	0.818201	0.73421	0.604586	0.681115	0.00419107	-0.453341	-0.452609	0.104126
731.387	10.6463	0.861814	68.6314	-0.943195	14.0651	0.838478	0.744383	0.615535	0.684496	0.0170999	-0.483961	-0.484029	0.0602006
741.322	10.7909	0.87352	68.6402	-0.957641	14.105	0.823354	0.743529	0.610652	0.693334	0.00265353	-0.444065	-0.44325	0.107798
751.361	10.9371	0.88535	68.6724	-0.923108	13.9229	0.95905	0.81841	0.688618	0.725498	0.0371866	-0.626136	-0.627225	0.0169665
761.381	11.0829	0.897156	68.662	-0.955756	14.0427	0.876188	0.777847	0.643396	0.715048	0.00453894	-0.50635	-0.50552	0.117316
771.334	11.2278	0.908884	68.6506	-0.987068	14.1484	0.810154	0.744862	0.608718	0.703672	-0.0267732	-0.400599	-0.397866	0.214509
781.363	11.3738	0.920702	68.6533	-0.992895	14.1812	0.797051	0.741403	0.603458	0.706364	-0.0326	-0.367799	-0.36474	0.228736
791.393	11.5198	0.93252	68.6642	-0.992881	14.1433	0.824732	0.75898	0.620416	0.717319	-0.0325867	-0.405677	-0.402526	0.239374
801.337	11.6645	0.944238	68.6877	-0.945069	13.9893	0.928639	0.814418	0.676957	0.74081	0.0152256	-0.559766	-0.559537	0.0885689
811.366	11.8105	0.956055	68.6731	-0.998517	14.1438	0.832484	0.767539	0.627383	0.726216	-0.0382223	-0.40519	-0.401644	0.261953
821.386	11.9564	0.967862	68.6781	-0.990011	14.1379	0.839388	0.773085	0.631412	0.731237	-0.0297161	-0.411074	-0.408111	0.229325
831.34	12.1013	0.979591	68.6885	-0.945723	14.0149	0.914073	0.808851	0.669727	0.74162	0.0145717	-0.53415	-0.533935	0.084187
841.364	12.2472	0.991403	68.6846	-0.989698	14.1584	0.83527	0.77534	0.631155	0.737736	-0.0294034	-0.390586	-0.387694	0.222288
851.386	12.3931	1.00321	68.6998	-0.959543	14.0603	0.897578	0.808817	0.664816	0.752847	0.000751533	-0.48874	-0.487693	0.127817
861.342	12.538	1.01494	68.6975	-0.962401	14.0472	0.902932	0.809724	0.667035	0.750622	-0.0021064	-0.501844	-0.500572	0.14305
871.361	12.6838	1.02675	68.6987	-0.985521	14.1085	0.871709	0.798172	0.653029	0.751762	-0.0252266	-0.440562	-0.43784	0.219526
881.399	12.8299	1.03858	68.7191	-0.948332	13.9668	0.967165	0.8486	0.705249	0.772165	0.0119629	-0.582259	-0.581758	0.108097
891.346	12.9747	1.0503	68.7144	-0.982758	14.0781	0.90074	0.819141	0.671838	0.767484	-0.0224636	-0.470952	-0.468349	0.216934
901.375	13.1207	1.06212	68.7066	-0.976389	14.1094	0.877866	0.8052	0.657676	0.759708	-0.0160942	-0.439583	-0.437497	0.182344
911.405	13.2667	1.07393	68.729	-0.944112	13.9589	0.979894	0.859593	0.714368	0.782088	0.0161831	-0.590144	-0.58991	0.0930418
921.348	13.4115	1.08565	68.747	-0.945333	13.9153	1.02078	0.887074	0.740287	0.800106	0.0149622	-0.633712	-0.633296	0.110124
931.376	13.5574	1.09747	68.7344	-0.981957	14.0401	0.93784	0.845972	0.696103	0.787469	-0.0216618	-0.508887	-0.506248	0.224432
941.406	13.7034	1.10928	68.7247	-0.976269	14.0928	0.901895	0.825623	0.674834	0.77781	-0.0159742	-0.456257	-0.454139	0.186527
951.35	13.8482	1.121	68.7427	-0.979456	14.0411	0.944197	0.853384	0.701418	0.795742	-0.0191616	-0.507875	-0.505412	0.213992
961.38	13.9942	1.13282	68.7353	-1.00805	14.148	0.885757	0.826255	0.67259	0.788357	-0.0477556	-0.400971	-0.396762	0.299167
971.323	14.1389	1.14454	68.7565	-0.964152	14.0013	0.977507	0.874857	0.72125	0.809608	-0.00385737	-0.547759	-0.546259	0.162994
981.352	14.2849	1.15635	68.7615	-0.985662	14.0102	0.977006	0.877984	0.723764	0.814612	-0.0253668	-0.538801	-0.535829	0.248024
991.382	14.4309	1.16817	68.7486	-1.00362	14.1006	0.919575	0.847556	0.692796	0.801669	-0.0433222	-0.448405	-0.444391	0.294907
1001.33	14.5756	1.17989	68.7565	-1.00119	14.0941	0.929518	0.856172	0.699735	0.809547	-0.0408985	-0.454934	-0.451075	0.286983
1011.36	14.7216	1.19171	68.7586	-1.00007	14.1199	0.918954	0.853204	0.694894	0.811658	-0.0397756	-0.429075	-0.425361	0.275033
1021.38	14.8676	1.20353	68.7687	-1.00204	14.0983	0.938161	0.866951	0.707573	0.821764	-0.0417422	-0.450676	-0.446768	0.289172
1031.33	15.0123	1.21524	68.7844	-0.968742	13.9731	1.01648	0.907242	0.748981	0.837511	-0.00844756	-0.57596	-0.574077	0.189652
1041.35	15.1582	1.22705	68.7786	-0.994499	14.0648	0.962999	0.882612	0.722103	0.831676	-0.0342047	-0.484266	-0.480807	0.268296
1051.39	15.3043	1.23888	68.7866	-0.992721	14.0207	0.992635	0.899291	0.739177	0.839713	-0.032426	-0.528351	-0.524908	0.273739
1061.32	15.4489	1.25058	68.7728	-1.01507	14.1365	0.924802	0.864488	0.703505	0.825874	-0.0547778	-0.412541	-0.407802	0.330808
1071.36	15.5951	1.26241	68.7985	-0.986873	14.0111	1.00755	0.912196	0.749489	0.851547	-0.0265785	-0.537878	-0.534823	0.25269
1081.39	15.741	1.27423	68.8133	-0.971843	13.9261	1.06711	0.944991	0.782917	0.86638	-0.0115478	-0.622878	-0.620666	0.215664
1091.36	15.8862	1.28598	68.8399	-1.00113	13.9962	1.05105	0.954652	0.784229	0.892983	-0.0408386	-0.552822	-0.54872	0.315061
1101.39	16.0322	1.2978	68.8528	-0.9909	13.9174	1.1048	0.98395	0.81428	0.905913	-0.0306047	-0.631631	-0.628058	0.296233
1111.34	16.177	1.30952	68.8433	-1.0066	14.0295	1.03706	0.951165	0.778614	0.89636	-0.0463005	-0.519515	-0.515108	0.327573
1121.37	16.323	1.32134	68.8462	-0.981939	13.9551	1.07793	0.968856	0.797984	0.899286	-0.0216446	-0.593925	-0.591079	0.248661
1131.4	16.469	1.33316	68.8583	-0.964732	13.8903	1.12451	0.994767	0.824088	0.911386	-0.00443693	-0.658696	-0.656892	0.196735
1141.34	16.6137	1.34487	68.834	-1.03025	14.107	0.993629	0.929049	0.757089	0.887123	-0.0699535	-0.442061	-0.436148	0.400687
1151.37	16.7597	1.35669	68.8486	-1.00972	14.025	1.04404	0.957211	0.783946	0.901669	-0.0494234	-0.523992	-0.51935	0.341571
1161.4	16.9057	1.36851	68.876	-0.954336	13.8155	1.1837	1.0295	0.858957	0.929044	0.00595894	-0.733483	-0.732219	0.175265
1171.33	17.0503	1.38022	68.8561	-1.00105	13.9946	1.06562	0.970114	0.796033	0.90915	-0.0407578	-0.55437	-0.55027	0.315183
1181.37	17.1964	1.39204	68.8548	-1.03752	14.0863	1.02193	0.952982	0.778108	0.907881	-0.0772266	-0.46273	-0.45623	0.436219
1191.4	17.3424	1.40386	68.8779	-0.965806	13.8423	1.16882	1.02454	0.852245	0.93098	-0.00551148	-0.706674	-0.704679	0.214887
1201.35	17.4872	1.41558	68.866	-0.991673	13.9791	1.0819	0.982345	0.806153	0.919068	-0.0313777	-0.569949	-0.566476	0.281475
1211.36	17.633	1.42738	68.8753	-0.953277	13.8832	1.14248	1.01191	0.837388	0.928369	0.00701812	-0.665835	-0.664802	0.151721
1221.4	17.7792	1.43922	68.8799	-0.993723	13.9382	1.11564	1.00429	0.827318	0.932946	-0.0334282	-0.610862	-0.60714	0.301733
1231.35	17.9239	1.45093	68.8858	-0.993348	13.9079	1.13742	1.01669	0.840068	0.938913	-0.0330534	-0.641159	-0.637388	0.30905
1241.37	18.0698	1.46274	68.8754	-1.01175	13.9885	1.08578	0.990006	0.812691	0.928493	-0.0514564	-0.560515	-0.555632	0.360569
1251.32	18.2147	1.47447	68.8843	-1.00864	13.9615	1.10737	1.00395	0.825776	0.937439	-0.0483431	-0.58749	-0.582761	0.355824
1261.35	18.3606	1.48628	68.8835	-1.00747	14.0107	1.0813	0.992899	0.812143	0.936594	-0.0471735	-0.538301	-0.533783	0.336608
1271.37	18.5065	1.49809	68.8955	-1.00023	13.9468	1.12433	1.0172	0.836581	0.948604	-0.0399361	-0.602223	-0.59806	0.325815
1281.33	18.6514	1.50982	68.9133	-0.969042	13.7983	1.22371	1.06793	0.890206	0.966377	-0.00874729	-0.750669	-0.748341	0.240942
1291.35	18.7974	1.52164	68.8913	-1.0498	14.056	1.0691	0.99407	0.813804	0.944407	-0.0895008	-0.493003	-0.485512	0.495017
1301.38	18.9434	1.53345	68.9022	-1.00913	13.9645	1.12094	1.01998	0.837553	0.955244	-0.0488335	-0.584491	-0.579734	0.356941
1311.33	19.0881	1.54517	68.9198	-1.00647	13.9262	1.15609	1.04457	0.859982	0.972862	-0.0461703	-0.622867	-0.618202	0.357391
1321.36	19.2341	1.55699	68.9141	-1.02177	13.9517	1.13841	1.03448	0.851163	0.967186	-0.061471	-0.597276	-0.591569	0.412341
1331.38	19.3801	1.56881	68.911	-1.01351	13.9992	1.11111	1.0214	0.835434	0.964091	-0.0532148	-0.549783	-0.544801	0.364568
1341.33	19.5248	1.58053	68.9249	-1.01716	13.9228	1.16267	1.05056	0.865914	0.977976	-0.0568647	-0.626206	-0.620758	0.402158
1351.36	19.6708	1.59234	68.9307	-0.988181	13.8849	1.18735	1.06334	0.877273	0.983836	-0.0278861	-0.66415	-0.660687	0.294577
1361.39	19.8168	1.60416	68.939	-0.998506	13.9077	1.18193	1.0662	0.877583	0.99208	-0.0382109	-0.641311	-0.637171	0.330234
1371.33	19.9616	1.61588	68.9319	-1.02005	13.9481	1.15534	1.0518	0.864368	0.984973	-0.0597538	-0.600882	-0.595291	0.406404
1381.36	20.1076	1.6277	68.9572	-0.99769	13.8262	1.24277	1.1018	0.913697	1.01026	-0.0373956	-0.722805	-0.718513	0.350993
1391.39	20.2536	1.63951	68.9322	-1.04123	14.0241	1.11934	1.03824	0.848979	0.98531	-0.0809345	-0.524912	-0.517969	0.469895
1401.34	20.3983	1.65123	68.9419	-1.02446	13.9645	1.15578	1.05806	0.867834	0.995016	-0.064168	-0.584509	-0.578638	0.419532
1411.37	20.5443	1.66305	68.966	-1.02078	13.8824	1.21926	1.09792	0.906331	1.01909	-0.0604844	-0.666628	-0.660807	0.429141
1421.38	20.6902	1.67486	68.9435	-1.02901	13.9927	1.14336	1.05414	0.862508	0.996549	-0.0687119	-0.556272	-0.550145	0.429601
1431.34	20.835	1.68659	68.9558	-1.01577	13.9086	1.19623	1.08236	0.891185	1.00886	-0.0554723	-0.640373	-0.634989	0.400694
1441.37	20.981	1.6984	68.9472	-1.04248	13.9936	1.14706	1.05828	0.867269	1.00025	-0.0821833	-0.555427	-0.548307	0.484205
1451.4	21.127	1.71022	68.9681	-1.01266	13.8709	1.22695	1.10206	0.909906	1.02119	-0.0523698	-0.678111	-0.672851	0.39927
1461.34	21.2718	1.72194	68.9566	-1.04096	13.9664	1.1685	1.07244	0.880496	1.00968	-0.0806667	-0.582609	-0.575527	0.486279
1471.37	21.4178	1.73376	68.9634	-1.0342	13.9657	1.17433	1.07862	0.884345	1.01652	-0.0739049	-0.583339	-0.576756	0.458912
1481.4	21.5638	1.74557	68.9785	-1.03273	13.9307	1.20483	1.09977	0.903736	1.03154	-0.0724372	-0.618294	-0.611724	0.463497
1491.34	21.7085	1.75729	68.9902	-1.01779	13.8511	1.25651	1.12725	0.931547	1.04329	-0.0574919	-0.697895	-0.692209	0.426288
1501.37	21.8545	1.76911	68.9732	-1.05614	14.0112	1.1626	1.08052	0.884266	1.02626	-0.0958472	-0.53781	-0.529718	0.534432
1511.4	22.0004	1.78092	68.99	-1.01572	13.8399	1.26256	1.12958	0.934393	1.04313	-0.0554205	-0.709133	-0.703568	0.421158
1521.34	22.1452	1.79264	68.9948	-1.01829	13.8726	1.24858	1.1267	0.928712	1.04786	-0.0579904	-0.676446	-0.670781	0.421861
1531.36	22.291	1.80445	69.0075	-0.978061	13.7384	1.33504	1.16887	0.973209	1.06063	-0.0177663	-0.810608	-0.807494	0.295837
1541.32	22.4359	1.81617	68.9871	-1.05576	13.9777	1.19056	1.09997	0.902145	1.04017	-0.0954622	-0.571295	-0.563138	0.54315
1551.35	22.5819	1.82799	68.9865	-1.01362	13.8818	1.2364	1.11672	0.919722	1.03955	-0.0533239	-0.667217	-0.661918	0.399922
1561.38	22.7279	1.83981	68.9894	-1.03159	13.9412	1.20879	1.10779	0.908517	1.04244	-0.0712934	-0.607792	-0.601335	0.45564
1571.32	22.8727	1.85153	69.0035	-1.01443	13.8532	1.26629	1.13896	0.939711	1.05661	-0.0541333	-0.695813	-0.690378	0.411842
1581.35	23.0186	1.86335	69.0153	-0.999396	13.7795	1.31728	1.16646	0.967681	1.06844	-0.0391011	-0.769498	-0.764961	0.371985
1591.38	23.1646	1.87516	69.0002	-1.04348	13.9328	1.22313	1.12039	0.920374	1.05326	-0.0831838	-0.616255	-0.608892	0.506828
1601.33	23.3094	1.88689	69.0049	-1.04938	13.942	1.22305	1.12339	0.922468	1.05802	-0.0890857	-0.607038	-0.599258	0.528125
1611.35	23.4554	1.8987	69.0133	-1.03546	13.8843	1.25883	1.14231	0.941023	1.06637	-0.0751639	-0.664718	-0.657818	0.488811
1621.38	23.6014	1.91052	69.0272	-1.00031	13.7967	1.31702	1.17326	0.97071	1.08029	-0.0400111	-0.752277	-0.747719	0.370584
1631.33	23.7461	1.92224	69.0134	-1.03966	13.9268	1.23722	1.13375	0.930534	1.06644	-0.0793639	-0.622194	-0.615099	0.49302
1641.36	23.8921	1.93406	69.0339	-1.01899	13.8015	1.32047	1.17907	0.97618	1.08696	-0.0586986	-0.747474	-0.741565	0.446313
1651.39	24.0381	1.94587	69.0274	-1.02367	13.8617	1.28217	1.15975	0.955248	1.08051	-0.0633713	-0.687352	-0.681262	0.447273
1661.33	24.1828	1.95759	69.0223	-1.04169	13.9053	1.25591	1.14664	0.94275	1.07535	-0.0813946	-0.643672	-0.636365	0.50791
1671.36	24.3288	1.96941	69.0198	-1.03537	13.8832	1.2649	1.14859	0.945835	1.07285	-0.0750709	-0.665821	-0.658925	0.488767
1681.39	24.4748	1.98123	69.0312	-1.01758	13.8257	1.30462	1.17094	0.967103	1.08425	-0.0572812	-0.72329	-0.717551	0.433111
1691.33	24.6196	1.99294	69.035	-1.03668	13.85	1.29553	1.17007	0.965785	1.08809	-0.0763807	-0.699027	-0.69194	0.504343
1701.36	24.7656	2.00476	69.0304	-1.02616	13.8391	1.29701	1.16761	0.963976	1.08345	-0.0658648	-0.709953	-0.703617	0.464413
1711.39	24.9116	2.01658	69.0357	-1.05972	13.916	1.26337	1.15829	0.952862	1.08883	-0.0994228	-0.632988	-0.624354	0.578439
1721.34	25.0563	2.0283	69.0468	-1.02727	13.8177	1.32252	1.18771	0.981584	1.09987	-0.0669729	-0.731347	-0.724871	0.475525
1731.36	25.2023	2.04011	69.0611	-1.00476	13.7347	1.38076	1.21943	1.01306	1.11416	-0.0444673	-0.814346	-0.809301	0.40775
1741.39	25.3483	2.05193	69.0478	-1.02228	13.8208	1.32146	1.18775	0.98071	1.10094	-0.0619819	-0.728247	-0.722149	0.453997
1751.34	25.493	2.06365	69.0439	-1.06282	13.9149	1.27124	1.16642	0.959544	1.09699	-0.10253	-0.634165	-0.625291	0.591525
1761.37	25.639	2.07547	69.0571	-1.01758	13.7738	1.35527	1.20693	1.00011	1.11021	-0.0572809	-0.775186	-0.769306	0.448912
1771.39	25.785	2.08728	69.0366	-1.07578	13.9579	1.24509	1.15213	0.946485	1.08973	-0.115485	-0.591099	-0.581361	0.630971
1781.34	25.9298	2.099	69.0437	-1.0797	13.9723	1.24491	1.15644	0.94896	1.0968	-0.119406	-0.576683	-0.566686	0.642423
1791.37	26.0758	2.11082	69.07	-1.03793	13.8021	1.35099	1.21328	1.00371	1.12304	-0.0776304	-0.746937	-0.739623	0.524306
1801.4	26.2218	2.12264	69.0757	-1.01111	13.7682	1.37346	1.22504	1.01366	1.12875	-0.0508163	-0.780866	-0.775446	0.423892
