Version,File,MD5,MinVersion,MaxVersion,Reason
2.5.1,wp-admin/css/colors-classic.css,28f5840cdab148f66e3c93ca047fc6d2,2.5.1,2.5.1,contained
2.6,wp-admin/css/dashboard-rtl.css,e1532114021a77a683c7415ec4e29db3,2.6,2.6,contained
2.6.1,wp-admin/css/press-this-ie.css,e9129420be8a404147faf2a2de4fc9e9,2.6,2.6.1,contained
2.6.2,wp-admin/css/press-this-ie.css,1ffbb45a7cc8a96c335ba18973704905,2.6.2,2.6.5,contained
2.6.3,wp-admin/css/press-this-ie.css,1ffbb45a7cc8a96c335ba18973704905,2.6.2,2.6.5,contained
2.6.5,wp-admin/css/press-this-ie.css,1ffbb45a7cc8a96c335ba18973704905,2.6.2,2.6.5,contained
2.7,wp-admin/css/colors-classic.css,01bf077a9bb28e93c4596ee0063eab83,2.7,2.7,contained
2.7.1,wp-admin/css/colors-classic.css,53f33ed31f23389799301fec86458c06,2.7.1,2.7.1,contained
2.8,wp-admin/css/colors-classic.css,58fb10cc748dd1cde88c24f07ab0e301,2.8,2.8,contained
2.8.1,wp-admin/css/plugin-install.css,f7d487f7084a44abbb9c73956cfff128,2.8,2.8.2,contained
2.8.2,wp-admin/css/plugin-install.css,f7d487f7084a44abbb9c73956cfff128,2.8,2.8.2,contained
2.8.3,wp-admin/css/plugin-install.css,48705f886f1714e4c4c130e5fa7443f8,2.8.3,2.8.6,contained
2.8.4,wp-admin/css/plugin-install.css,48705f886f1714e4c4c130e5fa7443f8,2.8.3,2.8.6,contained
2.8.5,wp-admin/css/plugin-install.css,48705f886f1714e4c4c130e5fa7443f8,2.8.3,2.8.6,contained
2.8.6,wp-admin/css/plugin-install.css,48705f886f1714e4c4c130e5fa7443f8,2.8.3,2.8.6,contained
2.9,wp-admin/css/global.css,bc834ff6c4039a8ffa7d623e63406d0c,2.9,2.9,contained
2.9.1,wp-admin/css/global.css,c65e7d9d4efb1cb319378608ac0af681,2.9.1,2.9.2,contained
2.9.2,wp-admin/css/global.css,c65e7d9d4efb1cb319378608ac0af681,2.9.1,2.9.2,contained
3.0,wp-admin/js/post.dev.js,73299ae2e6e8681b5eb9949706dcbb34,3.0,3.0.4,contained
3.0.1,wp-admin/js/post.dev.js,73299ae2e6e8681b5eb9949706dcbb34,3.0,3.0.4,contained
3.0.2,wp-admin/js/post.dev.js,73299ae2e6e8681b5eb9949706dcbb34,3.0,3.0.4,contained
3.0.3,wp-admin/js/post.dev.js,73299ae2e6e8681b5eb9949706dcbb34,3.0,3.0.4,contained
3.0.4,wp-admin/js/post.dev.js,73299ae2e6e8681b5eb9949706dcbb34,3.0,3.0.4,contained
3.0.5,wp-admin/js/post.dev.js,580e3d6a8e88257b921a534c26560007,3.0.5,3.0.6,contained
3.0.6,wp-admin/js/post.dev.js,580e3d6a8e88257b921a534c26560007,3.0.5,3.0.6,contained
3.1,wp-includes/css/admin-bar.css,181250fab3a7e2549a7e7fa21c2e6079,3.1,3.1,contained
3.1.1,wp-admin/js/user-profile.dev.js,aba1c36c2aaa7856f19eb45068260a46,3.1,3.1.3,contained
3.1.2,wp-admin/js/user-profile.dev.js,aba1c36c2aaa7856f19eb45068260a46,3.1,3.1.3,contained
3.1.3,wp-includes/css/admin-bar.css,c92591680afc89977dc066e1c372a122,3.1.1,3.1.4,contained
3.1.4,wp-admin/js/user-profile.dev.js,b2385b31e10f0e05868dc9963f6b5492,3.1.4,3.1.4,contained
3.2,wp-admin/css/dashboard.css,1e3ac8152f5ff972260ce1bd50bde322,3.2,3.2,contained
3.2.1,wp-admin/css/dashboard.css,319ae2dfe4ba7ad0b5c1da8c5035205d,3.2.1,3.2.1,contained
3.3,wp-admin/js/common.dev.js,15668f1c67a3fdb80cf021e231c085d8,3.3,3.3,contained
3.3.1,wp-includes/js/plupload/changelog.txt,ce86f17aad09c14569675f27a8ee304a,3.3,3.3.1,contained
3.3.2,wp-includes/js/plupload/handlers.dev.js,92b374ca4bf0f5dfde86ea01725b5d2c,3.3.2,3.3.3,contained
3.3.3,wp-includes/js/plupload/handlers.dev.js,92b374ca4bf0f5dfde86ea01725b5d2c,3.3.2,3.3.3,contained
3.4,wp-admin/css/wp-admin.css,d8471b68d45739f07aac407c06fb8903,3.4,3.4,contained
3.4.1,wp-admin/js/customize-controls.dev.js,f518a6c4b341dcad34ca7f5145485923,3.4.1,3.4.1,contained
3.4.2,wp-admin/js/customize-controls.dev.js,4be2481e0d8960e317486394c2e5186f,3.4.2,3.4.2,contained
3.5,wp-admin/css/wp-admin.css,c8c02c7d0318ddeb985e324f126a19e8,3.5,3.5,contained
3.5.1,wp-includes/js/media-editor.js,e4097e9dea685c3e613e0fc015ba2832,3.5.1,3.5.1,contained
3.5.2,wp-includes/js/media-editor.js,1cde26c3ff2b26db1728fa937ca3cf2c,3.5.2,3.5.2,contained
3.6,wp-admin/js/categories.js,d41d8cd98f00b204e9800998ecf8427e,3.6,3.6,contained
3.6.1,wp-admin/js/common.js,03eaffeef39119f0523a49c7f9767f3b,3.6.1,3.6.1,contained
3.7,wp-includes/js/tinymce/plugins/wpeditimage/editor_plugin.js,4eb9923fe07a29b24bac1e21aaa7e6eb,3.7,3.7,contained
3.7.1,wp-admin/js/nav-menu.js,a784f15f81f5a7dfdeda227d1ae8bd02,3.7,3.7.5,contained
3.7.10,wp-admin/js/customize-controls.js,ab62b63d49366e5face06aa3e1547904,3.7,3.7.20,contained
3.7.11,wp-admin/js/customize-controls.js,ab62b63d49366e5face06aa3e1547904,3.7,3.7.20,contained
3.7.12,wp-admin/js/customize-controls.js,ab62b63d49366e5face06aa3e1547904,3.7,3.7.20,contained
3.7.13,wp-admin/js/customize-controls.js,ab62b63d49366e5face06aa3e1547904,3.7,3.7.20,contained
3.7.14,wp-admin/js/customize-controls.js,ab62b63d49366e5face06aa3e1547904,3.7,3.7.20,contained
3.7.15,wp-admin/js/customize-controls.js,ab62b63d49366e5face06aa3e1547904,3.7,3.7.20,contained
3.7.16,wp-admin/js/customize-controls.js,ab62b63d49366e5face06aa3e1547904,3.7,3.7.20,contained
3.7.17,wp-admin/js/customize-controls.js,ab62b63d49366e5face06aa3e1547904,3.7,3.7.20,contained
3.7.18,wp-admin/js/customize-controls.js,ab62b63d49366e5face06aa3e1547904,3.7,3.7.20,contained
3.7.19,wp-admin/js/customize-controls.js,ab62b63d49366e5face06aa3e1547904,3.7,3.7.20,contained
3.7.2,wp-admin/js/nav-menu.js,a784f15f81f5a7dfdeda227d1ae8bd02,3.7,3.7.5,contained
3.7.20,wp-admin/js/customize-controls.js,ab62b63d49366e5face06aa3e1547904,3.7,3.7.20,contained
3.7.21,wp-admin/js/customize-controls.min.js,4ade3891406d9308253a53aecd864f2e,3.7.21,3.7.33,contained
3.7.22,wp-includes/js/wplink.min.js,d9e99f88c210e4e9b1ef2a508305705a,3.7.22,3.7.33,contained
3.7.23,wp-includes/js/wplink.min.js,d9e99f88c210e4e9b1ef2a508305705a,3.7.22,3.7.33,contained
3.7.24,wp-includes/js/wplink.min.js,d9e99f88c210e4e9b1ef2a508305705a,3.7.22,3.7.33,contained
3.7.25,wp-includes/js/wplink.min.js,d9e99f88c210e4e9b1ef2a508305705a,3.7.22,3.7.33,contained
3.7.26,wp-includes/js/wplink.min.js,d9e99f88c210e4e9b1ef2a508305705a,3.7.22,3.7.33,contained
3.7.27,wp-includes/js/wplink.min.js,d9e99f88c210e4e9b1ef2a508305705a,3.7.22,3.7.33,contained
3.7.28,wp-includes/js/wplink.min.js,d9e99f88c210e4e9b1ef2a508305705a,3.7.22,3.7.33,contained
3.7.29,wp-includes/js/wplink.min.js,d9e99f88c210e4e9b1ef2a508305705a,3.7.22,3.7.33,contained
3.7.3,wp-admin/js/nav-menu.js,a784f15f81f5a7dfdeda227d1ae8bd02,3.7,3.7.5,contained
3.7.30,wp-includes/js/wplink.min.js,d9e99f88c210e4e9b1ef2a508305705a,3.7.22,3.7.33,contained
3.7.31,wp-includes/js/wplink.min.js,d9e99f88c210e4e9b1ef2a508305705a,3.7.22,3.7.33,contained
3.7.32,wp-includes/js/wplink.min.js,d9e99f88c210e4e9b1ef2a508305705a,3.7.22,3.7.33,contained
3.7.33,wp-includes/js/wplink.min.js,d9e99f88c210e4e9b1ef2a508305705a,3.7.22,3.7.33,contained
3.7.34,wp-admin/js/color-picker.min.js,fbaf1efbbfa3d66fbbe551c04f55c274,3.7.34,3.7.35,contained
3.7.35,wp-admin/js/color-picker.min.js,fbaf1efbbfa3d66fbbe551c04f55c274,3.7.34,3.7.35,contained
3.7.36,wp-admin/css/colors-classic.min.css,d507d04965bda0e3e58f8cd65df51ad6,3.7.36,3.7.40,contained
3.7.37,wp-admin/css/colors-classic.min.css,d507d04965bda0e3e58f8cd65df51ad6,3.7.36,3.7.40,contained
3.7.38,wp-admin/css/colors-classic.min.css,d507d04965bda0e3e58f8cd65df51ad6,3.7.36,3.7.40,contained
3.7.39,wp-admin/css/colors-classic.min.css,d507d04965bda0e3e58f8cd65df51ad6,3.7.36,3.7.40,contained
3.7.4,wp-admin/js/nav-menu.js,a784f15f81f5a7dfdeda227d1ae8bd02,3.7,3.7.5,contained
3.7.40,wp-admin/css/colors-classic.min.css,d507d04965bda0e3e58f8cd65df51ad6,3.7.36,3.7.40,contained
3.7.41,wp-admin/css/colors-classic.css,e3eb4092eebbe8c460c354a880bd8d42,3.7.41,3.7.41,contained
3.7.5,wp-admin/js/nav-menu.js,a784f15f81f5a7dfdeda227d1ae8bd02,3.7,3.7.5,contained
3.7.6,wp-admin/js/customize-controls.js,ab62b63d49366e5face06aa3e1547904,3.7,3.7.20,contained
3.7.7,wp-admin/js/customize-controls.js,ab62b63d49366e5face06aa3e1547904,3.7,3.7.20,contained
3.7.8,wp-admin/js/customize-controls.js,ab62b63d49366e5face06aa3e1547904,3.7,3.7.20,contained
3.7.9,wp-admin/js/customize-controls.js,ab62b63d49366e5face06aa3e1547904,3.7,3.7.20,contained
3.8,wp-admin/css/install-rtl.css,04328c1f971f271dc3618a71a0eee27d,3.8,3.8,contained
3.8.1,wp-admin/js/nav-menu.min.js,8c02fa2ffa234c96ba76341532da142e,3.8,3.8.5,contained
3.8.10,wp-admin/js/customize-controls.js,9f2f8d7a1cce39d9f72bbb3928707d23,3.8,3.8.20,contained
3.8.11,wp-admin/js/customize-controls.js,9f2f8d7a1cce39d9f72bbb3928707d23,3.8,3.8.20,contained
3.8.12,wp-admin/js/customize-controls.js,9f2f8d7a1cce39d9f72bbb3928707d23,3.8,3.8.20,contained
3.8.13,wp-admin/js/customize-controls.js,9f2f8d7a1cce39d9f72bbb3928707d23,3.8,3.8.20,contained
3.8.14,wp-admin/js/customize-controls.js,9f2f8d7a1cce39d9f72bbb3928707d23,3.8,3.8.20,contained
3.8.15,wp-admin/js/customize-controls.js,9f2f8d7a1cce39d9f72bbb3928707d23,3.8,3.8.20,contained
3.8.16,wp-admin/js/customize-controls.js,9f2f8d7a1cce39d9f72bbb3928707d23,3.8,3.8.20,contained
3.8.17,wp-admin/js/customize-controls.js,9f2f8d7a1cce39d9f72bbb3928707d23,3.8,3.8.20,contained
3.8.18,wp-admin/js/customize-controls.js,9f2f8d7a1cce39d9f72bbb3928707d23,3.8,3.8.20,contained
3.8.19,wp-admin/js/customize-controls.js,9f2f8d7a1cce39d9f72bbb3928707d23,3.8,3.8.20,contained
3.8.2,wp-admin/js/nav-menu.min.js,8c02fa2ffa234c96ba76341532da142e,3.8,3.8.5,contained
3.8.20,wp-admin/js/customize-controls.js,9f2f8d7a1cce39d9f72bbb3928707d23,3.8,3.8.20,contained
3.8.21,wp-admin/js/customize-controls.min.js,bc89d78db3fba05de97e6a6453efb358,3.8.21,3.8.33,contained
3.8.22,wp-includes/js/wplink.min.js,a80a3c351b5307e73a9efa09e35f378f,3.8.22,3.8.33,contained
3.8.23,wp-includes/js/wplink.min.js,a80a3c351b5307e73a9efa09e35f378f,3.8.22,3.8.33,contained
3.8.24,wp-includes/js/wplink.min.js,a80a3c351b5307e73a9efa09e35f378f,3.8.22,3.8.33,contained
3.8.25,wp-includes/js/wplink.min.js,a80a3c351b5307e73a9efa09e35f378f,3.8.22,3.8.33,contained
3.8.26,wp-includes/js/wplink.min.js,a80a3c351b5307e73a9efa09e35f378f,3.8.22,3.8.33,contained
3.8.27,wp-includes/js/wplink.min.js,a80a3c351b5307e73a9efa09e35f378f,3.8.22,3.8.33,contained
3.8.28,wp-includes/js/wplink.min.js,a80a3c351b5307e73a9efa09e35f378f,3.8.22,3.8.33,contained
3.8.29,wp-includes/js/wplink.min.js,a80a3c351b5307e73a9efa09e35f378f,3.8.22,3.8.33,contained
3.8.3,wp-admin/js/nav-menu.min.js,8c02fa2ffa234c96ba76341532da142e,3.8,3.8.5,contained
3.8.30,wp-includes/js/wplink.min.js,a80a3c351b5307e73a9efa09e35f378f,3.8.22,3.8.33,contained
3.8.31,wp-admin/css/colors/blue/colors-rtl.css,10a5a7deb7dc77912ba0d9a24d3ce8e2,3.8.31,3.8.33,contained
3.8.32,wp-admin/css/colors/blue/colors-rtl.css,10a5a7deb7dc77912ba0d9a24d3ce8e2,3.8.31,3.8.33,contained
3.8.33,wp-admin/css/colors/blue/colors-rtl.css,10a5a7deb7dc77912ba0d9a24d3ce8e2,3.8.31,3.8.33,contained
3.8.34,wp-admin/css/colors/blue/colors-rtl.css,ce122c37c5c54caea5e961c433149a71,3.8.34,3.8.35,contained
3.8.35,wp-admin/css/colors/blue/colors-rtl.css,ce122c37c5c54caea5e961c433149a71,3.8.34,3.8.35,contained
3.8.36,wp-admin/css/colors-rtl.min.css,fb936ce2c685e1da3ff00033928912ef,3.8.36,3.8.40,contained
3.8.37,wp-admin/css/colors-rtl.min.css,fb936ce2c685e1da3ff00033928912ef,3.8.36,3.8.40,contained
3.8.38,wp-admin/css/colors-rtl.min.css,fb936ce2c685e1da3ff00033928912ef,3.8.36,3.8.40,contained
3.8.39,wp-admin/css/colors-rtl.min.css,fb936ce2c685e1da3ff00033928912ef,3.8.36,3.8.40,contained
3.8.4,wp-admin/js/nav-menu.min.js,8c02fa2ffa234c96ba76341532da142e,3.8,3.8.5,contained
3.8.40,wp-admin/css/colors-rtl.min.css,fb936ce2c685e1da3ff00033928912ef,3.8.36,3.8.40,contained
3.8.41,wp-admin/css/colors-rtl.css,c77263467c08a990ec77862469f71263,3.8.41,3.8.41,contained
3.8.5,wp-admin/js/nav-menu.min.js,8c02fa2ffa234c96ba76341532da142e,3.8,3.8.5,contained
3.8.6,wp-admin/js/customize-controls.js,9f2f8d7a1cce39d9f72bbb3928707d23,3.8,3.8.20,contained
3.8.7,wp-admin/js/customize-controls.js,9f2f8d7a1cce39d9f72bbb3928707d23,3.8,3.8.20,contained
3.8.8,wp-admin/js/customize-controls.js,9f2f8d7a1cce39d9f72bbb3928707d23,3.8,3.8.20,contained
3.8.9,wp-admin/js/customize-controls.js,9f2f8d7a1cce39d9f72bbb3928707d23,3.8,3.8.20,contained
3.9,wp-admin/css/admin-menu-rtl.css,617bad9e838b5d8ff1a6694a2c2cf79a,3.9,3.9,contained
3.9.1,wp-includes/js/tinymce/plugins/wpeditimage/plugin.js,8f22e62d72c7f4553d29514d41fb824d,3.9.1,3.9.2,contained
3.9.10,wp-admin/js/customize-controls.js,fe12ea464a3c4656f6a37b1627b96089,3.9.1,3.9.18,contained
3.9.11,wp-admin/js/customize-controls.js,fe12ea464a3c4656f6a37b1627b96089,3.9.1,3.9.18,contained
3.9.12,wp-admin/js/customize-controls.js,fe12ea464a3c4656f6a37b1627b96089,3.9.1,3.9.18,contained
3.9.13,wp-admin/js/customize-controls.js,fe12ea464a3c4656f6a37b1627b96089,3.9.1,3.9.18,contained
3.9.14,wp-admin/js/customize-controls.js,fe12ea464a3c4656f6a37b1627b96089,3.9.1,3.9.18,contained
3.9.15,wp-admin/js/customize-controls.js,fe12ea464a3c4656f6a37b1627b96089,3.9.1,3.9.18,contained
3.9.16,wp-admin/js/customize-controls.js,fe12ea464a3c4656f6a37b1627b96089,3.9.1,3.9.18,contained
3.9.17,wp-admin/js/customize-controls.js,fe12ea464a3c4656f6a37b1627b96089,3.9.1,3.9.18,contained
3.9.18,wp-admin/js/customize-controls.js,fe12ea464a3c4656f6a37b1627b96089,3.9.1,3.9.18,contained
3.9.19,wp-admin/js/customize-controls.min.js,2b51b0bcb5aace306affe367f0e41984,3.9.19,3.9.33,contained
3.9.2,wp-includes/js/tinymce/plugins/wpeditimage/plugin.js,8f22e62d72c7f4553d29514d41fb824d,3.9.1,3.9.2,contained
3.9.20,wp-includes/js/wplink.min.js,67e7be5e708bcfc2f2d3cd31ed6f4c9c,3.9.20,3.9.33,contained
3.9.21,wp-includes/js/wplink.min.js,67e7be5e708bcfc2f2d3cd31ed6f4c9c,3.9.20,3.9.33,contained
3.9.22,wp-includes/js/wplink.min.js,67e7be5e708bcfc2f2d3cd31ed6f4c9c,3.9.20,3.9.33,contained
3.9.23,wp-includes/js/wplink.min.js,67e7be5e708bcfc2f2d3cd31ed6f4c9c,3.9.20,3.9.33,contained
3.9.24,wp-includes/js/wplink.min.js,67e7be5e708bcfc2f2d3cd31ed6f4c9c,3.9.20,3.9.33,contained
3.9.25,wp-includes/js/wplink.min.js,67e7be5e708bcfc2f2d3cd31ed6f4c9c,3.9.20,3.9.33,contained
3.9.26,wp-includes/js/wplink.min.js,67e7be5e708bcfc2f2d3cd31ed6f4c9c,3.9.20,3.9.33,contained
3.9.27,wp-includes/js/wplink.min.js,67e7be5e708bcfc2f2d3cd31ed6f4c9c,3.9.20,3.9.33,contained
3.9.28,wp-includes/js/wplink.min.js,67e7be5e708bcfc2f2d3cd31ed6f4c9c,3.9.20,3.9.33,contained
3.9.29,wp-includes/js/wplink.min.js,67e7be5e708bcfc2f2d3cd31ed6f4c9c,3.9.20,3.9.33,contained
3.9.3,wp-includes/js/tinymce/wp-tinymce.js.gz,f094cea5fe2b1c870c662ff4794c589f,3.9.3,3.9.5,contained
3.9.30,wp-includes/js/wplink.min.js,67e7be5e708bcfc2f2d3cd31ed6f4c9c,3.9.20,3.9.33,contained
3.9.31,wp-includes/js/wplink.min.js,67e7be5e708bcfc2f2d3cd31ed6f4c9c,3.9.20,3.9.33,contained
3.9.32,wp-includes/js/wplink.min.js,67e7be5e708bcfc2f2d3cd31ed6f4c9c,3.9.20,3.9.33,contained
3.9.33,wp-includes/js/wplink.min.js,67e7be5e708bcfc2f2d3cd31ed6f4c9c,3.9.20,3.9.33,contained
3.9.34,wp-admin/css/wp-admin-rtl.min.css,c2eb4d0ad3894f8af79147fd5f5d93ae,3.9.34,3.9.39,contained
3.9.35,wp-admin/css/wp-admin-rtl.min.css,c2eb4d0ad3894f8af79147fd5f5d93ae,3.9.34,3.9.39,contained
3.9.36,wp-admin/css/wp-admin-rtl.min.css,c2eb4d0ad3894f8af79147fd5f5d93ae,3.9.34,3.9.39,contained
3.9.37,wp-admin/css/wp-admin-rtl.min.css,c2eb4d0ad3894f8af79147fd5f5d93ae,3.9.34,3.9.39,contained
3.9.39,wp-admin/css/wp-admin-rtl.min.css,c2eb4d0ad3894f8af79147fd5f5d93ae,3.9.34,3.9.39,contained
3.9.4,wp-includes/js/tinymce/wp-tinymce.js.gz,f094cea5fe2b1c870c662ff4794c589f,3.9.3,3.9.5,contained
3.9.40,wp-admin/css/common-rtl.css,a85b95174985323107d316e8c1ef94f6,3.9.40,3.9.40,contained
3.9.5,wp-includes/js/tinymce/wp-tinymce.js.gz,f094cea5fe2b1c870c662ff4794c589f,3.9.3,3.9.5,contained
3.9.6,wp-admin/js/customize-controls.js,fe12ea464a3c4656f6a37b1627b96089,3.9.1,3.9.18,contained
3.9.7,wp-admin/js/customize-controls.js,fe12ea464a3c4656f6a37b1627b96089,3.9.1,3.9.18,contained
3.9.8,wp-admin/js/customize-controls.js,fe12ea464a3c4656f6a37b1627b96089,3.9.1,3.9.18,contained
3.9.9,wp-admin/js/customize-controls.js,fe12ea464a3c4656f6a37b1627b96089,3.9.1,3.9.18,contained
4.0,wp-admin/js/editor-expand.js,404895c4518505935866c5eb11047c30,4.0,4.0,contained
4.0.1,wp-includes/css/media-views-rtl.min.css,a119e12e638192f47f133c28c9c259c4,4.0.1,4.0.1,contained
4.0.10,wp-admin/js/customize-controls.js,3362df7d178d660d2108e554428dc01f,4.0,4.0.17,contained
4.0.11,wp-admin/js/customize-controls.js,3362df7d178d660d2108e554428dc01f,4.0,4.0.17,contained
4.0.12,wp-admin/js/customize-controls.js,3362df7d178d660d2108e554428dc01f,4.0,4.0.17,contained
4.0.13,wp-admin/js/customize-controls.js,3362df7d178d660d2108e554428dc01f,4.0,4.0.17,contained
4.0.14,wp-admin/js/customize-controls.js,3362df7d178d660d2108e554428dc01f,4.0,4.0.17,contained
4.0.15,wp-admin/js/customize-controls.js,3362df7d178d660d2108e554428dc01f,4.0,4.0.17,contained
4.0.16,wp-admin/js/customize-controls.js,3362df7d178d660d2108e554428dc01f,4.0,4.0.17,contained
4.0.17,wp-admin/js/customize-controls.js,3362df7d178d660d2108e554428dc01f,4.0,4.0.17,contained
4.0.18,wp-admin/js/customize-controls.min.js,70e9460296f0015550202829a4875756,4.0.18,4.0.32,contained
4.0.19,wp-includes/js/mce-view.min.js,294d02cbc00b2310c0d5cf11c55a2ba0,4.0.19,4.0.32,contained
4.0.2,wp-includes/js/tinymce/wp-tinymce.js.gz,3966bc13b65d9487dc6772c615b05cd9,4.0.1,4.0.4,contained
4.0.20,wp-includes/js/mce-view.min.js,294d02cbc00b2310c0d5cf11c55a2ba0,4.0.19,4.0.32,contained
4.0.21,wp-includes/js/mce-view.min.js,294d02cbc00b2310c0d5cf11c55a2ba0,4.0.19,4.0.32,contained
4.0.22,wp-includes/js/mce-view.min.js,294d02cbc00b2310c0d5cf11c55a2ba0,4.0.19,4.0.32,contained
4.0.23,wp-includes/js/mce-view.min.js,294d02cbc00b2310c0d5cf11c55a2ba0,4.0.19,4.0.32,contained
4.0.24,wp-includes/js/mce-view.min.js,294d02cbc00b2310c0d5cf11c55a2ba0,4.0.19,4.0.32,contained
4.0.25,wp-includes/js/mce-view.min.js,294d02cbc00b2310c0d5cf11c55a2ba0,4.0.19,4.0.32,contained
4.0.26,wp-includes/js/mce-view.min.js,294d02cbc00b2310c0d5cf11c55a2ba0,4.0.19,4.0.32,contained
4.0.27,wp-admin/css/colors/blue/colors-rtl.css,37af32fba1f76c7699f53034138a5853,4.0.27,4.0.32,contained
4.0.28,wp-admin/css/colors/blue/colors-rtl.css,37af32fba1f76c7699f53034138a5853,4.0.27,4.0.32,contained
4.0.29,wp-admin/css/colors/blue/colors-rtl.css,37af32fba1f76c7699f53034138a5853,4.0.27,4.0.32,contained
4.0.3,wp-includes/js/tinymce/wp-tinymce.js.gz,3966bc13b65d9487dc6772c615b05cd9,4.0.1,4.0.4,contained
4.0.30,wp-admin/css/colors/blue/colors-rtl.css,37af32fba1f76c7699f53034138a5853,4.0.27,4.0.32,contained
4.0.31,wp-admin/css/colors/blue/colors-rtl.css,37af32fba1f76c7699f53034138a5853,4.0.27,4.0.32,contained
4.0.32,wp-admin/css/colors/blue/colors-rtl.css,37af32fba1f76c7699f53034138a5853,4.0.27,4.0.32,contained
4.0.33,wp-admin/css/wp-admin-rtl.min.css,66191f96269385d9e085476bae0d1d24,4.0.33,4.0.37,contained
4.0.34,wp-admin/css/wp-admin-rtl.min.css,66191f96269385d9e085476bae0d1d24,4.0.33,4.0.37,contained
4.0.35,wp-admin/css/wp-admin-rtl.min.css,66191f96269385d9e085476bae0d1d24,4.0.33,4.0.37,contained
4.0.36,wp-admin/css/wp-admin-rtl.min.css,66191f96269385d9e085476bae0d1d24,4.0.33,4.0.37,contained
