,connected,bipartite,chordal,cubic,eulerian,planar,regular,subcubic,tree,K_4_free,triangle_free,claw_free,cograph,nontrivial,order,size,maximum_degree,minimum_degree,diameter,radius,clique_number,chromatic_number,independence_number,vertex_cover_number,matching_number,triameter,slater,annihilation_number,residue,harmonic_index,domination_number,total_domination_number,independent_domination_number,min_maximal_matching_number,spectral_radius,largest_laplacian_eigenvalue,second_largest_adjacency_eigenvalue,zero_forcing_number
10,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,9,3,6,3,6.0,4,4,4,4,3.0000000000000053,5.594692560423061,2.2671135670642233,4
11,True,True,True,False,False,True,False,False,True,True,True,True,True,True,5,4,4,1,2,1,2,2,4,1,1,6,1,4,4,1.6,1,2,1,1,2.0,5.000000000000002,0.0,3
12,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,9,3,6,3,6.0,3,4,3,4,2.9999999999999996,5.611284053531129,2.3716737420302096,3
13,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,3,3,3,3,5,7,6,8,3,6,3,6.0,4,5,4,4,2.999999999999999,5.366277148279835,2.2643493756446857,4
14,True,False,False,False,False,True,False,True,False,True,True,True,False,True,10,11,3,2,6,3,2,3,5,5,5,13,3,5,4,4.9,4,5,4,4,2.272771960752672,4.686692397611482,1.9999999999999998,3
15,True,False,False,True,False,False,True,True,False,True,True,True,False,True,12,18,3,3,3,3,2,3,5,7,6,9,3,6,3,6.0,3,4,3,4,3.000000000000001,5.755107687322896,2.2240236572510237,5
16,True,False,False,False,False,True,False,False,False,True,False,True,False,True,7,9,4,2,3,2,3,3,3,4,3,7,2,4,3,3.3714285714285714,3,3,3,3,2.7733874116506425,5.414213562373094,1.2469796037174665,2
17,True,True,False,True,False,False,True,True,False,True,True,True,False,True,12,18,3,3,4,3,2,2,6,6,6,10,3,6,3,6.0,4,4,4,4,3.000000000000002,5.999999999999998,2.236067977499791,5
18,True,True,True,False,False,True,False,False,True,True,True,True,False,True,9,8,6,1,4,2,2,2,6,3,3,10,2,7,6,2.9761904761904763,3,3,3,2,2.5243377989621396,7.067240085257005,0.9999999999999999,5
19,True,True,True,False,False,True,False,True,True,True,True,True,True,True,3,2,2,1,2,1,2,2,2,1,1,4,1,2,2,1.3333333333333333,1,2,1,1,1.4142135623730956,2.9999999999999982,-2.7862148121549263e-17,1
20,True,True,True,False,False,True,False,False,True,True,True,True,False,True,9,8,4,1,4,2,2,2,6,3,3,10,2,6,5,3.3714285714285714,3,3,4,2,2.288245611270737,5.449489742783177,1.4142135623730943,3
21,True,False,True,False,False,True,False,False,False,True,False,True,False,True,6,7,4,1,3,2,3,3,3,3,3,7,2,4,3,2.6857142857142855,2,2,2,2,2.6286512817427528,5.107096376725482,1.2297380102617932,3
22,True,True,True,False,False,True,False,True,True,True,True,True,False,True,8,7,3,1,6,3,2,2,5,3,3,14,3,5,4,3.6333333333333333,3,5,3,3,2.0000000000000004,4.362339832857446,1.414213562373094,2
23,True,True,True,False,False,True,False,False,True,True,True,True,False,True,8,7,4,1,4,2,2,2,6,2,2,10,2,6,5,2.9333333333333336,2,3,2,2,2.148961141749635,5.124885419764571,1.5433619184268166,4
24,True,True,True,False,False,True,False,False,True,True,True,True,False,True,8,7,4,1,4,2,2,2,5,3,3,10,2,6,5,3.052380952380952,3,3,3,2,2.2059461150510975,5.281908324976994,1.3376263002202096,3
25,True,True,True,False,False,True,False,False,True,True,True,True,False,True,8,7,5,1,3,2,2,2,6,2,2,8,2,6,6,2.583333333333333,2,2,3,1,2.3582944711822647,6.141336115655363,1.199352820145586,4
26,True,True,True,False,False,True,False,False,True,True,True,True,False,True,8,7,4,1,4,2,2,2,5,3,3,10,2,6,5,3.085714285714286,3,3,4,2,2.221583293952768,5.323404276086469,1.2399199881545695,3
27,True,True,True,False,False,True,False,True,True,True,True,True,False,True,9,8,3,1,5,3,2,2,5,4,4,14,3,6,4,3.9333333333333336,3,5,3,3,2.0839681098273015,4.542625101825678,1.5718407743378986,3
28,True,True,True,False,False,True,False,False,True,True,True,True,False,True,13,12,5,1,6,3,2,2,10,3,3,14,3,10,8,4.238095238095238,3,4,3,2,2.358294471182261,6.0687078233299605,2.236067977499789,7
29,True,True,False,False,True,True,False,False,False,True,True,True,False,True,16,20,10,2,4,2,2,2,10,6,6,12,3,10,7,6.666666666666667,6,6,6,6,3.4641016151377535,11.123105625617665,1.414213562373096,6
30,True,True,True,False,False,True,False,False,True,True,True,True,False,True,9,8,4,1,4,2,2,2,5,4,4,12,3,6,4,4.0,4,5,4,4,2.23606797749979,5.302775637731993,1.0000000000000002,3
31,True,True,True,False,False,True,False,False,True,True,True,True,False,True,9,8,5,1,4,2,2,2,7,2,2,10,2,7,6,3.019047619047619,2,3,2,2,2.326846269604654,6.061534439777572,1.6080380709507174,5
32,True,False,False,True,False,False,True,True,False,True,True,True,False,True,12,18,3,3,3,3,2,3,5,7,6,8,3,6,3,6.0,4,4,4,4,3.000000000000003,5.679936708837733,1.9672834515712274,4
33,True,True,False,False,True,True,True,True,False,True,True,True,True,True,4,4,2,2,2,2,2,2,2,2,2,4,2,2,2,2.0,2,2,2,2,1.9999999999999993,3.9999999999999982,2.130904069729519e-25,2
34,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,9,3,6,3,6.0,3,4,3,4,2.9999999999999973,5.338660949418407,2.270597435408448,4
35,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,8,3,6,3,6.0,4,4,4,4,3.000000000000003,5.715937008281989,2.1226949803702295,4
36,True,True,True,False,False,True,False,True,True,True,True,True,False,True,8,7,2,1,7,4,2,2,4,4,4,14,3,4,3,3.833333333333333,3,4,3,3,1.8793852415718173,3.8477590650225695,1.5320888862379565,1
37,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,9,3,6,3,6.0,4,4,4,4,2.9999999999999916,5.593052655338861,2.3930903163553077,3
38,True,False,False,True,False,False,True,True,False,True,True,True,False,True,12,18,3,3,3,3,2,3,5,7,6,8,3,6,3,6.0,4,4,4,5,3.0000000000000013,5.681330643604977,2.3234042760864773,5
39,True,False,False,True,False,False,True,True,False,True,True,True,False,True,12,18,3,3,3,3,2,3,5,7,6,8,3,6,3,6.0,4,4,4,4,2.999999999999993,5.67089645656509,1.9338073076065774,4
40,True,True,True,False,False,True,False,True,True,True,True,True,False,True,9,8,3,1,5,3,2,2,6,3,3,12,3,6,4,3.6333333333333333,3,4,3,2,2.1168831578743363,4.690743736494037,1.639784187792413,3
41,True,True,True,False,False,True,False,False,True,True,True,True,False,True,9,8,5,1,4,2,2,2,6,3,3,10,2,7,6,3.202380952380952,3,3,4,2,2.3968366814787223,6.186005040415514,1.2665181166563666,4
42,True,False,False,False,False,True,False,False,False,True,False,True,False,True,17,26,8,2,4,2,3,3,8,9,8,12,3,10,5,7.893290043290043,5,5,5,6,3.693450001314265,9.372281323269013,2.160057891188531,3
43,True,True,True,False,False,True,False,False,True,True,True,True,False,True,9,8,4,1,4,2,2,2,6,3,3,12,2,6,5,3.619047619047619,3,4,3,3,2.2360679774997894,5.302775637731992,1.414213562373095,3
44,True,True,False,False,True,False,True,False,False,True,True,True,True,True,8,16,4,4,2,2,2,2,4,4,4,6,2,4,2,4.0,2,2,4,4,4.0,8.0,4.784401263779195e-49,6
45,True,True,True,False,False,True,False,False,True,True,True,True,False,True,10,9,5,1,4,2,2,2,5,5,5,12,3,7,5,4.142857142857142,5,5,5,4,2.4142135623730967,6.1925824035672505,1.0000000000000002,4
46,True,True,True,False,False,True,False,True,True,True,True,True,False,True,8,7,3,1,4,2,2,2,5,3,3,12,2,5,4,3.466666666666667,3,4,3,3,2.1010029896154587,4.69352520222787,1.2592801267497649,2
47,True,True,True,False,False,True,False,True,True,True,True,True,False,True,8,7,3,1,4,2,2,2,5,3,3,10,2,5,4,3.1666666666666665,3,3,3,2,2.1357792050698596,4.813606502648333,1.414213562373096,3
48,True,True,True,False,False,True,False,False,True,True,True,True,False,True,9,8,4,1,6,3,2,2,6,3,3,14,3,6,4,3.7,3,4,3,2,2.116883157874337,5.098048172527143,1.639784187792412,3
49,True,True,True,False,False,True,False,False,True,True,True,True,False,True,8,7,4,1,5,3,2,2,5,3,3,12,2,5,4,3.3,3,4,3,2,2.1566393785093467,5.173197840779182,1.3138148442744058,3
50,True,True,True,False,False,True,False,False,True,True,True,True,False,True,9,8,5,1,5,3,2,2,6,3,3,12,2,6,5,3.4047619047619047,3,4,3,2,2.346703782775531,6.10361914679552,1.3334630995032482,4
51,True,True,True,False,False,True,False,False,True,True,True,True,False,True,9,8,4,1,5,3,2,2,6,3,3,12,2,6,5,3.533333333333333,3,4,3,2,2.1939932777126567,5.196868183420534,1.590382526352965,4
52,True,True,False,False,True,True,True,True,False,True,True,True,True,True,4,4,2,2,2,2,2,2,2,2,2,4,2,2,2,2.0,2,2,2,2,1.9999999999999993,3.9999999999999982,2.130904069729519e-25,2
53,True,True,True,False,False,True,False,False,True,True,True,True,False,True,9,8,6,1,3,2,2,2,7,2,2,8,2,7,7,2.6507936507936507,2,2,3,1,2.5395845610617473,7.087406090299327,1.245194867166108,5
54,True,True,True,False,False,True,False,True,True,True,True,True,False,True,12,11,3,1,6,3,2,2,8,4,4,16,3,8,5,4.933333333333334,3,6,3,3,2.193993277712659,4.791287847477926,1.7320508075688763,4
55,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,3,3,3,3,5,7,6,9,3,6,3,6.0,3,5,3,4,2.9999999999999996,5.302775637731992,1.9999999999999996,5
56,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,3,3,3,3,5,7,6,9,3,6,3,6.0,3,4,3,4,2.9999999999999956,5.73205080756888,2.000000000000001,4
57,True,False,False,False,True,True,True,True,False,True,True,True,False,True,7,7,2,2,3,3,2,3,3,4,3,7,3,3,3,3.5,3,4,3,3,2.0000000000000004,3.8019377358048394,1.2469796037174674,2
58,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,10,3,6,3,6.0,4,4,4,4,2.999999999999999,5.716566019231017,2.360134426398498,4
59,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,8,3,6,3,6.0,4,5,4,4,2.9999999999999987,5.414213562373098,2.1700864866260337,4
60,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,9,3,6,3,6.0,3,5,3,4,3.000000000000003,5.6952295507569355,2.273461217175992,4
61,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,9,3,6,3,6.0,3,5,3,4,3.000000000000001,5.345496890208496,2.38766844860678,3
62,True,False,False,False,False,True,False,True,False,True,True,True,False,True,7,8,3,2,3,2,2,3,3,4,3,7,2,4,3,3.4333333333333336,3,3,3,3,2.3772028539729577,4.879385241571813,1.2738905549642174,2
63,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,4,8,6,8,3,6,3,6.0,4,4,4,4,2.9999999999999982,5.236067977499793,2.23606797749979,4
64,True,True,True,False,False,True,False,True,True,True,True,True,False,True,9,8,3,1,6,3,2,2,5,4,4,16,3,5,4,4.2,3,6,3,3,2.0528808400337204,4.460504870018767,1.4142135623730934,2
65,True,False,True,False,False,True,False,True,False,True,False,True,True,True,4,5,3,2,2,1,3,3,2,2,2,4,1,2,2,1.9333333333333333,1,2,1,1,2.5615528128088294,4.0,-1.893843044877433e-18,2
66,True,True,True,False,False,True,False,False,True,True,True,True,False,True,9,8,4,1,4,2,2,2,7,2,2,10,2,7,6,3.066666666666667,2,3,2,2,2.2360679774997902,5.3027756377319974,1.732050807568877,5
67,True,True,True,False,False,True,False,False,True,True,True,True,False,True,9,8,4,1,4,2,2,2,6,3,3,10,2,7,6,3.25,3,3,4,2,2.3344142183389827,5.679251108336189,1.4142135623730971,4
68,True,True,False,False,False,True,False,False,False,True,True,True,False,True,22,22,6,1,5,3,2,2,18,4,4,12,4,18,14,5.904761904761904,4,4,10,2,3.0000000000000058,7.916381551744969,2.56155281280883,14
69,True,True,True,False,False,True,False,False,True,True,True,True,False,True,9,8,4,1,5,3,2,2,5,4,4,14,3,6,4,3.9,4,5,4,3,2.2059461150510944,5.243924197326361,1.3376263002202091,3
70,True,True,True,False,False,True,False,False,True,True,True,True,False,True,8,7,5,1,4,2,2,2,6,2,2,10,2,6,5,2.7857142857142856,2,3,2,2,2.3027756377319935,6.054795889523817,1.3027756377319948,4
71,True,True,True,False,False,True,False,True,True,True,True,True,False,True,9,8,3,1,7,4,2,2,5,4,4,16,3,5,4,4.133333333333333,3,5,3,3,2.0153160671926003,4.369943148339124,1.5480111533882621,2
72,True,True,True,False,False,True,False,True,True,True,True,True,False,True,7,6,3,1,4,2,2,2,5,2,2,10,2,5,4,2.8,2,3,2,2,1.9999999999999987,4.4142135623730905,1.4142135623730951,3
73,True,True,True,False,False,True,False,True,True,True,True,True,False,True,7,6,3,1,4,2,2,2,4,3,3,10,2,5,4,2.9,3,3,3,2,2.0528808400337164,4.628651281742752,1.2086401975729222,2
74,True,True,True,False,False,True,False,True,True,True,True,True,False,True,8,7,3,1,5,3,2,2,4,4,4,14,3,5,4,3.7,3,5,3,3,2.028523488026886,4.438283239402891,1.3213244535824458,2
75,True,True,True,False,False,True,False,True,True,True,True,True,False,True,9,8,3,1,7,4,2,2,5,4,4,16,3,5,4,4.133333333333333,4,4,4,3,2.0000000000000013,4.345519857275825,1.6180339887498945,2
76,True,True,False,False,False,True,False,True,False,True,True,True,False,True,24,29,3,2,13,7,2,2,12,12,12,28,6,14,8,11.8,8,12,9,9,2.573473939670256,5.353570069197353,2.4455895778012797,7
77,True,False,True,True,False,True,True,True,False,False,False,True,True,True,4,6,3,3,1,1,4,4,1,3,2,3,1,2,1,2.0,1,2,1,2,3.0,4.0,-0.9999999999999999,3
78,True,True,True,False,False,True,False,False,True,True,True,True,False,True,9,8,4,1,4,2,2,2,5,4,4,12,2,6,5,3.6857142857142855,4,4,4,3,2.2638209778524,5.381798418934208,1.2793247289360579,3
79,True,True,False,False,False,True,False,True,False,True,True,True,True,True,5,6,3,2,2,2,2,2,3,2,2,6,2,3,2,2.4000000000000004,2,2,2,2,2.4494897427831783,4.9999999999999964,1.7607668804681757e-25,3
80,True,False,True,False,True,False,True,False,False,False,False,True,True,True,5,10,4,4,1,1,5,5,1,4,2,3,1,2,1,2.5,1,2,1,2,4.0,5.000000000000001,-1.0,4
81,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,4,4,3,3,5,7,6,10,3,6,3,6.0,4,4,4,4,2.9999999999999964,5.680591249967709,2.5099923976938894,5
82,True,True,True,False,False,True,False,False,True,True,True,True,True,True,14,13,13,1,2,1,2,2,13,1,1,6,1,13,13,1.857142857142857,1,2,1,1,3.605551275463991,14.000000000000004,0.0,12
83,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,3,3,3,3,5,7,6,8,3,6,3,6.0,4,4,4,4,3.0000000000000018,5.36233983285744,2.122694980370234,4
84,True,False,False,False,False,True,False,False,False,True,False,True,False,True,7,10,4,2,3,2,3,3,3,4,3,7,2,4,3,3.3595238095238096,3,3,3,3,3.1027750490966364,5.414213562373099,1.1463654890329085,3
85,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,9,3,6,3,6.0,3,5,3,4,2.9999999999999987,5.602910968928844,2.285472235275011,4
86,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,3,3,3,3,5,7,6,9,3,6,3,6.0,3,5,3,4,3.0000000000000004,5.791287847477926,2.2360679774997907,5
87,True,False,False,False,False,True,False,True,False,True,True,True,False,True,7,9,3,2,3,2,2,3,3,4,3,7,2,4,2,3.4333333333333336,3,3,3,3,2.6740560796351214,5.414213562373096,1.1337109782863282,3
88,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,3,3,3,3,5,7,6,8,3,6,3,6.0,4,4,4,4,2.9999999999999956,5.583082222403914,2.05453798746627,4
89,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,9,3,6,3,6.0,3,5,3,4,3.0,5.3027756377319974,2.561552812808829,4
90,True,True,True,False,False,True,False,True,True,True,True,True,False,True,9,8,3,1,4,2,2,2,6,3,3,12,3,6,4,3.7333333333333334,3,4,3,3,2.1753277471610755,4.86619826250902,1.4142135623730956,3
91,True,True,True,False,False,True,False,False,True,True,True,True,False,True,9,8,5,1,3,2,2,2,7,2,2,8,2,7,7,2.7555555555555555,2,2,4,1,2.44948974278318,6.320884499447485,1.414213562373095,5
92,True,False,True,False,False,True,False,True,False,True,False,True,True,True,4,4,3,1,2,1,3,3,2,2,2,5,1,2,2,1.8,1,2,1,1,2.1700864866260328,3.9999999999999982,0.3111078174659815,2
93,True,True,True,False,False,True,False,True,True,True,True,True,False,True,12,11,3,1,7,4,2,2,6,6,6,18,4,7,5,5.6,4,8,4,4,2.1935270853310542,4.807210246585366,1.6180339887498938,2
94,True,True,False,False,False,False,False,True,False,True,True,True,False,True,14,20,3,2,5,3,2,2,7,7,7,10,4,7,4,6.933333333333334,4,6,4,5,2.9032119259115508,5.855772506635987,1.7092753594369212,5
95,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,4,4,3,3,4,8,6,9,3,6,3,6.0,3,5,3,4,3.0000000000000004,5.086130197651496,2.5141369293352924,5
96,True,True,True,False,False,True,False,True,True,True,True,True,False,True,9,8,3,1,7,4,2,2,5,4,4,16,3,5,4,4.066666666666666,3,4,3,3,1.9615705608064615,4.2349931971548695,1.662939224605091,2
97,True,True,True,False,False,True,False,True,True,True,True,True,False,True,8,7,3,1,5,3,2,2,5,3,3,12,2,5,4,3.4,3,4,3,2,2.07431329305194,4.641186476193287,1.4142135623730951,2
98,True,True,True,False,False,True,False,False,True,True,True,True,False,True,13,12,4,1,4,2,2,2,10,3,3,12,3,10,7,4.457142857142857,3,4,3,3,2.449489742783178,5.732050807568871,1.7320508075688787,7
99,True,True,True,False,False,True,False,False,True,True,True,True,False,True,7,6,5,1,3,2,2,2,5,2,2,8,2,5,5,2.2857142857142856,2,2,2,1,2.288245611270736,6.051374241731042,0.8740320488976422,4
100,True,False,True,False,True,True,False,False,False,True,False,True,True,True,5,7,4,2,2,1,3,3,3,2,2,6,1,3,3,2.25,1,2,1,1,3.0,5.000000000000001,3.262626511088832e-18,3
101,True,True,True,False,False,True,False,True,True,True,True,True,False,True,10,9,3,1,7,4,2,2,5,5,5,18,3,6,4,4.7,4,6,4,3,2.064160090485829,4.465879701800717,1.5574391318272434,2
102,True,False,False,True,False,True,True,True,False,True,False,True,False,True,18,27,3,3,10,5,3,3,7,11,9,21,5,9,5,9.0,5,8,5,6,3.0000000000000004,5.145102691200416,2.932132042781753,6
103,True,True,True,False,False,True,False,True,True,True,True,True,False,True,14,13,2,1,13,7,2,2,7,7,7,26,5,7,5,6.833333333333333,5,8,5,5,1.9562952014676116,3.949855824363647,1.8270909152852006,1
104,True,True,True,False,False,True,False,False,True,True,True,True,False,True,6,5,4,1,3,2,2,2,4,2,2,8,2,4,4,2.2,2,2,2,1,2.0743132930519437,5.086130197651495,0.8349996181244669,3
105,True,False,True,False,False,True,False,False,False,False,False,True,False,True,7,15,6,3,2,1,4,4,2,5,3,5,1,4,2,3.3683982683982685,1,2,1,3,4.475122250238853,7.0,1.2469796037174676,3
106,True,False,False,True,False,True,True,True,False,True,False,True,False,True,10,15,3,3,4,2,3,3,4,6,5,9,3,5,3,5.0,3,4,3,3,2.999999999999999,4.999999999999997,2.561552812808827,4
107,True,False,False,False,False,True,False,False,False,True,False,True,False,True,15,22,5,2,5,3,3,3,6,9,7,12,3,10,5,6.8999999999999995,6,6,6,5,3.5338103206746374,6.868603792574181,2.418614948774374,5
108,True,False,False,True,False,True,True,True,False,True,False,True,False,True,8,12,3,3,3,2,3,3,3,5,4,6,2,4,2,4.0,2,3,2,3,2.9999999999999987,5.414213562373099,1.7320508075688772,3
109,True,True,False,False,True,True,True,True,False,True,True,True,False,True,10,10,2,2,5,5,2,2,5,5,5,10,4,5,4,5.0,4,6,4,4,1.9999999999999998,3.999999999999997,1.618033988749896,2
110,True,False,False,True,False,True,True,True,False,True,False,True,False,True,8,12,3,3,3,3,3,3,3,5,4,7,2,4,2,4.0,2,4,2,3,3.000000000000003,5.236067977499788,2.2360679774997902,4
111,True,False,True,False,False,True,False,False,False,False,False,True,True,True,5,9,4,3,2,1,4,4,2,3,2,4,1,2,2,2.4642857142857144,1,2,1,2,3.645751311064592,5.000000000000001,-9.855851398410453e-17,3
112,True,False,False,True,False,False,True,True,False,True,False,True,False,True,10,15,3,3,3,3,3,3,4,6,5,8,3,5,3,5.0,3,4,3,4,2.9999999999999947,5.813606502648343,2.414213562373095,5
113,True,False,True,False,False,True,False,False,False,False,False,True,False,True,7,15,6,3,2,1,4,4,3,4,3,6,1,4,3,3.312121212121212,1,2,1,2,4.511404664226761,7.0,0.618033988749895,4
114,True,True,True,False,False,True,False,True,True,True,True,True,False,True,13,12,2,1,12,6,2,2,7,6,6,24,5,7,5,6.333333333333333,5,7,5,4,1.949855824363648,3.9418836348521005,1.8019377358048376,1
115,True,True,True,False,False,True,False,True,True,True,True,True,False,True,8,7,3,1,5,3,2,2,4,4,4,12,2,5,4,3.466666666666667,4,4,4,2,2.095293985223911,4.685543932670796,1.3556742939780815,2
116,True,False,True,False,False,False,False,False,False,False,False,True,False,True,12,21,6,1,3,2,6,6,6,6,6,9,2,8,6,4.214285714285714,6,6,6,3,5.192582403567253,7.162277660168387,0.6180339887498949,5
117,True,False,True,False,False,True,False,False,False,False,False,True,True,True,6,9,5,1,2,1,4,4,3,3,3,6,1,4,3,2.579365079365079,1,2,1,2,3.403681887625379,5.999999999999999,0.48972681644571414,3
118,True,False,True,False,False,True,False,False,False,True,False,True,False,True,5,7,4,2,2,1,3,3,2,3,2,5,1,3,2,2.3714285714285714,1,2,1,2,2.9354323319700293,5.0,0.618033988749895,2
119,True,True,False,False,False,True,False,True,False,True,True,True,False,True,11,12,3,1,7,4,2,2,6,5,5,14,3,6,4,5.233333333333333,3,5,3,4,2.328505792969814,4.891219848710303,1.9612797463814546,3
120,True,False,True,False,True,True,False,False,False,True,False,True,True,True,5,6,4,2,2,1,3,3,2,3,2,5,1,3,2,2.333333333333333,1,2,1,2,2.5615528128088307,4.999999999999998,1.0000000000000004,3
121,True,True,False,True,False,False,True,True,False,True,True,True,False,True,12,18,3,3,4,3,2,2,6,6,6,8,3,6,3,6.0,4,4,4,4,3.0,5.999999999999995,1.9999999999999982,4
122,True,False,False,False,True,True,True,False,False,True,False,True,True,True,6,12,4,4,2,2,3,3,2,4,3,4,2,3,2,3.0,2,2,2,2,3.9999999999999982,6.000000000000001,4.9650683064945465e-17,4
123,True,False,True,False,False,True,False,False,False,False,False,True,True,True,5,9,4,3,2,1,4,4,2,3,2,4,1,2,2,2.4642857142857144,1,2,1,2,3.6457513110645894,5.0,1.5118411299497477e-17,3
124,True,True,True,False,False,True,False,True,True,True,True,True,False,True,11,10,2,1,10,5,2,2,6,5,5,20,4,6,4,5.333333333333333,4,6,4,4,1.9318516525781357,3.9189859472289954,1.7320508075688774,1
125,True,False,False,False,True,True,True,False,False,True,False,True,True,True,6,12,4,4,2,2,3,3,2,4,3,4,2,3,2,3.0,2,2,2,2,3.9999999999999982,6.000000000000001,1.5044604964710937e-16,4
126,True,False,False,True,False,True,True,True,False,True,False,True,False,True,10,15,3,3,4,3,3,3,4,6,5,9,3,5,3,5.0,3,4,3,4,2.999999999999996,5.480114069417818,2.438122888692741,4
127,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,10,3,6,3,6.0,3,5,3,4,2.9999999999999996,5.633723421095615,2.552881268510391,4
128,True,False,False,True,False,False,True,True,False,True,False,True,False,True,8,12,3,3,2,2,3,3,3,5,4,6,2,4,2,4.0,3,3,3,3,3.000000000000004,5.561552812808829,1.5615528128088303,4
129,True,True,False,True,False,True,True,True,False,True,True,True,False,True,8,12,3,3,3,3,2,2,4,4,4,6,2,4,2,4.0,2,4,2,3,2.999999999999998,5.999999999999999,0.9999999999999999,4
130,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,10,3,6,3,6.0,4,5,4,4,2.999999999999998,5.641811522421871,2.5471101582027154,5
131,True,False,False,True,False,True,True,True,False,True,False,True,False,True,10,15,3,3,3,3,3,3,4,6,5,8,3,5,3,5.0,3,4,3,3,2.9999999999999996,5.000000000000002,2.414213562373094,4
132,True,False,True,False,False,True,False,False,False,False,False,True,False,True,6,12,5,3,2,1,4,4,2,4,3,5,1,3,2,2.91031746031746,1,2,1,2,4.1190266755259195,6.000000000000001,0.6180339887498951,3
