dates,SM
734604,0.166
734605,0.183
734606,0.155264288
734607,0.195
734608,0.194
734609,0.1425
734610,0.156
734611,0.131
734612,0.182142749
734613,0.181
734614,0.171
734615,0.1555
734616,0.145
734617,0.202362269
734618,0.212
734619,0.1845
734620,0.1685
734621,0.138
734622,0.131487072
734623,0.218
734624,0.168
734625,0.175
734626,0.155
734627,0.14
734628,0.186
734629,0.179
734630,0.167004406
734631,0.164
734632,0.15
734633,0.180534646
734634,0.143
734635,0.19
734636,0.141
734637,0.135
734638,0.15247184
734639,0.172
734640,0.129
734641,0.141
734642,0.115
734643,0.113587596
734644,0.149
734645,0.126
734646,0.129297972
734647,0.135
734648,0.129
734649,0.152
734650,0.151
734651,0.12
734652,0.186
734653,0.158
734654,0.169950426
734655,0.142
734656,0.126
734657,0.131
734658,0.109
734659,0.120421901
734660,0.14
734661,0.12
734662,0.118
734663,0.104
734664,0.102910846
734665,0.135
734666,0.112
734667,0.105
734668,0.104
734669,0.094
734670,0.123
734671,0.129
734672,0.112
734673,0.1085
734674,0.096
734675,0.121034838
734676,0.132
734677,0.097
734678,0.119
734679,0.102
734680,0.113652341
734681,0.186
734682,0.1865
734683,0.162
734684,0.178
734685,0.201
734686,0.267
734687,0.250634313
734688,0.209
734689,0.193742931
734690,0.171335593
734691,0.182721704
734692,0.212
734693,0.2175
734694,0.2105
734695,0.181
734696,0.1770055
734697,0.233013913
734698,0.206
734699,0.2105
734700,0.157
734701,0.157
734702,0.221
734703,0.209
734704,0.1775
734705,0.215
734706,0.219
734707,0.237961844
734708,0.293
734709,0.248
734710,0.208
734711,0.174
734712,0.16555807
734713,0.231
734714,0.1965
734715,0.201
734716,0.2445
734717,0.19
734718,0.28709963
734719,0.32
734720,0.2735
734721,0.252
734722,0.2
734723,0.207946807
734724,0.287
734725,0.2455
734726,0.243
734727,0.201
734728,0.232
734729,0.289639056
734730,0.264
734731,0.234
734732,0.226
734733,0.195
734734,0.227843001
734735,0.272912264
734736,0.2355
734737,0.2335
734738,0.192
734739,0.194430321
734740,0.264
734741,0.278
734742,0.2285
734743,0.2375
734744,0.195
734745,0.273677021
734746,0.243
734747,0.2415
734748,0.229
734749,0.193
734750,0.180946544
734751,0.233
734752,0.236
734753,0.216
734754,0.295
734755,0.246
734756,0.265
734757,0.193
734758,0.188
734759,0.1795
734760,0.156
734761,0.161444619
734762,0.195
734763,0.1555
734764,0.172
734765,0.153
734766,0.141
734767,0.186987266
734768,0.179
734769,0.158
734770,0.1725
734771,0.172
734772,0.195602193
734773,0.196
734774,0.1735
734775,0.1615
734776,0.155
734777,0.114663824
734778,0.150642991
734779,0.131
734780,0.131
734781,0.124
734782,0.131
734783,0.15204832
734784,0.151
734785,0.1355
734786,0.1245
734787,0.094
734788,0.093948893
734789,0.115
734790,0.1
734791,0.1315
734792,0.139
734793,0.092
734794,0.13
734795,0.128
734796,0.104
734797,0.136
734798,0.115590833
734799,0.132297367
734800,0.140212685
734801,0.12
734802,0.172
734803,0.119
734804,0.113213509
734805,0.18
734806,0.1245
734807,0.108
734808,0.134
734809,0.122
734810,0.154182196
734811,0.1541017
734812,0.142
734813,0.129
734814,0.136
734815,0.147745743
734816,0.234
734817,0.165
734818,0.121
734819,0.119
734820,0.113
734821,0.144
734822,0.15
734823,0.1
734824,0.118
734825,0.116
734826,0.135551184
734827,0.17
734828,0.135
734829,0.128
734830,0.116
734831,0.106335521
734832,0.133707464
734833,0.108
734834,0.113
734835,0.133
734836,0.118
734837,0.144442976
734838,0.1428774
734839,0.14
734840,0.116
734841,0.126
734842,0.118746027
734843,0.132
734844,0.101
734845,0.12
734846,0.113
734847,0.110021457
734848,0.123774223
734849,0.114
734850,0.108212531
734851,0.107770085
734852,0.1033113
734853,0.126189262
734854,0.120572053
734855,0.112669438
734856,0.122
734857,0.111212976
734858,0.102069959
734859,0.117473096
734860,0.097144634
734861,0.104
734862,0.095498547
734863,0.095951557
734864,0.114085019
734865,0.098854601
734866,0.096882038
734867,0.097088948
734868,0.101
734869,0.082007416
734870,0.088689134
734871,0.085177749
734872,0.083572328
734873,0.082464971
734874,0.084
734875,0.08389587
734876,0.086890981
734877,0.083842024
734878,0.089
734879,0.096
734880,0.089206427
734881,0.100795344
734882,0.109
734883,0.097120419
734884,0.090680458
734885,0.086574897
734886,0.094557136
734887,0.093
734888,0.086369403
734889,0.091126882
734890,0.092041604
734891,0.100485876
734892,0.108457878
734893,0.104
734894,0.098
734895,0.094
734896,0.091599613
734897,0.112
734898,0.148
734899,0.137681395
734900,0.137597531
734901,0.121140271
734902,0.127322882
734903,0.136156365
734904,0.155857474
734905,0.1565
734906,0.154311359
734907,0.133118898
734908,0.138488188
734909,0.123
734910,0.096629217
734911,0.101
734912,0.089934453
734913,0.096459568
734914,0.079
734915,0.097
734916,0.091
734917,0.07896249
734918,0.088776559
734919,0.098149188
734920,0.097
734921,0.084
734922,0.085
734923,0.08228609
734924,0.115
734925,0.084
734926,0.092
734927,0.095
734928,0.095299594
734929,0.112166375
734930,0.096937016
734931,0.099
734932,0.1055
734933,0.095
734934,0.101229697
734935,0.113
734936,0.105
734937,0.107
734938,0.115
734939,0.101259775
734940,0.12201111
734941,0.086
734942,0.111
734943,0.158
734944,0.159
734945,0.129
734946,0.124
734947,0.108
734948,0.1425
734949,0.133
734950,0.126811072
734951,0.188083172
734952,0.197
734953,0.167
734954,0.14
734955,0.120635122
734956,0.147
734957,0.1315
734958,0.126
734959,0.1385
734960,0.131
734961,0.147095591
734962,0.15
734963,0.184
734964,0.131
734965,0.129
734966,0.117764056
734967,0.163
734968,0.1215
734969,0.1665
734970,0.129
734971,0.127
734972,0.193
734973,0.176
734974,0.1445
734975,0.1525
734976,0.16
734977,0.176880479
734978,0.181708395
734979,0.1985
734980,0.2725
734981,0.19
734982,0.15413332
734983,0.21
734984,0.1565
734985,0.1515
734986,0.1635
734987,0.128195733
734988,0.192891404
734989,0.179
734990,0.1605
734991,0.16
734992,0.135
734993,0.140653819
734994,0.19
734995,0.242
734996,0.2325
734997,0.173
734998,0.155
734999,0.175
735000,0.168
735001,0.126
735002,0.1295
735003,0.111
735004,0.152161121
735005,0.212
735006,0.1735
735007,0.144
735008,0.111
735009,0.110572651
735010,0.152
735011,0.1105
735012,0.1355
735013,0.130953655
735014,0.223
735015,0.178
735016,0.203248039
735017,0.2065
735018,0.1945
735019,0.178
735020,0.132241502
735021,0.134
735022,0.1135
735023,0.1255
735024,0.105
735025,0.09793175
735026,0.14
735027,0.1235
735028,0.098
735029,0.171
735030,0.11
735031,0.13310352
735032,0.128
735033,0.1215
735034,0.114
735035,0.099
735036,0.098249987
735037,0.133
735038,0.114
735039,0.1265
735040,0.117
735041,0.102
735042,0.129
735043,0.123252094
735044,0.155
735045,0.1495
735046,0.119
735047,0.132964358
735048,0.128
735049,0.1315
735050,0.153
735051,0.137
735052,0.133909732
735053,0.196
735054,0.1575
735055,0.154
735056,0.152
735057,0.14
735058,0.167420566
735059,0.149
735060,0.165
735061,0.1665
735062,0.145
735063,0.176188126
735064,0.197711721
735065,0.1745
735066,0.2015
735067,0.15
735068,0.150476292
735069,0.227
735070,0.289
735071,0.2315
735072,0.249
735073,0.19
735074,0.251777709
735075,0.237
735076,0.217
735077,0.2095
735078,0.171234965
735079,0.192644536
735080,0.239
735081,0.238
735082,0.2825
735083,0.238
735084,0.232
735085,0.286
735086,0.264
735087,0.235
735088,0.236
735089,0.209
735090,0.250571132
735091,0.236
735092,0.2375
735093,0.2355
735094,0.2
735095,0.186819896
735096,0.257
735097,0.218
735098,0.1955
735099,0.212
735100,0.189
735101,0.254521728
735102,0.22
735103,0.23
735104,0.306
735105,0.228549808
735106,0.258387685
735107,0.285
735108,0.229
735109,0.2445
735110,0.203
735111,0.204
735112,0.243
735113,0.232
735114,0.1955
735115,0.2325
735116,0.218
735117,0.271805793
735118,0.349204659
735119,0.371
735120,0.278
735121,0.266
735122,0.175385177
735123,0.203
735124,0.178
735125,0.185
735126,0.166
735127,0.157
735128,0.176
735129,0.174
735130,0.171
735131,0.1735
735132,0.16
735133,0.213412374
735134,0.339
735135,0.2555
735136,0.2225
735137,0.198
735138,0.165527448
735139,0.214
735140,0.184
735141,0.1645
735142,0.1435
735143,0.123
735144,0.143745899
735145,0.149
735146,0.144
735147,0.131
735148,0.118
735149,0.122472413
735150,0.159
735151,0.122
735152,0.1
735153,0.088
735154,0.09
735155,0.123
735156,0.118
735157,0.103
735158,0.106
735159,0.089
735160,0.107380949
735161,0.115909696
735162,0.1305
735163,0.1235
735164,0.104
735165,0.096058555
735166,0.136799157
735167,0.1165
735168,0.124
735169,0.104
735170,0.119
735171,0.144972399
735172,0.155705899
735173,0.212
735174,0.158
735175,0.139
735176,0.143930197
735177,0.175673708
735178,0.148
735179,0.145
735180,0.172
735181,0.146825477
735182,0.181630582
735183,0.128
735184,0.132
735185,0.1425
735186,0.11
735187,0.130511731
735188,0.110259898
735189,0.11
735190,0.102
735191,0.103
735192,0.096901074
735193,0.132694632
735194,0.1175
735195,0.15
735196,0.132
735197,0.123
735198,0.143
735199,0.115865916
735200,0.097
735201,0.115
735202,0.109
735203,0.122683711
735204,0.119837478
735205,0.112847336
735206,0.116
735207,0.11
735208,0.094307013
735209,0.114310034
735210,0.103
735211,0.112
735212,0.109
735213,0.093
735214,0.101353362
735215,0.08615981
735216,0.092
735217,0.085517526
735218,0.082786784
735219,0.088540941
735220,0.091639459
735221,0.087680116
735222,0.08999747
735223,0.084066272
735224,0.083401233
735225,0.100354932
735226,0.08700265
735227,0.088339865
735228,0.081268124
735229,0.080853119
735230,0.094370693
735231,0.088061735
735232,0.093
735233,0.087
735234,0.075
735235,0.076825581
735236,0.082836933
735237,0.07
735238,0.082
735239,0.077527665
735240,0.07724493
735241,0.089277647
735242,0.081
735243,0.075219929
735244,0.095
735245,0.092
735246,0.097982407
735247,0.095005549
735248,0.077472359
735249,0.091
735250,0.092
735251,0.087156057
735252,0.095397845
735253,0.069
735254,0.089
735255,0.09
735256,0.091
735257,0.100671552
735258,0.079068661
735259,0.076
735260,0.093
735261,0.088
735262,0.100420378
735263,0.113
735264,0.111
735265,0.096
735266,0.087
735267,0.095104866
735268,0.115
735269,0.090344056
735270,0.093294464
735271,0.098858371
735272,0.09483967
735273,0.108947188
735274,0.095410362
735275,0.089551583
735276,0.098386489
735277,0.098023698
735278,0.1092958
735279,0.108996257
735280,0.092497237
735281,0.096555755
735282,0.094086662
735283,0.092977434
735284,0.108550236
735285,0.085
735286,0.094
735287,0.104
735288,0.106
735289,0.116
735290,0.109
735291,0.093386017
735292,0.122834802
735293,0.148
735294,0.150310308
735295,0.141
735296,0.122
735297,0.132
735298,0.121
735299,0.113680705
735300,0.125971749
735301,0.108
735302,0.082
735303,0.116
735304,0.124
735305,0.137494057
735306,0.13
735307,0.109
735308,0.105
735309,0.095380932
735310,0.110059574
735311,0.12
735312,0.08
735313,0.113
735314,0.109263681
735315,0.106218874
735316,0.143
735317,0.1205
735318,0.115
735319,0.1205
735320,0.113
735321,0.128441125
735322,0.124
735323,0.1265
735324,0.1335
735325,0.11
735326,0.123167172
735327,0.145
735328,0.1145
735329,0.1385
735330,0.108
735331,0.105
735332,0.145
735333,0.159
735334,0.259
735335,0.2275
735336,0.192
735337,0.24779515
735338,0.241
735339,0.229
735340,0.2045
735341,0.25
735342,0.214550123
735343,0.2
735344,0.204
735345,0.2095
735346,0.172
735347,0.192
735348,0.239
735349,0.219
735350,0.1775
735351,0.1875
735352,0.147
735353,0.186299622
735354,0.178
735355,0.1745
735356,0.1755
735357,0.137
735358,0.145763949
735359,0.192
735360,0.1345
735361,0.158
735362,0.141
735363,0.123249665
735364,0.197
735365,0.172
735366,0.1575
735367,0.17
735368,0.131
735369,0.178440154
735370,0.177
735371,0.153
735372,0.1505
735373,0.111
735374,0.109607011
735375,0.154
735376,0.084
735377,0.182
735378,0.125
735379,0.109
735380,0.153
735381,0.152
735382,0.1185
735383,0.1315
735384,0.176
735385,0.172980011
735386,0.164
735387,0.142
735388,0.1345
735389,0.107
735390,0.108984694
735391,0.133
735392,0.1095
735393,0.1205
735394,0.101
735395,0.096
735396,0.132
735397,0.12
735398,0.19
735399,0.181
735400,0.155
735401,0.152829751
735402,0.146
735403,0.125
735404,0.11
735405,0.102
735406,0.096690163
735407,0.13
735408,0.1205
735409,0.184
735410,0.13
735411,0.106
735412,0.131
735413,0.124
735414,0.114
735415,0.164
735416,0.12
735417,0.171912208
735418,0.186
735419,0.1635
735420,0.1405
735421,0.113
735422,0.100052334
735423,0.151
735424,0.14
735425,0.158
735426,0.17
735427,0.142
735428,0.201
735429,0.176
735430,0.161
735431,0.165
735432,0.124408096
735433,0.18533437
735434,0.186
735435,0.194
735436,0.1865
735437,0.162
735438,0.151140869
735439,0.252
735440,0.177
735441,0.187
735442,0.151
735443,0.139
735444,0.269
735445,0.25
735446,0.2485
735447,0.24
735448,0.173
735449,0.286209583
735450,0.28
735451,0.329
735452,0.345
735453,0.255
735454,0.208633319
735455,0.296058267
735456,0.266
735457,0.292
735458,0.23
735459,0.205
735460,0.265
735461,0.255
735462,0.239
735463,0.2255
735464,0.181
735465,0.232435241
735466,0.211
735467,0.1905
735468,0.279
735469,0.246
735470,0.183024406
735471,0.264
735472,0.2725
735473,0.275
735474,0.235
735475,0.192496836
735476,0.306
735477,0.286256194
735478,0.2775
735479,0.257
735480,0.209
735481,0.279085159
735482,0.255
735483,0.255
735484,0.3065
735485,0.294
735486,0.226828337
735487,0.261
735488,0.2285
735489,0.254
735490,0.284
735491,0.275
735492,0.278
735493,0.263165534
735494,0.264
735495,0.224
735496,0.2
735497,0.21299766
735498,0.196
735499,0.192
735500,0.197729945
735501,0.19
735502,0.174741924
735503,0.287074149
735504,0.305
735505,0.257
735506,0.257
735507,0.206
735508,0.206
735509,0.191
735510,0.191
735511,0.175
735512,0.16
735513,0.172576889
735514,0.164
735515,0.164
735516,0.162
735517,0.115
735518,0.090491891
735519,0.133
735520,0.116
735521,0.1105
735522,0.104
735523,0.106
735524,0.195
735525,0.195788234
735526,0.236
735527,0.202
735528,0.187
735529,0.208568335
735530,0.2
735531,0.1715
735532,0.1695
735533,0.165
735534,0.165227696
735535,0.25
735536,0.2205
735537,0.194
735538,0.175
735539,0.156
735540,0.197289929
735541,0.187
735542,0.179
735543,0.169215977
735544,0.171
735545,0.175788239
735546,0.188
735547,0.1675
735548,0.12
735549,0.113
735550,0.102707088
735551,0.141
735552,0.117
735553,0.114
735554,0.111
735555,0.121
735556,0.145267665
735557,0.148
735558,0.131
735559,0.1735
735560,0.186
735561,0.187155843
735562,0.185384363
735563,0.173
735564,0.172605827
735565,0.172192201
735566,0.147030175
735567,0.189614326
735568,0.139968365
735569,0.135651439
735570,0.125985697
735571,0.125005141
735572,0.149941087
735573,0.143526137
735574,0.134
735575,0.128314182
735576,0.1290887
735577,0.126491293
735578,0.123547666
735579,0.120184913
735580,0.114
735581,0.114
735582,0.105960116
735583,0.128448203
735584,0.113615558
735585,0.10718064
735586,0.104
735587,0.102528244
735588,0.100279137
735589,0.098149568
735590,0.093
735591,0.101
735592,0.094098397
735593,0.087980166
735594,0.108068034
735595,0.103
735596,0.097
735597,0.098
735598,0.091699861
735599,0.090941459
735600,0.078516588
735601,0.085
735602,0.087
735603,0.098
735604,0.09142217
735605,0.079501294
735606,0.076
735607,0.082
735608,0.083
735609,0.085380964
735610,0.08564233
735611,0.080369577
735612,0.081349842
735613,0.080582649
735614,0.0872427
735615,0.089878105
735616,0.074
735617,0.099
735618,0.091
735619,0.093
735620,0.111969799
735621,0.119
735622,0.1
735623,0.102147579
735624,0.113
735625,0.124112159
735626,0.120075732
735627,0.108457044
735628,0.10462442
735629,0.108153261
735630,0.116456479
735631,0.122811578
735632,0.109444894
735633,0.108
735634,0.109
735635,0.097895607
735636,0.112964645
735637,0.087143123
735638,0.08
735639,0.093
735640,0.095
735641,0.110872962
735642,0.121520892
735643,0.131
735644,0.100660823
735645,0.092
735646,0.099648714
735647,0.115
735648,0.097908527
735649,0.103009209
735650,0.084367722
735651,0.079824723
735652,0.096486315
735653,0.081
735654,0.088
735655,0.091
735656,0.105
735657,0.108345747
735658,0.149857789
735659,0.1335
735660,0.113
735661,0.117
735662,0.118781418
735663,0.125471234
735664,0.108
735665,0.103
735666,0.108
735667,0.09645322
735668,0.132
735669,0.109
735670,0.1095
735671,0.104
735672,0.108
735673,0.13
735674,0.179
735675,0.155070126
735676,0.17
735677,0.154
735678,0.18494612
735679,0.163
735680,0.17
735681,0.1505
735682,0.14
735683,0.131870344
735684,0.161
735685,0.1235
735686,0.1435
735687,0.133
735688,0.14
735689,0.247
735690,0.221
735691,0.2105
735692,0.2195
735693,0.238
735694,0.23841767
735695,0.212504864
735696,0.18
735697,0.179
735698,0.155
735699,0.162670255
735700,0.196018264
735701,0.139
735702,0.1875
735703,0.156
735704,0.136819184
735705,0.195
735706,0.222
735707,0.2315
735708,0.2065
735709,0.169
735710,0.204064682
735711,0.207
735712,0.1795
735713,0.1715
735714,0.142
735715,0.15275839
735716,0.198
735717,0.166
735718,0.168
735719,0.195
735720,0.198145345
735721,0.208
735722,0.193599239
735723,0.186686337
735724,0.18233484
735725,0.170784742
735726,0.188258141
735727,0.227
735728,0.156
735729,0.184
735730,0.1695
735731,0.144
735732,0.146
735733,0.16545558
735734,0.164
735735,0.203
735736,0.15
735737,0.149
735738,0.131
735739,0.142098799
735740,0.155
735741,0.164
735742,0.139
735743,0.14
735744,0.1715
735745,0.138
735746,0.154644474
735747,0.178
735748,0.166
735749,0.1465
735750,0.164
735751,0.144
735752,0.167
735753,0.143616378
735754,0.139
735755,0.1095
735756,0.1205
735757,0.1295
735758,0.111
735759,0.113525271
735760,0.128
735761,0.135
735762,0.123
735763,0.1235
735764,0.158
735765,0.19
735766,0.15637897
735767,0.158
735768,0.139
735769,0.144
735770,0.135
735771,0.114
735772,0.137
735773,0.151585475
735774,0.193
735775,0.134
735776,0.1935
735777,0.206
735778,0.204
735779,0.173906401
735780,0.188
735781,0.187
735782,0.170623481
735783,0.174
735784,0.141
735785,0.156
735786,0.160800353
735787,0.188
735788,0.189
735789,0.1675
735790,0.181
735791,0.142
735792,0.134
735793,0.181462616
735794,0.314
735795,0.23
735796,0.2015
735797,0.192
735798,0.171
735799,0.164
735800,0.283522904
735801,0.266
735802,0.252
735803,0.2355
735804,0.2255
735805,0.19
735806,0.222128272
735807,0.241
735808,0.238
735809,0.2225
735810,0.223
735811,0.208
735812,0.212
735813,0.243909165
735814,0.276
735815,0.2675
735816,0.2395
735817,0.261
735818,0.235
735819,0.24
735820,0.280337155
735821,0.278
735822,0.249
735823,0.2465
735824,0.292
735825,0.227
735826,0.246470228
735827,0.306084096
735828,0.318200231
735829,0.302
735830,0.2585
735831,0.193241209
735832,0.181
735833,0.226342484
735834,0.253
735835,0.2075
735836,0.2045
735837,0.2155
735838,0.188
735839,0.2
735840,0.245380595
735841,0.258
735842,0.2305
735843,0.227
735844,0.2075
735845,0.307
735846,0.264698565
735847,0.257
735848,0.25
735849,0.2335
735850,0.2
735851,0.206
735852,0.183
735853,0.167551458
735854,0.173
735855,0.144
735856,0.147
735857,0.155
735858,0.155
735859,0.162
735860,0.172994331
735861,0.169
735862,0.1515
735863,0.195
735864,0.168
735865,0.152173251
735866,0.178084612
735867,0.191
735868,0.186
735869,0.1895
735870,0.192
735871,0.194
735872,0.12
735873,0.149058491
735874,0.162
735875,0.1555
735876,0.1395
735877,0.1985
735878,0.196
735879,0.184
735880,0.17799212
735881,0.159
735882,0.0995
735883,0.1065
735884,0.1065
735885,0.092
735886,0.100118048
735887,0.127
735888,0.12
735889,0.1075
735890,0.1065
735891,0.1075
735892,0.11
735893,0.13101466
735894,0.145
735895,0.127
735896,0.183
735897,0.176
735898,0.138
735899,0.135
735900,0.152983919
735901,0.152
735902,0.1385
735903,0.135
735904,0.133
735905,0.117
735906,0.162719429
735907,0.271
735908,0.256
735909,0.241
735910,0.217
735911,0.2005
735912,0.194
735913,0.188000768
735914,0.183
735915,0.165
735916,0.1655
735917,0.169
735918,0.169
735919,0.171
735920,0.188392714
735921,0.174114257
735922,0.163
735923,0.1905
735924,0.190134063
735925,0.209
735926,0.207334265
735927,0.200196356
735928,0.186331987
735929,0.184350461
735930,0.172
735931,0.158
735932,0.161
735933,0.142172575
735934,0.145765826
735935,0.131
735936,0.124
735937,0.131037831
735938,0.14
735939,0.145
735940,0.152621657
735941,0.147
735942,0.1375
735943,0.126
735944,0.113406636
735945,0.115
735946,0.111667156
735947,0.119712718
735948,0.109869808
735949,0.109
735950,0.104
735951,0.097215362
735952,0.1
735953,0.108308733
735954,0.118809201
735955,0.103930891
735956,0.11
735957,0.113
735958,0.106
735959,0.103043646
735960,0.117536835
735961,0.114136085
735962,0.106
735963,0.105
735964,0.089
735965,0.09
735966,0.089120559
735967,0.106293112
735968,0.102100082
735969,0.102
735970,0.093513831
735971,0.093
735972,0.084579371
735973,0.098434985
735974,0.11014697
735975,0.097553104
735976,0.099336088
735977,0.102
735978,0.102
735979,0.095519215
735980,0.111114725
735981,0.113948673
735982,0.106
735983,0.099439695
735984,0.105533518
735985,0.099102281
735986,0.104368329
735987,0.117231846
735988,0.10715802
735989,0.105
735990,0.101441085
735991,0.100510418
735992,0.095870934
735993,0.102287829
735994,0.112611674
735995,0.094306186
735996,0.094
735997,0.103
735998,0.099
735999,0.1
736000,0.105734363
736001,0.106126003
736002,0.091
736003,0.0985
736004,0.124
736005,0.114
736006,0.106942579
736007,0.11777018
736008,0.115290955
736009,0.116
736010,0.098
736011,0.101
736012,0.098
736013,0.10268034
736014,0.112515673
736015,0.089431927
736016,0.097
736017,0.098
736018,0.091
736019,0.084289446
736020,0.099868365
736021,0.1
736022,0.089
736023,0.086
736024,0.116
736025,0.111
736026,0.109280899
736027,0.121
736028,0.127
736029,0.12
736030,0.119
736031,0.11316587
736032,0.105924323
736033,0.122688346
736034,0.133765578
736035,0.124
736036,0.101
736037,0.127
736038,0.125
736039,0.114173196
736040,0.128
736041,0.136
736042,0.1185
736043,0.122
736044,0.1385
736045,0.124
736046,0.127633452
736047,0.148
736048,0.132028759
736049,0.14
736050,0.1365
736051,0.118
736052,0.123
736053,0.140136555
736054,0.147
736055,0.143
736056,0.1535
736057,0.167
736058,0.142
736059,0.152752161
736060,0.205
736061,0.188
736062,0.1595
736063,0.1505
736064,0.141
736065,0.145
736066,0.173461765
736067,0.195
736068,0.1435
736069,0.1895
736070,0.2045
736071,0.194
736072,0.154
736073,0.202329606
736074,0.223
736075,0.173
736076,0.152
736077,0.207
736078,0.18
736079,0.16856207
736080,0.208
736081,0.219
736082,0.189
736083,0.1755
736084,0.171
736085,0.152
736086,0.1833435
736087,0.206
736088,0.1675
736089,0.162
736090,0.164
736091,0.171
736092,0.248
736093,0.235408619
736094,0.217
736095,0.1515
736096,0.1495
736097,0.1565
736098,0.149489641
736099,0.176425219
736100,0.188
736101,0.178
736102,0.148
736103,0.158
736104,0.185
736105,0.147
736106,0.169715941
736107,0.171
736108,0.1315
736109,0.1275
736110,0.146
736111,0.147803918
736112,0.213
736113,0.193846583
736114,0.189
736115,0.179923013
736116,0.1855
736117,0.189
736118,0.151
736119,0.178918183
736120,0.206
736121,0.178
736122,0.186
736123,0.17
736124,0.142
736125,0.136
736126,0.137418479
736127,0.147
736128,0.122
736129,0.112
736130,0.1225
