ID,RA_ICRS,DE_ICRS,Name,GaiaDR2,Distcat,VBURMG,SpTop,SpTnir,SpTph,plxlit,RP-W3,G-RP,Jmag,Hmag,Kmag,W1mag,W2mag,W3mag,gmagPS,rmagPS,imagPS,zmagPS,ymagPS,Gmag,FG,BPmag,FBP,RPmag,FRP,GaiaGest,plx,pmRA,pmDE,SimbadName,_RA.icrs,_DE.icrs
J1332+7459 ,203.1814252,74.99584287,G 255-34 B               ,1.71261E+18,0.19,VB   ,-       ,L2        ,-     ,27.62,6.03,1.634,15.103,14.116,13.569,13.188,12.948,12.313,      ,      ,19.454,18.106,17.137,19.977,192.6,21.038,53.2,18.343,369.6,19.997,27.49,-436.9,49.03,Gaia DR2 1712614056046941824,203.1886911,74.99563165
J1230+2827 ,187.6877632,28.46591318,2MASS 12304562+2827583   ,4.01077E+18,0.22,-    ,-       ,L1        ,-     ,       ,7.179,1.634,16.073,15.005,14.434,13.974,13.668,12.092,      ,21.802,20.257,18.979,18.089,20.905,81.9,21.557,33,19.271,157.2,20.593,22.72,-482.98,-56.23,Gaia DR2 4010768695843696896,187.6901287,28.46615526
J2034+0827 ,308.6566673,8.448179775,2MASS 20343769+0827009   ,1.74947E+18,0.19,-    ,L1      ,-         ,-     ,       ,5.806,1.635,14.464,13.593,13.08,12.771,12.559,11.857,      ,21.257,18.865,17.385,16.426,19.298,359.8,20.932,58.6,17.663,691.2,19.343,35.31,-86.7,-498.88,Gaia DR2 1749473774619251840,308.6570447,8.45032773
J0823+6125 ,125.7805097,61.42144007,2MASS 08230838+6125208   ,1.08998E+18,0.23,-    ,L2:     ,L2.5      ,-     ,       ,5.645,1.635,14.82,13.814,13.196,12.74,12.448,12.409,      ,21.208,19.159,17.802,16.852,19.689,251.1,21.478,35.4,18.054,482.3,19.723,39.24,-465.34,-217.38,Gaia DR2 1089980859123284864,125.7846982,61.42237595
J1505+1101 ,226.2819148,11.02730803,ULAS J150507.76+110139.0 ,1.18052E+18,0.09,-    ,-       ,-         ,L0    ,       ,5.967,1.635,15.557,14.924,14.425,14.163,13.956,12.677,      ,21.894,19.72,18.309,17.422,20.279,145.7,19.044,333.5,18.644,280,20.336,15.3,-179.97,-91.13,Gaia DR2 1180524301640564096,226.2827043,11.02770039
J1425-3650 ,216.3650686,-36.84181255,DENIS-P J142527.97-365023,6.11858E+18,0.27,MG   ,L3:     ,L5        ,-     ,86.45,7.326,1.635,13.747,12.575,11.805,11.041,10.575,10.019,      ,      ,      ,      ,      ,18.98,482.5,21.09,50.6,17.345,926.1,18.635,84.52,-283.86,-469.28,Gaia DR2 6118581861234228352,216.3665957,-36.83979203
J1548-1636 ,237.2420493,-16.60110379,2MASS 15485834-1636018   ,6.26097E+18,0.12,-    ,-       ,L2:       ,-     ,       ,5.47,1.636,13.891,13.104,12.635,12.284,11.994,11.474,      ,20.532,18.129,16.678,15.741,18.58,697.4,20.753,69.1,16.944,1340,18.879,37.43,-206.6,-122.54,Gaia DR2 6260966349293260928,237.2429775,-16.60057618
J1703+1906 ,255.8193605,19.11021303,2MASS 17031672+1906359   ,4.56044E+18,0.16,-    ,L0      ,M9        ,-     ,       ,5.551,1.636,14.916,14.096,13.651,13.358,13.03,12.479,22.176,21.65,19.222,17.713,16.776,19.666,256.5,21.197,45.9,18.03,492.8,19.564,18.66,-67.06,53.47,Gaia DR2 4560442523102375296,255.8196661,19.10998281
J2057-0252 ,314.4753772,-2.87550951,2MUCD 12054              ,6.9158E+18,0.12,-    ,L1.5    ,L1.5      ,-     ,64.71,6.153,1.636,13.121,12.268,11.724,11.292,11.022,10.277,22.122,19.994,17.633,16.173,15.178,18.066,1119.5,20.726,70.8,16.43,2151.7,18.133,64.47,-2.87,-102.22,Gaia DR2 6915795853718552960,314.4753896,-2.875069396
J1138+6740 ,174.6380858,67.67726135,2MASS 11383308+6740403   ,1.05809E+18,0.06,-    ,L0      ,-         ,-     ,       ,5.453,1.636,15.215,14.482,13.95,13.65,13.367,12.77,25.79,21.466,19.326,17.57,      ,19.859,214.6,21.168,47.2,18.223,412.7,20.182,21.79,17.86,-137.03,Gaia DR2 1058090348993305600,174.6378833,67.67785134
J0835+0548 ,128.9923891,5.808458993,2MASS 08355829+0548308   ,5.94797E+17,0.06,-    ,L2:     ,L1.5      ,L2.5  ,       ,5.758,1.636,14.533,13.683,13.168,12.701,12.422,12.11,      ,21.376,19.078,17.594,16.59,19.504,297.8,21.51,34.4,17.868,572.3,19.486,25.75,-116.11,-24.03,Gaia DR2  594796796618894720,128.9928916,5.808562455
J0526-4455 ,81.68117174,-44.93003266,2MASS 05264348-4455455   ,4.79954E+18,0.11,-    ,M9.5    ,L1        ,-     ,       ,5.588,1.637,14.082,13.307,12.705,12.385,12.091,11.723,      ,      ,      ,      ,      ,18.948,496.5,21.186,46.4,17.311,955.8,18.984,30.32,2.45,-161.97,Gaia DR2 4799535763263998080,81.68115684,-44.92933528
J0016-4056 ,4.24929032,-40.94823326,2MASS 00165953-4056541   ,4.99558E+18,0.27,-    ,L3.5    ,-         ,-     ,       ,6.169,1.637,15.316,14.206,13.432,12.828,12.452,12.795,      ,      ,      ,      ,      ,20.601,108.4,21.604,31.5,18.964,208.5,20.227,27.63,212.81,18.19,Gaia DR2 4995583325059035008,4.248077207,-40.94831157
J0922-8010 ,140.582088,-80.17797076,2MASS 09221952-8010399   ,5.19602E+18,0.05,-    ,L2::    ,-         ,-     ,       ,6.778,1.638,15.276,14.285,13.681,13.132,12.802,11.91,      ,      ,      ,      ,      ,20.326,139.7,21.781,26.8,18.688,268.8,19.989,33.6,29.45,-50.85,Gaia DR2 5196015013380778624,140.5813447,-80.17775182
J1212+0206 ,183.1413801,2.10728924,ULAS J121233.92+020627.0 ,3.69968E+18,0.06,-    ,-       ,-         ,L2    ,       ,6.864,1.638,16.128,15.002,14.192,14.048,13.869,12.258,      ,22.26,20.181,18.822,17.923,20.76,93.6,21.943,23.1,19.122,180.3,20.71,18.06,43.96,-115.49,Gaia DR2 3699683699198329600,183.1411907,2.107786489
J0719-5051 ,109.8841251,-50.86164061,2MASS 07193188-5051410   ,5.50423E+18,0.12,-    ,L0      ,L0:       ,-     ,34.6,5.477,1.639,14.094,13.282,12.773,12.466,12.231,11.698,      ,      ,      ,      ,      ,18.814,561.8,21.15,47.9,17.175,1083.4,18.872,36.46,191.36,-52.54,Gaia DR2 5504230937511573504,109.8828198,-50.86141439
J0130-1047 ,22.5529483,-10.79277596,WISEAJ013012.66-104732.4 ,2.45864E+18,0.14,-    ,sdL0    ,sdM8.5    ,      ,       ,6.329,1.639,15.58,      ,      ,14.421,14.002,12.124,      ,      ,19.612,18.091,17.258,20.092,173.2,21.023,53.9,18.453,333.8,20.078,15.63,130.07,-330.03,Gaia DR2 2458637093539154688,22.5523782,-10.791355
J1206-3937 ,181.7089641,-39.62436515,DENIS J1206501-393725    ,3.45937E+18,0.08,-    ,L2      ,L2        ,-     ,       ,5.559,1.639,14.316,13.598,13.094,12.786,12.511,11.969,      ,      ,      ,      ,      ,19.167,406,21.497,34.8,17.528,782.8,19.453,37.54,39.34,-102.61,Gaia DR2 3459368076986593408,181.7087442,-39.62392336
J0135+1205 ,23.8992442,12.0875137,2MASSW J0135358+120522   ,2.58605E+18,0.29,-    ,L1.5    ,L0.5      ,-     ,       ,5.766,1.64,14.412,13.527,12.918,12.506,12.264,11.872,      ,      ,18.795,      ,      ,19.278,366.6,21.032,53.4,17.638,707.3,19.134,39.46,-42.51,-442.75,Gaia DR2 2586051833860608128,23.89943138,12.08941999
J1555+0017 ,238.857873,0.288798609,2MASS 15552614+0017204   ,4.41074E+18,0.12,-    ,L0      ,-         ,-     ,       ,5.866,1.64,14.954,14.229,13.822,13.449,13.179,12.237,      ,21.545,19.257,17.825,16.873,19.743,238.9,21.061,52,18.103,460.9,19.758,22.31,-247.98,-50.45,Gaia DR2 4410735566778443904,238.8589407,0.289015824
J0735+4108 ,113.8308694,41.14695115,2MASS 07351967+4108510   ,9.24474E+17,0.09,-    ,L0      ,M9        ,-     ,       ,5.869,1.64,15.78,15.248,14.853,14.453,14.096,12.664,24.28,22.81,19.665,18.171,17.306,20.173,160.7,22.005,21.8,18.533,310.2,20.484,16.52,-170.68,-116.1,Gaia DR2  924473912120275712,113.8318453,41.14745102
J2238+4353 ,339.5330363,43.88770266,2MASSI J2238074+435317   ,1.98222E+18,0.16,-    ,L1.5    ,L0.5      ,-     ,54.11,5.159,1.64,13.84,13.046,12.52,12.211,11.96,11.853,      ,      ,18.253,      ,15.757,18.652,652.5,21.378,38.9,17.012,1258.9,18.738,44.06,325.48,-125.75,Gaia DR2 1982218395990388224,339.5310918,43.88824407
J0953-1014 ,148.3382788,-10.23936238,2MASS 09532126-1014205   ,3.76993E+18,0.14,MG   ,L0      ,M9.5      ,-     ,       ,6.047,1.64,13.469,12.644,12.142,11.769,11.413,10.728,      ,20.471,18,16.466,15.44,18.415,811.5,21.505,34.6,16.775,1565.9,18.194,27.89,-82.39,-66.72,Gaia DR2 3769934860057100672,148.3386393,-10.23907511
J0046+1608 ,11.70021131,16.13539615,ULAS J004648.07+160807.9 ,2.78143E+18,0.08,-    ,-       ,-         ,L0    ,       ,6.79,1.641,15.679,14.922,14.505,14.157,13.893,11.963,      ,      ,19.844,18.425,17.472,20.394,131.2,21.48,35.3,18.753,253.2,20.348,15.16,-55.46,-69.37,Gaia DR2 2781432571920655872,11.70045989,16.13569483
J0812-2444 ,123.1327938,-24.74573782,DENIS-P J0812316-244442  ,5.69779E+18,0.05,-    ,L2.5:   ,L1        ,-     ,47.282,5.661,1.641,13.817,12.929,12.391,12.059,11.861,11.4,22.113,20.545,18.236,16.814,15.869,18.702,623.1,20.99,55.5,17.061,1203.4,18.762,47.24,135.53,-140.87,Gaia DR2 5697787766170389888,123.1321513,-24.74513129
J0141+1804 ,25.26540797,18.08036672,2MASSW J0141032+180450   ,9.4713E+16,0.24,-    ,L1      ,L4.5      ,-     ,44.06,5.494,1.642,13.875,13.034,12.492,12.16,11.928,11.589,      ,20.556,18.255,16.812,15.837,18.725,610,21.28,42.5,17.083,1178.7,19.124,42.3,409.55,-55.16,Gaia DR2   94712996769289856,25.26355304,18.0806042
J2004-2637 ,301.0133156,-26.6319453,WISE J200403.17-263751.7 ,6.85003E+18,0.28,-    ,-       ,L0        ,-     ,       ,5.32,1.643,15.185,14.637,14.088,13.968,13.591,12.614,      ,21.96,19.1,17.585,16.754,19.577,278.2,21.421,37.3,17.934,538.7,19.97,18.46,66.61,-609.97,Gaia DR2 6850032693167651200,301.0129947,-26.62931904
J2023-5946 ,305.8696607,-59.78119921,2MASSJ20232858-5946519   ,6.46725E+18,0.07,-    ,-       ,M8.0      ,      ,       ,5.688,1.643,15.53,14.965,14.485,14.161,13.953,12.692,      ,      ,      ,      ,      ,20.023,184.6,21.321,40.9,18.38,357,20.077,12.39,70.31,-23.91,Gaia DR2 6467249470987375232,305.8690592,-59.78109627
J2130-0845 ,322.6875654,-8.755894086,2MASSW J2130446-084520   ,6.89474E+18,0.17,-    ,L1.5    ,M8.5      ,-     ,       ,5.831,1.643,14.137,13.334,12.815,12.473,12.25,11.492,      ,      ,18.513,      ,      ,18.966,488.7,20.479,88.9,17.323,945.6,18.689,37.33,351.95,-41.79,Gaia DR2 6894737663425859328,322.6860322,-8.755714154
J1004-1318 ,151.1673543,-13.30612673,DENIS J1004403-131818    ,3.76533E+18,0.13,-    ,L0      ,L1:       ,-     ,       ,6.047,1.643,14.685,13.883,13.357,12.783,12.495,12.176,      ,21.466,19.442,17.895,16.856,19.866,213.4,21.115,49.5,18.223,412.6,19.598,40.71,-124.97,-196.68,Gaia DR2 3765325471089276288,151.1679072,-13.30527991
J2320+4123 ,350.122992,41.39512815,2MASS 23202927+4123415   ,1.92429E+18,0.07,-    ,L1:     ,L0        ,-     ,       ,5.332,1.644,14.585,13.764,13.192,12.808,12.53,12.256,      ,21.3,18.729,17.295,16.378,19.232,382.4,21.465,35.9,17.588,740.6,19.31,17.89,162.59,54.3,Gaia DR2 1924288873531145728,350.1220588,41.39489435
J1307+0246 ,196.8911623,2.766678018,ULAS J130733.83+024602.1 ,3.69242E+18,0.14,-    ,-       ,-         ,L0    ,       ,5.686,1.644,15.051,14.272,13.786,13.477,13.193,12.42,      ,21.422,19.254,17.805,16.89,19.75,237.3,21.46,36,18.106,459.8,19.775,22.89,112.63,-311.45,Gaia DR2 3692416064777472640,196.8906768,2.768018983
J1149-0153 ,177.3006073,-1.883591508,2MASS 11491231-0153003   ,3.79434E+18,0.06,-    ,L1      ,M8.5      ,-     ,       ,5.815,1.644,14.671,14.131,13.709,13.398,13.05,11.721,      ,21.314,18.644,17.213,16.384,19.18,401.3,21.201,45.7,17.536,777.2,19.319,21.56,-169.65,-24.15,Gaia DR2 3794336635144108032,177.3013382,-1.883487529
J1431+1436 ,217.8769505,14.61462332,2MASS 14313097+1436539   ,1.22822E+18,0.2,-    ,L2      ,L3.5 p(blu,-     ,       ,5.518,1.645,15.151,14.501,14.125,13.719,13.427,12.823,      ,21.696,19.6,17.964,17.016,19.986,191,21.524,34,18.341,370.2,20.368,22.98,-430.42,-73.6,Gaia DR2 1228220944254775680,217.8788657,14.6149402
J1654+3747 ,253.7110148,37.788229,2MASS 16545081+3747141   ,1.35136E+18,0.12,-    ,L2      ,L0.5      ,-     ,       ,5.764,1.645,15.01,14.181,13.656,13.198,12.956,12.388,      ,21.707,19.305,17.869,16.902,19.797,227.2,21.827,25.7,18.152,440.5,19.79,26.85,-115.48,200.82,Gaia DR2 1351358992366449152,253.7116439,37.78736436
J1323-1806 ,200.8993851,-18.1107488,DENIS-P J1323-1806       ,3.50793E+18,0.04,-    ,L0      ,L0        ,-     ,       ,5.427,1.645,14.903,14.193,13.663,13.331,13.069,12.845,      ,21.349,19.447,17.965,16.97,19.917,203.6,21.94,23.1,18.272,394.6,19.791,16.35,-109.2,-46.69,Gaia DR2 3507934197073671424,200.8998798,-18.11054777
J1418+6000 ,214.7453639,60.00511186,2MASS 14185890+6000194   ,1.6603E+18,0.02,-    ,L0      ,-         ,-     ,       ,5.676,1.646,15.235,14.484,13.93,13.644,13.397,12.616,21.833,21.637,19.416,17.999,17.073,19.938,199.7,21.175,46.8,18.292,387.2,19.853,18.45,-8.38,-33.74,Gaia DR2 1660299597739979392,214.745436,60.00525712
J1004+6146 ,151.1769525,61.77431843,2MASS 10044261+6146287   ,1.05121E+18,0.05,-    ,L0      ,-         ,-     ,       ,5.803,1.646,15.547,14.787,14.283,13.986,13.708,12.761,24.59,22.032,19.682,18.209,17.267,20.21,155.4,21.556,33,18.564,301.4,20.361,15.01,-78.13,-69.45,Gaia DR2 1051212349711087488,151.1776638,61.77461745
J2331+1552 ,352.8717582,15.87249964,2MASS 23312938+1552228   ,2.82038E+18,0.11,-    ,L0      ,M9.5      ,L0.5  ,       ,5.855,1.646,15.057,14.196,14,13.469,13.186,12.257,24.13,21.39,19.241,17.817,16.883,19.758,235.6,21.599,31.7,18.112,457.2,19.805,25.18,-130.49,-106.51,Gaia DR2 2820384936000540544,352.8723423,15.87295823
J0602+3910 ,90.62781989,39.18076084,LSR 0602+3910            ,3.45749E+18,0.27,-    ,L1      ,L1        ,-     ,87.84,5.955,1.646,12.3,11.451,10.865,10.418,10.135,9.655,21.923,19.274,16.877,15.352,14.357,17.256,2360.4,20.934,58.5,15.61,4578.7,17.335,85.61,156.89,-506.28,Gaia DR2 3457493517036545280,90.62694842,39.18294066
J0836+4949 ,129.0926077,49.82605074,2MASS 08362199+4949312   ,1.02707E+18,0.1,-    ,L0      ,M9.5:     ,-     ,       ,5.958,1.646,15.421,14.639,14.538,14.003,13.736,12.516,      ,21.73,19.603,18.137,17.24,20.12,168.8,21.554,33,18.474,327.6,20.132,17.09,135.95,138.08,Gaia DR2 1027068590488156928,129.0917003,49.82545622
J0808+4107 ,122.2458163,41.12795046,2MASS 08085899+4107412   ,9.21659E+17,0.09,-    ,L2      ,-         ,-     ,       ,6.877,1.646,15.744,14.875,14.325,14.054,13.792,12.032,23.069,21.817,20.066,18.622,17.598,20.555,113.1,19.783,168.7,18.909,219.4,20.515,18.35,0.42,-33.84,Gaia DR2  921659093634512640,122.2458139,41.12809616
J0641-4322 ,100.3280091,-43.37297062,2MASS 06411840-4322329   ,5.55711E+18,0.28,-    ,L1.5    ,L2.5:     ,-     ,51.08,5.739,1.647,13.751,12.941,12.451,12.097,11.801,11.172,      ,      ,      ,      ,      ,18.558,711.5,21.142,48.3,16.911,1381.9,18.899,51.28,211.78,632.03,Gaia DR2 5557113083119380224,100.3267547,-43.37569186
J0401+2849 ,60.40433296,28.830865,WISE J040137.21+284951.7 ,1.67202E+17,0.2,-    ,-       ,L2.5      ,-     ,       ,6.088,1.647,13.413,12.43,11.817,11.282,11.003,10.732,      ,20.31,18.084,16.567,15.561,18.467,774,21.315,41.2,16.82,1502.9,18.393,80.29,-469.69,-103.08,Gaia DR2  167202325215063168,60.40664139,28.8313088
J1209+5429 ,182.317517,54.49726872,2MASS 12091619+5429499   ,1.57312E+18,0.02,-    ,L1      ,-         ,-     ,       ,6.379,1.647,15.518,14.662,14.224,13.72,13.587,12.328,22.128,21.744,19.845,18.396,17.438,20.354,136.1,21.434,36.9,18.707,264.3,20.186,19.68,8.58,30.33,Gaia DR2 1573122103912249088,182.3174534,54.49713813
J0451-3402 ,72.75444347,-34.03688131,2MASSI J0451009-340214   ,4.87324E+18,0.08,-    ,L0.5    ,L0.5      ,-     ,47.46,5.702,1.647,13.541,12.826,12.294,11.935,11.672,11.105,      ,      ,      ,      ,      ,18.454,783,21.216,45.1,16.807,1520,18.415,45.8,96.85,138.22,Gaia DR2 4873243032763432064,72.75394026,-34.03747643
J0046+0251 ,11.56502942,2.866372669,ULAS J004615.56+025159.6 ,2.55077E+18,0.07,-    ,-       ,-         ,L0    ,       ,5.71,1.647,14.401,13.705,13.286,12.997,12.686,11.769,21.99,21.301,18.657,17.184,16.244,19.126,421.6,21.384,38.6,17.479,818.4,19.207,25.27,95.09,-116.94,Gaia DR2 2550766886522609920,11.56461949,2.866876161
J0800+5511 ,120.114851,55.19250013,2MASS 08002758+5511346   ,1.08093E+18,0.12,-    ,L1      ,-         ,-     ,       ,5.823,1.647,14.623,13.819,13.36,12.905,12.543,12.048,      ,21.343,19.079,17.535,16.572,19.518,293.9,21.385,38.6,17.871,570.9,19.506,27.63,-15.67,-97.83,Gaia DR2 1080925998616880768,120.1149692,55.19292134
J1556+1723 ,239.1847221,17.38582177,2MASS 15564434+1723089   ,1.20249E+18,0.02,-    ,L0      ,L0.5      ,-     ,       ,5.864,1.647,14.669,13.865,13.347,12.902,12.601,12.083,21.433,21.477,19.139,17.648,16.638,19.594,274,21.387,38.5,17.947,532,19.404,20.22,-23.02,2.61,Gaia DR2 1202489863904750208,239.184826,17.38581053
J0030+2244 ,7.604228935,22.74612846,HIP 2397 B               ,2.80002E+18,0.14,VB   ,-       ,L0.5      ,-     ,29.507,5.195,1.648,14.586,13.975,13.181,13.097,12.847,12.564,20.174,21.44,18.952,17.451,16.456,19.407,325.3,21.905,23.9,17.759,632.5,19.323,28.85,194.16,-185.03,Gaia DR2 2800023565494388480,7.603322465,22.74692511
J0006-0852 ,1.704582613,-8.880870625,2MASS 00064916-0852457   ,2.42905E+18,0.18,UR   ,M9      ,M8:       ,-     ,       ,5.42,1.648,14.143,13.551,13.132,12.762,12.353,11.637,23.01,20.889,18.241,16.768,15.885,18.705,621.3,20.503,86.9,17.057,1207.5,18.845,34.07,-57.33,-321.09,Gaia DR2 2429054454021227648,1.704832445,-8.879488154
J0615-0100 ,93.95650335,-1.011821081,DENIS-P J0615493-010041  ,3.1212E+18,0.1,-    ,L2:     ,L1        ,-     ,45.7,5.609,1.648,13.754,12.984,12.541,12.197,11.948,11.295,      ,20.599,18.156,16.627,15.66,18.552,715.5,19.972,141.8,16.904,1389.9,18.697,44.8,199.17,-57.86,Gaia DR2 3121200807575320448,93.95564568,-1.011571961
J1331+3407 ,202.8860419,34.13205042,2MASS 13313310+3407583   ,1.47008E+18,0.17,-    ,L0      ,L1 p(red) ,L1    ,35.57,5.613,1.648,14.333,13.401,12.885,12.577,12.341,11.754,      ,20.78,18.575,17.131,16.178,19.015,466.8,21.127,48.9,17.367,907.8,19.081,35,-366.62,-182.9,Gaia DR2 1470080890679613696,202.8879489,34.13283789
J0116-1654 ,19.16363185,-16.90559806,WISEAJ011639.05-165420.5 ,2.3584E+18,0.27,-    ,sdL0    ,sdM8.5    ,      ,       ,6.592,1.648,15.76,      ,      ,14.415,13.989,11.859,      ,      ,19.577,18.09,17.333,20.099,172.2,21.051,52.5,18.451,334.4,20.068,16.45,602.21,67.57,Gaia DR2 2358397882610264960,19.16092189,-16.90588897
J1300+1912 ,195.1734205,19.20423559,2MASSW J1300425+191235   ,3.94134E+18,0.65,-    ,L1      ,L3 p(blue),-     ,70.4,5.458,1.648,12.717,12.08,11.624,11.242,10.985,10.375,21.549,19.536,17.148,15.537,14.561,17.481,1917.9,21.04,53.1,15.833,3728.3,17.949,71.68,-810.52,-1248.53,Gaia DR2 3941342198772052352,195.177116,19.20961116
J1202+4204 ,180.7072898,42.08014903,2MASS 12025009+4204531   ,1.5372E+18,0.23,-    ,L0      ,-         ,-     ,       ,5.594,1.648,14.499,13.694,13.259,12.944,12.65,12.079,23.42,21.46,18.874,17.402,16.369,19.321,352.4,21.362,39.4,17.673,684.6,19.42,31.52,-222.98,-290.95,Gaia DR2 1537202850034988288,180.7085834,42.08140172
J1232+0223 ,188.0031236,2.395614636,2MASS 12320085+0223441   ,3.70047E+18,0.12,-    ,L0      ,-         ,L0.5  ,       ,6.637,1.649,15.927,15.228,14.691,14.462,14.165,12.492,25.27,22.41,20.264,18.837,17.89,20.778,92.1,21.271,42.9,19.129,179.1,20.786,12.36,-98.8,1.23,Gaia DR2 3700467406177821952,188.0035494,2.39560934
J2157-5534 ,329.4547422,-55.57841524,2MASS 21574904-5534420   ,6.41296E+18,0.17,-    ,L0::    ,-         ,-     ,       ,5.535,1.649,14.263,13.44,13.002,12.69,12.425,11.726,      ,      ,      ,      ,      ,18.91,514.4,21.581,32.2,17.261,1000.5,19.009,29.08,46.91,-19.6,Gaia DR2 6412958026349034880,329.4543849,-55.57833085
J0829+1456 ,127.2773867,14.93841877,2MASSW J0829066+145622   ,6.5175E+17,0.12,-    ,L2      ,L1        ,-     ,       ,6.08,1.649,14.75,13.801,13.166,12.811,12.588,11.96,      ,21.303,19.141,17.786,16.852,19.689,251,21.752,27.5,18.04,488.3,19.549,38.17,-55.95,-241.1,Gaia DR2  651750158907764224,127.277636,14.93945683
J1334+1940 ,203.5255252,19.6768818,2MASSW J1334062+194034   ,1.24897E+18,0.05,-    ,L1.5    ,-         ,-     ,       ,6.553,1.649,15.477,14.833,14.001,13.684,13.395,12.155,      ,      ,19.864,18.45,17.459,20.357,135.7,21.095,50.4,18.708,264.1,20.324,23.28,-77.39,100.88,Gaia DR2 1248973019345750272,203.5258791,19.67644745
J2104-1037 ,316.0649592,-10.62831355,2MASSI J2104149-103736   ,6.89015E+18,0.23,-    ,L2.5    ,-         ,-     ,57.18,6.685,1.649,13.841,12.975,12.369,11.915,11.681,10.445,      ,      ,18.347,16.898,15.968,18.779,580.2,20.569,81.8,17.13,1129.6,18.806,58.17,594.59,-295.71,Gaia DR2 6890153425787729152,316.0623545,-10.62704035
J2359-2007 ,359.9920688,-20.13013048,SSSPM J2400-2008         ,2.34177E+18,0.31,-    ,M9.5    ,L1        ,-     ,       ,5.269,1.65,14.382,13.623,13.248,12.878,12.54,12.109,      ,20.943,18.567,17.117,16.139,19.028,461.4,21.378,38.8,17.378,898.5,19.274,33.22,406.96,-520.36,Gaia DR2 2341766188692111744,359.9902027,-20.12789004
J0036+1821 ,9.0712227,18.3533929,2MASSW J0036159+182110   ,2.79474E+18,0.26,-    ,L3.5    ,L4        ,-     ,114.2,6.018,1.65,12.466,11.588,11.058,10.536,10.245,9.851,      ,19.526,      ,      ,      ,17.519,1853.1,21.099,50.2,15.869,3607.3,17.727,114.42,901.56,124.02,Gaia DR2 2794735086363871360,9.06713296,18.35285888
J0147+3453 ,26.88955133,34.88615327,2MASSW J0147334+345311   ,3.18121E+17,0.12,-    ,L0.5    ,L1        ,-     ,       ,6.071,1.65,14.946,14.162,13.574,13.184,12.919,12.163,      ,21.668,19.414,17.931,16.945,19.884,209.7,21.306,41.5,18.234,408.4,19.816,19.93,37.54,-61.38,Gaia DR2  318121222523445376,26.88935429,34.88641755
J1346+0842 ,206.5300929,8.709226814,2MASS 13460746+0842346   ,3.72506E+18,0.08,-    ,L2      ,-         ,L2    ,       ,6.612,1.65,15.743,14.786,14.162,13.77,13.544,12.243,      ,      ,19.96,18.551,17.59,20.505,118.4,20,138.2,18.855,230.6,20.492,21.63,-241.35,-93.89,Gaia DR2 3725064104059179904,206.5311441,8.709631061
J1342-0027 ,205.6178198,-0.451449561,2MASS 13422841-0027055   ,3.66192E+18,0.05,-    ,L0      ,-         ,L0    ,       ,6.304,1.65,15.594,14.877,14.297,14.017,13.733,12.378,24.17,21.887,19.771,18.345,17.41,20.332,138.8,21.265,43.1,18.682,270.3,20.317,18.42,-119.48,21.01,Gaia DR2 3661915333050345728,205.6183342,-0.451540021
J1033+1216 ,158.2888002,12.27348899,2MASS 10330903+1216265   ,3.88307E+18,0.08,-    ,L0      ,M9        ,L0.5  ,       ,6.771,1.65,15.065,14.444,13.953,13.637,13.28,11.481,24.05,21.441,19.346,17.953,      ,19.902,206.3,22.255,17.3,18.252,401.7,19.783,21.4,237.11,-120.88,Gaia DR2 3883066123993750144,158.2877554,12.27400945
J0947+0617 ,146.9601771,6.286476541,ULAS J094750.55+061712.6 ,3.8531E+18,0.13,-    ,-       ,-         ,L0    ,       ,5.096,1.651,14.487,13.674,13.229,12.899,12.665,12.379,      ,21.052,18.65,17.167,16.263,19.126,421.6,20.724,70.9,17.475,821.6,19.238,24.54,-237.08,-171.78,Gaia DR2 3853102164394132352,146.961204,6.287216148
J1256-0224 ,194.1525392,-2.415809346,2MASS 12563716-0224522   ,3.68544E+18,0.28,-    ,L3.5 sd ,-         ,-     ,11.1,5.996,1.651,16.099,15.792,15.439,15.21,15.005,12.406,      ,21.844,19.451,18.095,17.51,20.053,179.5,21.595,31.8,18.402,349.8,21.122,12.55,-511.25,-300.64,Gaia DR2 3685444645661181696,194.1547424,-2.414514922
J0614-2019 ,93.55051886,-20.32311801,SIPS J0614-2019          ,2.94112E+18,0.18,-    ,-       ,L4        ,-     ,34.3,5.764,1.652,14.783,13.901,13.375,13.012,12.769,12.246,      ,21.404,19.146,17.744,16.792,19.662,257.3,21.576,32.4,18.01,502,19.952,32.84,139.57,-308.47,Gaia DR2 2941124270643891072,93.54987805,-20.32178987
J0042+1142 ,10.74721698,11.70257653,ULAS J004259.29+114209.8 ,2.7755E+18,0.16,-    ,-       ,-         ,L0    ,       ,5.901,1.652,14.754,14.074,13.514,13.252,12.921,11.873,      ,21.684,18.965,17.451,16.524,19.426,319.9,21.975,22.4,17.774,624,19.511,18.62,86.3,-85.71,Gaia DR2 2775496377361648384,10.74683752,11.70294556
J0605-2342 ,91.25777554,-23.70706607,2MASS 06050196-2342270   ,2.91325E+18,0.05,-    ,L0:     ,L1:       ,-     ,       ,5.025,1.652,14.512,13.727,13.145,12.838,12.545,12.648,      ,21.22,18.901,17.402,16.381,19.325,350.9,21.784,26.7,17.673,685.1,19.453,30.63,-81.19,93.7,Gaia DR2 2913249451860183168,91.25815732,-23.7074695
