ID,RA_ICRS,DE_ICRS,Name,GaiaDR2,Distcat,VBURMG,SpTop,SpTnir,SpTph,plxlit,RP-W3,G-RP,Jmag,Hmag,Kmag,W1mag,W2mag,W3mag,gmagPS,rmagPS,imagPS,zmagPS,ymagPS,Gmag,FG,BPmag,FBP,RPmag,FRP,GaiaGest,plx,pmRA,pmDE,SimbadName,_RA.icrs,_DE.icrs
J0602+6336 ,90.59220324,63.60980106,2MASS 06022216+6336391   ,1.00806E+18,0.09,-    ,L1:     ,L1.5      ,-     ,       ,5.81,1.797,14.266,13.357,12.683,12.223,11.948,11.715,      ,20.972,18.715,17.282,16.304,19.322,352.1,21.054,52.4,17.525,785.1,19.121,28.84,-25.05,-225.78,Gaia DR2 1008061401700431616,90.5924459,63.61077317
J0057-0846 ,14.27302483,-8.773427247,2MASS 00570555-0846241   ,2.47428E+18,0,-    ,L0      ,M9.5      ,-     ,       ,6.585,1.797,15.698,14.917,14.356,14.091,13.8,12.131,22.502,21.875,19.869,18.43,17.5,20.513,117.5,20.645,76.3,18.716,262,20.163,12.8,-23.26,-1.86,Gaia DR2 2474280047331246464,14.27312616,-8.773419239
J0436-4218 ,69.08578386,-42.31435282,2MASS 04362054-4218523   ,4.81559E+18,0.01,-    ,L0:     ,L0.5      ,-     ,       ,5.636,1.799,14.489,13.654,13.137,12.786,12.517,12.073,      ,      ,      ,      ,      ,19.508,296.6,20.96,57.1,17.709,662.6,19.295,21.79,36.49,35.99,Gaia DR2 4815587464796456192,69.08557139,-42.31450777
J0053-3631 ,13.32942372,-36.51996248,2MASS 00531899-3631102   ,5.00167E+18,0.07,-    ,L3.5    ,L4:       ,-     ,       ,6.349,1.799,14.445,13.48,12.937,12.346,12.045,11.505,      ,      ,      ,      ,      ,19.653,259.6,21.855,25,17.854,579.8,19.573,41.46,67.15,-108.27,Gaia DR2 5001668709601989248,13.32906396,-36.51949631
J1359+3247 ,209.9796747,32.78838165,2MASS 13595522+3247195   ,1.4577E+18,0.05,-    ,L0      ,-         ,L0    ,       ,6.12,1.801,15.584,14.818,14.312,13.999,13.693,12.398,      ,22.073,19.766,18.236,17.299,20.319,140.5,21.525,33.9,18.518,314.4,20.245,13.58,-75.47,-71.94,Gaia DR2 1457702627432818048,209.9800613,32.78869139
J1231+4959 ,187.8389025,49.98972739,2MASS 12312141+4959234   ,1.54461E+18,0.18,-    ,L2      ,L3.5      ,-     ,       ,5.97,1.802,14.617,13.709,13.135,12.602,12.291,11.947,22.263,19.895,19.189,17.118,16.688,19.719,244.1,20.985,55.8,17.917,547.2,19.512,27.41,-51.44,-15.51,Gaia DR2 1544612832556363136,187.839247,49.98979417
J2002-0521 ,300.7108163,-5.365100117,2MASS 20025073-0521524   ,4.22038E+18,0.09,-    ,L6      ,L7::      ,-     ,       ,7.675,1.802,15.316,14.278,13.417,12.571,12.096,11.157,      ,21.829,20.552,18.604,17.539,20.634,105.1,21.067,51.7,18.832,235.6,20.509,56.72,-111.38,-114.7,Gaia DR2 4220379661283166720,300.7112979,-5.36460627
J1432+3451 ,218.1749397,34.86146708,2MASS 14324216+3451429   ,1.48005E+18,0.07,-    ,L1      ,L1        ,-     ,       ,6.206,1.805,15.752,15.047,14.768,14.142,13.916,12.598,      ,      ,20.046,18.619,17.648,20.609,107.6,21.198,45.8,18.804,241.7,20.621,16.71,-140.93,-103.14,Gaia DR2 1480049067391928064,218.1756792,34.86191115
J1951-3311 ,297.8069216,-33.18864438,WISE J195113.62-331116.7 ,6.74692E+18,0.39,-    ,-       ,L1 p      ,-     ,       ,6.517,1.808,15.708,15.019,14.506,14.052,13.731,12.354,      ,      ,20.88,      ,      ,20.679,100.9,21.128,48.9,18.871,227.3,20.629,24.24,96.23,-411.03,WISE J195113.62-331116.7    ,297.8064265,-33.18687466
J1128-0152 ,172.0287214,-1.866947456,ULAS J112806.87-015200.5 ,3.79658E+18,0.25,-    ,-       ,-         ,L0    ,       ,6.822,1.808,15.876,15.162,14.758,14.366,14.068,11.951,21.802,19.982,19.958,18.54,17.648,20.581,110.4,21.751,27.5,18.773,248.7,20.254,15.13,47.69,-45.71,ULAS J112806.87-015200.5    ,172.028516,-1.866750649
J0255-4700 ,43.7717796,-47.01665137,DENIS-P J0255-4700       ,4.7524E+18,0.52,-    ,L8      ,L9        ,-     ,205.83,7.66,1.808,13.246,12.204,11.558,10.769,10.207,9.142,      ,      ,      ,      ,      ,18.61,677.9,21.301,41.7,16.802,1526.9,18.796,205.33,1011.24,-554.77,Gaia DR2 4752399493622045696,43.76539379,-47.0142626
J0801+4806 ,120.4980096,48.1080672,2MASS 08015951+4806282   ,9.33136E+17,0.02,-    ,L0      ,-         ,-     ,       ,6.505,1.809,16.012,15.06,14.818,14.449,14.101,12.425,      ,      ,20.323,18.708,17.66,20.739,95.5,21.581,32.2,18.93,215.1,20.621,16.87,4.09,45.53,Gaia DR2  933136277040922880,120.4979832,48.10787117
J1228+0050 ,187.2305923,0.845437247,2MASS 12285538+0050440   ,3.69687E+18,0.02,-    ,L0      ,-         ,L2p   ,       ,7.038,1.81,15.613,14.825,14.162,13.797,13.325,11.718,22.87,20.638,20.115,18.54,17.513,20.566,111.9,21.444,36.6,18.756,252.5,20.081,12.05,-39.55,-25.52,Gaia DR2 3696867742547253760,187.2307626,0.845547125
J1454-6604 ,223.5383279,-66.08137946,DENIS-P J1454078-660447  ,5.84875E+18,0.38,-    ,L3.5    ,-         ,-     ,84.88,6.561,1.813,13.059,12.168,11.721,11.1,10.693,10.038,      ,      ,      ,      ,      ,18.412,814.2,21.52,34.1,16.599,1841,18.181,93.22,479.98,-356.24,Gaia DR2 5848753805085988352,223.5332311,-66.07984557
J2252-1730 ,343.0466328,-17.50316908,DENIS-P J225210.73-173013,2.4032E+18,0.51,UR   ,-       ,L7.5      ,-     ,63.2,6.938,1.813,14.313,13.36,12.901,12.188,11.744,10.978,      ,      ,19.657,17.62,16.465,19.729,242.1,22.546,13.2,17.916,547.6,19.836,59.15,407.62,162.59,Gaia DR2 2403199614187542528,343.0447925,-17.50386911
J0700+3157 ,105.1534538,31.95470653,2MASS 07003664+3157266   ,8.90664E+17,0.88,UR   ,L3.5    ,-         ,-     ,86.7,6.549,1.813,12.923,11.947,11.317,10.683,10.378,9.717,      ,19.942,      ,      ,15.042,18.079,1106.2,20.839,63.8,16.266,2503.3,17.93,88.28,92.14,-552.28,Gaia DR2  890663968222557440,105.1529862,31.9570844
J1526+2808 ,231.587894,28.13506378,2MASS 15262104+2808074   ,1.2711E+18,0.06,-    ,L1      ,-         ,-     ,       ,6.59,1.815,15.919,15.447,14.472,14.15,14.029,12.486,      ,      ,20.265,18.848,17.872,20.891,83,21.387,38.5,19.076,188.2,20.73,21.5,49.12,-67.58,Gaia DR2 1271103061675345536,231.5876542,28.13535474
J1526+2043 ,231.5573541,20.72635342,2MASSI J1526140+204341   ,1.21392E+18,0.3,-    ,L7      ,-         ,-     ,48.5,6.584,1.817,15.586,14.497,13.922,13.168,12.819,12.301,      ,      ,20.645,18.678,17.595,20.702,98.7,22.191,18.4,18.885,224.3,20.916,50,-220.78,-359.16,Gaia DR2 1213916950812872192,231.5583705,20.7278998
J1800-1559 ,270.0048296,-15.99126584,2MASS 18000116-1559235   ,4.14513E+18,0.15,-    ,L5.5    ,L4.5      ,-     ,       ,5.707,1.821,13.431,12.521,11.981,11.341,11.144,11.088,      ,      ,18.316,16.724,15.641,18.616,674.4,20.074,129,16.795,1536.8,18.748,80.9,-7.45,-296.09,Gaia DR2 4145132555890838784,270.004863,-15.98999101
J1347-7610 ,206.9995652,-76.1679551,2MASS 13475911-7610054   ,5.78984E+18,2.36,-    ,L0      ,L0        ,-     ,       ,5.969,1.821,13.792,13.045,12.55,11.756,11.453,10.871,      ,      ,      ,      ,      ,18.661,647.1,20.467,89.9,16.84,1475.5,18.359,31.93,195.86,39.17,Gaia DR2 5789842620561789568,206.9960379,-76.16812373
J1529+6730 ,232.3882216,67.50584966,2MASS 15293306+6730215   ,1.64565E+18,0.1,-    ,-       ,L0:       ,-     ,       ,5.794,1.822,16.327,15.34,14.722,14.536,14.262,13.233,24.604,22.02,20.328,18.862,17.902,20.849,86.3,21.444,36.5,19.027,196.7,20.842,12.21,37.22,-25.77,Gaia DR2 1645651835115944576,232.3878027,67.50596061
J0422+0723 ,65.62824375,7.394559546,2MASS 04223057+0723448   ,3.2869E+18,0.19,-    ,L1      ,-         ,-     ,       ,6.719,1.823,15.771,14.915,14.446,14.085,13.845,12.068,      ,      ,20.069,18.636,17.649,20.61,107.5,19.699,182.3,18.787,245.5,20.509,20.97,191.85,-282.45,Gaia DR2 3286898343749943424,65.6274108,7.395775649
J0805+4812 ,121.3797283,48.20938337,2MASS 08053189+4812330   ,9.33055E+17,0.2,UR   ,L4      ,L4.5 + T5 ,-     ,43.1,6.311,1.829,14.734,13.917,13.444,12.887,12.452,11.916,      ,21.829,19.845,18.066,16.911,20.056,179,21.655,30.1,18.227,411.1,20.066,46.78,-459.1,56.69,Gaia DR2  933054951834436352,121.3826945,48.20913925
J1953-0229 ,298.2957792,-2.499178227,2MASS 19531118-0229501   ,4.23432E+18,0.21,-    ,-       ,L2 p(blue),-     ,       ,6.509,1.833,15.638,14.857,14.454,14.011,13.608,12.359,      ,      ,20.411,18.661,17.668,20.701,98.9,21.55,33.2,18.868,227.9,20.646,21.59,-166.53,-409.02,Gaia DR2 4234316349122492032,298.2964968,-2.497417168
J0908+5032 ,137.1555623,50.53358785,2MASSI J0908380+503208   ,1.01619E+18,0.24,-    ,L5      ,L9        ,-     ,       ,7.211,1.836,14.549,13.477,12.945,12.098,11.651,10.748,      ,22.081,19.983,17.636,16.613,19.795,227.8,21.347,40,17.959,526.3,20.114,95.82,-416.23,-471.08,Gaia DR2 1016186483389930752,137.1583818,50.53561607
J1925+0700 ,291.3033582,7.011011363,2MASSJ19251275+0700362   ,4.29552E+18,0.09,-    ,-       ,-         ,L7    ,       ,7.267,1.837,14.763,13.693,12.937,12.005,11.638,10.934,      ,22.035,20.149,17.859,16.868,20.038,182,20.98,56,18.201,421.2,20.033,89.26,44.93,215.16,Gaia DR2 4295524821431807232,291.3031633,7.01008498
J0257-3105 ,44.36078362,-31.09634096,2MASS 02572581-3105523   ,5.05288E+18,0.25,-    ,L8      ,L8:       ,-     ,99.7,7.543,1.837,14.672,13.518,12.876,12.032,11.6,10.565,      ,      ,20.24,      ,      ,19.945,198.2,21.69,29.1,18.108,458.7,20.043,102.37,622.88,346.01,Gaia DR2 5052876333365036928,44.35765167,-31.09783068
J1109+2353 ,167.4093657,23.89404695,2MASS 11093831+2353406   ,3.99529E+18,0.2,-    ,L0      ,-         ,-     ,       ,6.429,1.844,15.695,15.014,14.584,14.389,14.171,12.272,      ,22.447,19.987,18.554,17.638,20.545,114.1,19.212,285.6,18.701,265.8,20.507,14.53,-62.98,-114.02,Gaia DR2 3995289595054235520,167.4096623,23.89453787
J0428-2253 ,67.21293835,-22.88894622,2MASSI J0428510-225323   ,4.89816E+18,0.06,-    ,L0.5    ,L0        ,-     ,38.48,5.805,1.847,13.507,12.668,12.118,11.724,11.472,10.957,      ,20.226,17.954,16.497,15.516,18.609,679.1,21.165,47.3,16.762,1584.3,18.287,37.88,120.4,150.09,Gaia DR2 4898159649876292096,67.21237565,-22.88959244
J0219+0506 ,34.84229263,5.108573665,ULAS J021922.04+050630.7 ,2.51683E+18,0.17,-    ,-       ,-         ,L3    ,       ,6.193,1.848,14.971,14.051,13.48,12.952,12.626,12.001,      ,21.643,19.47,17.923,16.941,20.042,181.4,20.406,95.1,18.194,423.8,19.938,26.04,185.35,20.26,Gaia DR2 2516832113694146560,34.84149141,5.108486434
J1125+0556 ,171.2702536,5.945103432,2MASS 11250502+0556424   ,3.81432E+18,0.07,-    ,L0      ,-         ,L0.5  ,       ,6.303,1.849,15.532,14.852,14.488,14.102,13.884,12.305,      ,21.586,19.957,18.447,17.479,20.457,123.7,21.058,52.2,18.608,289.4,20.321,16.51,-160.14,-4.88,Gaia DR2 3814316135810315904,171.2709468,5.945124443
J2307+8753 ,346.859868,87.89079958,2MASS 23072655+8753294   ,2.30468E+18,0.38,-    ,L3:     ,-         ,-     ,       ,6.767,1.85,14.689,13.843,13.174,12.583,12.283,11.403,      ,20.771,19.389,17.894,16.864,20.02,185.1,21.593,31.9,18.17,433.5,19.621,30.83,-30.27,-178.01,Gaia DR2 2304682788223575168,346.8634104,87.891566
J1112+3548 ,168.1055567,35.80289456,Gl 417 BC                ,7.61919E+17,0.11,VB   ,L4.5    ,L5        ,-     ,45.61,7.097,1.853,14.584,13.499,12.721,11.981,11.653,11.036,      ,21.557,19.467,17.836,16.853,19.986,191,21.154,47.8,18.133,448.5,19.665,42.87,-236.35,-152.07,Gaia DR2  761918578311083264,168.1068115,35.8035493
J1358+4234 ,209.6067092,42.57633735,2MASS 13582575+4234342   ,1.49905E+18,0.04,-    ,L0      ,-         ,-     ,       ,6.181,1.856,16.164,15.318,14.902,14.49,14.194,12.855,      ,21.113,20.27,18.888,17.925,20.892,82.9,21.83,25.6,19.036,195.1,20.652,11.34,-104.34,29.2,Gaia DR2 1499050513812052608,209.6073192,42.57621163
J1404-0224 ,211.1765051,-2.407329816,2MASS 14044237-0224261   ,3.64716E+18,0.01,-    ,L0      ,-         ,-     ,       ,6.223,1.86,16.193,15.435,14.995,14.607,14.347,12.729,21.699,21.582,20.285,18.83,17.937,20.812,89.2,21.093,50.5,18.952,210.8,20.637,13.61,-33.39,-25.68,Gaia DR2 3647162567065806848,211.176649,-2.407219249
J1851+5935 ,282.7576989,59.58632821,WISE J185101.83+593508.6 ,2.15614E+18,0.17,-    ,-       ,L9 p      ,-     ,       ,7.135,1.867,14.939,13.966,13.459,12.655,12.178,11.371,      ,21.164,20.372,18.355,17.144,20.373,133.8,21.043,52.9,18.506,317.9,20.514,48.85,28.44,426.56,Gaia DR2 2156140966334260096,282.7574571,59.58449163
J0140+1413 ,25.19720338,14.22199723,ULAS J014047.31+141319.0 ,2.58787E+18,0.27,-    ,-       ,-         ,L0.5  ,       ,6.159,1.868,15.848,15.059,14.486,14.089,13.824,12.635,22.829,20.687,20.011,18.505,17.543,20.662,102.4,20.67,74.6,18.794,243.9,20.351,11.9,28.3,33.91,Gaia DR2 2587867569940150272,25.19707768,14.22185123
J2322-1407 ,350.5815851,-14.12428723,2MASS 23221914-1407238   ,2.40857E+18,0.19,-    ,-       ,L1 p(blue),-     ,       ,6.313,1.87,15.988,15.522,15.103,14.691,14.373,12.545,      ,      ,20.271,18.652,17.744,20.728,96.4,22.26,17.2,18.858,230,20.885,15.89,390.7,-225.09,Gaia DR2 2408570213093308672,350.5798505,-14.12331808
J1305-2541 ,196.4158928,-25.68503912,Kelu-1 AabB              ,6.18778E+18,0.24,UR   ,L2      ,L0.5 p(red,-     ,51.75,6.37,1.87,13.414,12.392,11.747,11.251,10.922,10.418,      ,20.254,17.99,      ,      ,18.658,649.1,21.436,36.8,16.788,1547.7,18.032,53.85,-313.48,-20.03,Gaia DR2 6187779556809793024,196.4173905,-25.68495287
J2141-5118 ,325.4843782,-51.31519264,WISE J214155.85-511853.1 ,6.55874E+18,0.39,-    ,-       ,L6p(blue) ,-     ,       ,6.926,1.874,15.075,14.18,13.658,12.924,12.471,11.547,      ,      ,      ,      ,      ,20.347,136.9,21.442,36.6,18.473,327.7,20.436,63.48,705.22,-262.57,Gaia DR2 6558741070485093632,325.4795204,-51.31406203
J0857+5708 ,134.4904356,57.14594612,SDSSp J085758.45+570851.4,1.03713E+18,0.23,-    ,L8      ,L8        ,-     ,       ,8.274,1.875,15.038,13.79,12.962,12.024,11.439,10.317,      ,      ,20.577,      ,17.052,20.466,122.8,21.489,35.1,18.591,294,20.186,71.23,-407.72,-391.86,Gaia DR2 1037131492704550656,134.4936716,57.14763325
J0818+2453 ,124.5600775,24.89275322,2MASS 08181438+2453387   ,6.79318E+17,0.18,-    ,L0      ,-         ,L0p   ,       ,6.68,1.877,16.369,15.535,14.906,14.68,14.475,12.318,      ,22.179,20.465,18.82,17.863,20.875,84.2,20.819,65,18.998,202.2,20.81,16.16,34.41,-288.12,Gaia DR2  679317904713389952,124.5599142,24.89399373
J2126+7617 ,321.7601862,76.2989243,2MASS 21265916+7617440   ,2.28361E+18,0.65,-    ,L7      ,T0 p      ,-     ,       ,7.08,1.88,14.336,13.586,13.16,12.489,11.944,11.019,      ,      ,20.105,      ,      ,19.979,192.1,21.062,52,18.099,462.6,20.508,60.28,758.18,824.46,Gaia DR2 2283612503305198208,321.7464075,76.29537416
J1254+2938 ,193.6565066,29.64223286,2MASS 12543762+2938328   ,1.46495E+18,0.04,-    ,L0      ,-         ,L1    ,       ,6.519,1.884,15.456,14.596,14.178,13.777,13.484,11.957,21.839,21.919,19.678,18.234,17.272,20.36,135.3,21.269,43,18.476,326.9,19.991,15.8,-57.66,-57.45,Gaia DR2 1464948134177402496,193.6567922,29.64248022
J1441-0945 ,220.4039022,-9.7665398,G 124-62 BC              ,6.32675E+18,0.2,VB   ,L0.5    ,L0.5      ,-     ,30.66,5.152,1.9,14.02,13.19,12.661,12.336,12.108,12.11,      ,20.796,18.41,16.986,16.013,19.162,407.8,21.139,48.4,17.262,999.8,18.895,31.64,-219.81,-25.02,Gaia DR2 6326753222355601408,220.4048625,-9.766432074
J0825+2115 ,126.3293886,21.26301612,2MASSI J0825196+211552   ,6.64215E+17,0.25,-    ,L7.5    ,L6        ,-     ,93.8,8.031,1.908,15.1,13.792,13.028,12.091,11.573,10.509,      ,      ,20.505,18.271,17.261,20.448,124.8,21.127,49,18.54,308.1,20.06,92.22,-508.5,-303.69,Gaia DR2  664214600677732864,126.3317379,21.26432365
J1246-3139 ,191.6234935,-31.66032464,WISE J124629.65-313934.2 ,6.16057E+18,0.25,-    ,-       ,T2:       ,-     ,87.3,7.501,1.92,15.024,14.186,13.974,13.316,12.402,11.316,      ,      ,      ,      ,      ,20.737,95.6,22.366,15.6,18.817,238.7,21.306,86.34,-15.91,-559.8,Gaia DR2 6160573275451466752,191.623574,-31.65791439
J2030+0749 ,307.6792622,7.826124677,WISE J203042.79+074934.7 ,1.74903E+18,0.42,-    ,-       ,T1.5      ,-     ,       ,7.274,1.936,14.227,13.435,13.319,12.966,12.129,10.966,      ,      ,21.608,18.018,16.424,20.176,160.2,21.628,30.9,18.24,406.1,20.664,103.97,661.46,-112.01,Gaia DR2 1749030362195988096,307.6763875,7.826606933
J0607+2429 ,91.91034551,24.49773831,WISEP J060738.65+242953.4,3.42633E+18,0.33,-    ,-       ,L9        ,-     ,139,7.741,1.938,14.218,13.038,12.469,11.539,10.938,9.886,      ,22.201,20.075,17.368,16.299,19.565,281.5,21.1,50.2,17.627,714.7,19.77,136.94,-474.94,-320,Gaia DR2 3426333598021539840,91.91259271,24.49911607
J0443-3202 ,70.77420996,-32.03491182,2MASSI J0443058-320209   ,4.87745E+18,0.06,-    ,L5      ,L6.5:     ,-     ,       ,6.746,1.94,15.273,14.35,13.877,12.988,12.648,11.807,      ,20.543,19.887,      ,      ,20.493,119.7,20.594,80,18.553,304.4,20.479,48.31,-7.12,194.41,Gaia DR2 4877448669035035520,70.77424612,-32.03574886
J2200-3038A,330.0096692,-30.64283125,DENIS-PJ220002.05-303832 ,6.61644E+18,3.73,"UR,MG",L0      ,M9        ,-     ,       ,5.39,1.959,13.442,12.657,12.202,11.8,11.555,11.088,      ,      ,17.584,      ,      ,18.437,795.1,20.794,66.5,16.478,2058.5,19.427,25.45,238.96,-63.39,Gaia DR2 6616442994033876480,330.0084734,-30.64255832
J2325+4251 ,351.438532,42.86220448,2MASS 23254530+4251488   ,1.92503E+18,0.21,-    ,L8      ,-         ,-     ,       ,7.681,1.962,15.493,14.452,13.764,13.025,12.55,11.325,      ,      ,21.292,18.688,17.546,20.968,77.3,21.826,25.7,19.006,200.6,20.921,67.64,-41.49,-286.31,Gaia DR2 1925025168366253952,351.4387757,42.86343721
J1405+8350 ,211.3800857,83.84262762,WISE J140533.32+835030.5 ,1.72576E+18,0.48,-    ,-       ,L8        ,-     ,       ,7.651,1.963,14.63,13.491,12.848,12.109,11.509,10.52,      ,      ,      ,17.835,16.673,20.134,166.6,20.441,92.1,18.171,432.9,19.928,103.12,-625.47,562.12,Gaia DR2 1725759404752580736,211.4051831,83.84020679
J0136+0933 ,24.24107541,9.563072683,SIMP J013656.57+093347.3 ,2.5729E+18,0.6,-    ,-       ,T2.5      ,T2.5p:,162.88,7.751,1.969,13.455,12.771,12.562,11.941,10.964,9.738,      ,      ,20.912,17.315,15.774,19.458,310.5,21.382,38.7,17.489,811.3,19.998,163.68,1238.98,-17.35,Gaia DR2 2572901021957789568,24.23566573,9.563147343
J2255-5713 ,343.8257588,-57.21945404,2MASS 22551861-5713056   ,6.49345E+18,0.79,-    ,-       ,L5.5      ,-     ,       ,6.441,1.974,14.083,13.189,12.579,11.846,11.497,10.894,      ,      ,      ,      ,      ,19.309,356.3,20.422,93.7,17.335,934.9,19.376,58.86,-219.12,-243.25,Gaia DR2 6493448634054105728,343.8275012,-57.2184067
J1349+5049 ,207.3552419,50.83191132,2MASS 13492525+5049544   ,1.55896E+18,0.17,-    ,L0      ,-         ,-     ,       ,5.64,1.986,14.721,13.973,13.567,13.177,12.913,12.208,24.604,21.345,19.11,17.587,16.622,19.834,219.6,21.28,42.5,17.848,583.1,19.703,19.69,11.44,37.89,Gaia DR2 1558960394146787840,207.355164,50.83174818
J1254-0122 ,193.7224832,-1.379356596,SDSSp J125453.90-012247.4,3.68877E+18,0.14,-    ,T2      ,T2        ,T2p   ,84.9,7.921,1.99,14.891,14.09,13.837,13.314,12.406,10.972,      ,      ,21.768,18.703,17.146,20.883,83.6,21.579,32.3,18.893,222.7,21.163,74.18,-491.55,110.69,Gaia DR2 3688766613886655744,193.7246002,-1.379833177
J1551+4329 ,237.8371791,43.49159967,2MASS 15512087+4329303   ,1.39631E+18,0.14,-    ,L3      ,L3        ,-     ,       ,6.528,1.991,15.133,14.201,13.626,13.009,12.679,11.802,22.895,21.889,19.568,18.098,17.092,20.321,140.2,21.055,52.3,18.33,373.8,20.064,23.16,28.67,-33.21,Gaia DR2 1396308578192813312,237.837009,43.49174265
J1711+5430 ,257.9886293,54.51217367,NLTT 44368 B             ,1.42001E+18,0.09,VB   ,-       ,L1.5      ,-     ,       ,6.105,1.995,14.736,13.907,13.467,12.666,12.596,11.653,      ,21.019,18.997,17.532,16.608,19.753,236.6,21.248,43.8,17.758,633,19.495,22.06,-48.71,206.72,Gaia DR2 1420008173372460672,257.9889906,54.51128362
J1122-3512 ,170.5336379,-35.21127655,2MASS 11220826-3512363   ,5.39915E+18,0.21,-    ,-       ,T2        ,-     ,       ,7.193,2,15.019,14.358,14.383,13.944,12.82,11.787,      ,      ,      ,      ,      ,20.98,76.5,21.575,32.4,18.98,205.4,21.764,74.86,-142.83,-259.37,Gaia DR2 5399148382157293696,170.5343906,-35.21015982
J0559-1404 ,89.83248299,-14.08179114,2MASS 05591914-1404488   ,2.99717E+18,0.4,-    ,T5      ,T4.5      ,-     ,96.8,7.562,2,13.802,13.679,13.577,13.393,11.908,10.605,      ,      ,21.549,18.005,16.329,20.167,161.6,21.502,34.7,18.167,434.6,21.043,94.42,570.2,-337.59,Gaia DR2 2997171394834174976,89.82995192,-14.08033762
J0423-0414 ,65.9509337,-4.23392789,SDSSp J042348.57-041403.5,3.20312E+18,0.37,UR   ,L7.5    ,T0        ,-     ,67.47,7.478,2.019,14.465,13.463,12.929,12.181,11.592,10.558,      ,21.928,20.128,17.767,16.588,20.055,179.2,21.294,42,18.036,490,20.206,67.86,-347.19,70.17,Gaia DR2 3203124697405667712,65.95243264,-4.234230009
J1506+7027 ,226.7031319,70.46147423,WISEPC J150649.97+702736.,1.69519E+18,0.66,-    ,-       ,T6        ,-     ,310,8.034,2.036,14.328,14.15,14.048,13.403,11.276,10.188,      ,      ,      ,18.128,      ,20.258,148.6,21.31,41.3,18.222,413.1,21.318,193.55,-1194.09,1044.3,Gaia DR2 1695191332232990720,226.7185011,70.45697729
J0817-6155 ,124.3735643,-61.91628293,DENIS J081730.0-615520   ,5.27804E+18,0.45,-    ,-       ,T6        ,-     ,203,8.303,2.043,13.613,13.526,13.52,12.972,11.265,9.661,      ,      ,      ,      ,      ,20.007,187.3,20.92,59.2,17.964,523.6,21.197,191.53,-156.45,1099.6,Gaia DR2 5278042880077383040,124.3749954,-61.92101731
J1550+1455 ,237.5356886,14.92091855,2MASS 15500845+1455180   ,1.19278E+18,0.1,UR   ,L2:     ,-         ,-     ,       ,5.992,2.058,14.776,13.795,13.261,12.656,12.343,12.142,      ,21.784,19.526,18.094,17.07,20.192,158,21.434,36.9,18.134,447.8,19.77,30.12,100.88,-144.22,Gaia DR2 1192782138303692672,237.5352391,14.92153949
J0543+6422 ,85.82927242,64.38021786,2MASS 05431887+6422528   ,2.87768E+17,0.1,-    ,L1      ,L1        ,-     ,       ,6.14,2.072,13.567,12.669,12.05,11.656,11.387,10.759,      ,20.413,18.079,16.7,15.66,18.971,486.4,20.319,103,16.899,1396.6,18.419,32.84,44.57,-243.1,Gaia DR2  287767760929497344,85.8288286,64.38126454
J1503+2525 ,225.8321289,25.424567,2MASS 15031961+2525196   ,1.26791E+18,0.17,-    ,T6      ,T5        ,-     ,157.2,7.53,2.073,13.937,13.856,13.963,13.436,11.72,10.709,      ,      ,21.688,18.195,16.458,20.312,141.4,20.94,58.2,18.239,406.5,21.093,154.92,87.72,559.22,Gaia DR2 1267906854386665088,225.8317107,25.42215925
