#age [Z/H] [alpha/Fe] Hb Mg2 Mgb Fe5270 Fe5335 Fe MgFe
0.8 0.35 -0.3 3.647 0.09769 1.216 2.986 2.932 2.959 1.9006814777863228
1 0.35 -0.3 3.124 0.1188 1.52 3.189 3.135 3.162 2.1964283735191548
2 0.35 -0.3 2.302 0.1548 2.192 3.571 3.505 3.5380000000000003 2.7905418541924796
3 0.35 -0.3 2.105 0.1678 2.458 3.663 3.593 3.628 2.992570333342226
4 0.35 -0.3 1.932 0.1825 2.698 3.777 3.707 3.742 3.1839386300618293
5 0.35 -0.3 1.82 0.1942 2.891 3.861 3.791 3.826 3.3324896699014688
6 0.35 -0.3 1.729 0.205 3.062 3.939 3.87 3.9045 3.4643989608588672
7 0.35 -0.3 1.678 0.2118 3.179 3.98 3.909 3.9444999999999997 3.5481292930218875
8 0.35 -0.3 1.622 0.2197 3.301 4.032 3.962 3.997 3.6393587896771047
9 0.35 -0.3 1.579 0.2257 3.397 4.069 3.998 4.0335 3.708754594200053
10 0.35 -0.3 1.525 0.2335 3.508 4.124 4.056 4.09 3.7947595022609795
11 0.35 -0.3 1.467 0.2414 3.61 4.184 4.119 4.1515 3.8779553891193745
12 0.35 -0.3 1.421 0.2477 3.685 4.231 4.171 4.2010000000000005 3.9407267096311056
13 0.35 -0.3 1.377 0.2534 3.745 4.277 4.222 4.2495 3.9949583226862333
14 0.35 -0.3 1.338 0.2588 3.799 4.317 4.269 4.293 4.043417420944813
15 0.35 -0.3 1.301 0.2633 3.833 4.354 4.313 4.3335 4.079813618291895
0.6 0.67 -0.3 4.445 0.06247 0.6802 3.072 2.86 2.966 1.4315019133762974
0.8 0.67 -0.3 3.672 0.1031 1.108 3.386 3.213 3.2995 1.9230227455753093
1 0.67 -0.3 3.211 0.1242 1.464 3.559 3.382 3.4705000000000004 2.2666760156669943
2 0.67 -0.3 2.236 0.1829 2.512 4.049 3.926 3.9875000000000003 3.1756219422343084
3 0.67 -0.3 1.783 0.2333 3.218 4.4 4.312 4.356 3.7523204127579515
4 0.67 -0.3 1.565 0.2632 3.622 4.597 4.526 4.5615000000000006 4.07164937586723
5 0.67 -0.3 1.521 0.2723 3.765 4.629 4.575 4.602 4.167884139464531
6 0.67 -0.3 1.466 0.282 3.916 4.68 4.635 4.6575 4.275223783616479
7 0.67 -0.3 1.407 0.2924 4.078 4.734 4.698 4.716 4.389093956615648
8 0.67 -0.3 1.338 0.3015 4.17 4.802 4.779 4.7905 4.471854782973168
9 0.67 -0.3 1.258 0.3117 4.268 4.879 4.872 4.8755 4.562368542763725
10 0.67 -0.3 1.166 0.3236 4.384 4.967 4.978 4.9725 4.667850760253588
11 0.67 -0.3 1.119 0.3292 4.423 5.005 5.027 5.016 4.707904064443115
12 0.67 -0.3 1.069 0.3353 4.465 5.046 5.079 5.0625 4.750962702442527
13 0.67 -0.3 1.025 0.3402 4.491 5.082 5.124 5.103 4.782894119672732
14 0.67 -0.3 0.9935 0.343 4.488 5.111 5.157 5.134 4.795411707038302
15 0.67 -0.3 0.9653 0.3447 4.467 5.135 5.183 5.159 4.795631499604614
0.6 -1.35 0 5.156 0.02562 0.3979 0.5716 0.6478 0.6097 0.4857254722577353
0.8 -1.35 0 4.994 0.02962 0.4957 0.7526 0.7575 0.75505 0.6113459907450118
1 -1.35 0 4.964 0.03222 0.539 0.8095 0.7962 0.8028500000000001 0.6590244790597691
2 -1.35 0 4.401 0.03452 0.6216 0.8666 0.8589 0.86275 0.7330336898124123
3 -1.35 0 3.966 0.03816 0.6918 0.9503 0.928 0.93915 0.8081447523804136
4 -1.35 0 3.544 0.04141 0.7446 1.015 0.9833 0.99915 0.8655402534833373
5 -1.35 0 3.174 0.04457 0.7858 1.067 1.03 1.0485 0.9112122211647515
6 -1.35 0 2.886 0.04745 0.8235 1.105 1.066 1.0855000000000001 0.949196965861143
7 -1.35 0 2.674 0.0501 0.8584 1.139 1.099 1.119 0.9839225172746074
8 -1.35 0 2.538 0.05206 0.8846 1.157 1.119 1.138 1.007010454762015
9 -1.35 0 2.39 0.05456 0.9194 1.185 1.148 1.1665 1.0392131715870425
10 -1.35 0 2.294 0.05648 0.9498 1.209 1.172 1.1905000000000001 1.066990286741168
11 -1.35 0 2.226 0.05808 0.9757 1.227 1.19 1.2085 1.0895300124365552
12 -1.35 0 2.143 0.06024 1.008 1.255 1.217 1.236 1.1199619993553351
13 -1.35 0 2.092 0.06195 1.035 1.273 1.236 1.2545 1.1431677042324104
14 -1.35 0 2.051 0.06386 1.066 1.293 1.256 1.2745 1.169313576419944
15 -1.35 0 2.055 0.06512 1.08 1.302 1.268 1.2850000000000001 1.1814729789546607
0.6 -0.33 0 5.129 0.04746 0.8409 1.299 1.312 1.3054999999999999 1.0466087979756333
0.8 -0.33 0 4.436 0.07037 1.082 1.631 1.572 1.6015000000000001 1.3216910985551806
1 -0.33 0 3.815 0.08668 1.327 1.873 1.796 1.8345 1.567437679781879
2 -0.33 0 2.955 0.1052 1.638 2.076 1.978 2.027 1.831813658645442
3 -0.33 0 2.653 0.1146 1.813 2.155 2.049 2.102 1.9629582675136015
4 -0.33 0 2.444 0.1218 1.948 2.214 2.1 2.157 2.0617206018275125
5 -0.33 0 2.31 0.1266 2.037 2.25 2.131 2.1905 2.1249416839057016
6 -0.33 0 2.195 0.1313 2.122 2.288 2.164 2.226 2.186655016229126
7 -0.33 0 2.095 0.136 2.203 2.329 2.2 2.2645 2.2474907430287674
8 -0.33 0 2.02 0.14 2.274 2.363 2.23 2.2965 2.299734384662716
9 -0.33 0 1.943 0.1445 2.351 2.403 2.265 2.334 2.3576705367798954
10 -0.33 0 1.856 0.1502 2.44 2.458 2.315 2.3865 2.4289550016416523
11 -0.33 0 1.786 0.1553 2.519 2.506 2.358 2.432 2.491631321042501
12 -0.33 0 1.72 0.1603 2.593 2.553 2.401 2.477 2.551386078193577
13 -0.33 0 1.663 0.165 2.664 2.596 2.44 2.518 2.6075621718379027
14 -0.33 0 1.614 0.1693 2.725 2.635 2.476 2.5555 2.6568887820155362
15 -0.33 0 1.572 0.1734 2.784 2.672 2.51 2.591 2.7041756155989574
0.6 0 0 5.239 0.0686 1.115 1.583 1.431 1.5070000000000001 1.3105688078082738
0.8 0 0 4.513 0.08161 1.359 1.819 1.647 1.733 1.5513128504592488
1 0 0 3.938 0.1028 1.609 2.059 1.894 1.9765000000000001 1.7996097354704435
2 0 0 2.703 0.1403 2.237 2.47 2.284 2.377 2.325701408177757
3 0 0 2.338 0.1595 2.568 2.647 2.453 2.55 2.580310492944599
4 0 0 2.19 0.1688 2.744 2.714 2.513 2.6135 2.7005154470952393
5 0 0 2.056 0.1782 2.912 2.788 2.579 2.6835 2.819263336405452
6 0 0 1.954 0.1858 3.052 2.851 2.634 2.7424999999999997 2.9181865053488267
7 0 0 1.899 0.1906 3.147 2.882 2.66 2.771 2.9789321039594037
8 0 0 1.858 0.1949 3.23 2.908 2.682 2.795 3.0312448927792026
9 0 0 1.792 0.2016 3.341 2.959 2.727 2.843 3.109499580318351
10 0 0 1.746 0.2067 3.43 2.994 2.758 2.8760000000000003 3.1690322813123886
11 0 0 1.684 0.2141 3.543 3.049 2.808 2.9284999999999997 3.2501577438641345
12 0 0 1.634 0.2204 3.639 3.094 2.85 2.972 3.318199740823328
13 0 0 1.59 0.2262 3.723 3.136 2.888 3.012 3.378875978783477
14 0 0 1.55 0.2316 3.798 3.174 2.923 3.0484999999999998 3.4333552918391654
15 0 0 1.511 0.2368 3.864 3.211 2.959 3.085 3.483483911258957
0.6 0.35 0 4.487 0.09927 1.536 2.34 2.05 2.195 1.8626638988287716
0.8 0.35 0 3.725 0.1267 1.867 2.618 2.338 2.4779999999999998 2.1774832261122015
1 0.35 0 3.204 0.1478 2.165 2.823 2.545 2.684 2.437882564850079
2 0.35 0 2.385 0.1863 2.89 3.19 2.877 3.0335 2.9942979811635313
3 0.35 0 2.187 0.1992 3.146 3.283 2.968 3.1254999999999997 3.170306105094585
4 0.35 0 2.015 0.2145 3.395 3.392 3.073 3.2325 3.3485218529972296
5 0.35 0 1.903 0.2265 3.592 3.474 3.152 3.313 3.4863667735910977
6 0.35 0 1.812 0.2377 3.77 3.548 3.224 3.386 3.6102556142190263
7 0.35 0 1.76 0.2447 3.887 3.588 3.261 3.4245 3.686551543109088
8 0.35 0 1.703 0.2527 4.012 3.636 3.309 3.4725 3.7709804136325076
9 0.35 0 1.66 0.259 4.112 3.671 3.34 3.5054999999999996 3.8358899671393076
10 0.35 0 1.605 0.2673 4.233 3.722 3.389 3.5555 3.9192526175279894
11 0.35 0 1.548 0.2757 4.346 3.777 3.445 3.6109999999999998 4.001354500665993
12 0.35 0 1.501 0.2825 4.431 3.82 3.488 3.654 4.063805389041163
13 0.35 0 1.457 0.2887 4.504 3.861 3.53 3.6955 4.119771022763279
14 0.35 0 1.417 0.2946 4.569 3.897 3.568 3.7325 4.169471995349051
15 0.35 0 1.38 0.2997 4.618 3.929 3.603 3.766 4.209820775282482
0.6 0.67 0 4.53 0.0901 1.437 2.704 2.21 2.457 1.9201255583945547
0.8 0.67 0 3.759 0.1307 1.855 3.022 2.569 2.7954999999999997 2.3174386291766176
1 0.67 0 3.3 0.1518 2.202 3.196 2.741 2.9685 2.599434015319489
2 0.67 0 2.329 0.2121 3.27 3.676 3.263 3.4695 3.4120927888907127
3 0.67 0 1.878 0.2648 4.02 4.013 3.615 3.814 3.960337258365757
4 0.67 0 1.66 0.2963 4.458 4.199 3.805 4.002 4.269348362455329
5 0.67 0 1.616 0.3054 4.596 4.229 3.854 4.0415 4.353608158757515
6 0.67 0 1.561 0.3153 4.745 4.278 3.911 4.0945 4.451012671291782
7 0.67 0 1.502 0.3258 4.907 4.33 3.972 4.151 4.555813025136128
8 0.67 0 1.433 0.3357 5.016 4.392 4.041 4.2165 4.640829615489024
9 0.67 0 1.353 0.3468 5.135 4.462 4.12 4.291 4.735044075824426
10 0.67 0 1.261 0.3596 5.275 4.543 4.21 4.3765 4.8448409674621935
11 0.67 0 1.214 0.3658 5.327 4.576 4.25 4.413 4.887750345506611
12 0.67 0 1.164 0.3724 5.382 4.612 4.294 4.452999999999999 4.933819080590613
13 0.67 0 1.12 0.3779 5.423 4.643 4.33 4.4864999999999995 4.970283420490224
14 0.67 0 1.088 0.3812 5.435 4.666 4.352 4.509 4.988172491003093
15 0.67 0 1.06 0.3835 5.431 4.685 4.367 4.526 4.996064327047841
0.6 -1.35 0.3 5.197 0.02779 0.5193 0.4543 0.5082 0.48124999999999996 0.49371577410489936
0.8 -1.35 0.3 5.035 0.03179 0.6167 0.6359 0.6182 0.62705 0.6237813437415389
1 -1.35 0.3 5.006 0.03439 0.6598 0.6929 0.6571 0.675 0.6712388433337272
2 -1.35 0.3 4.441 0.03662 0.7397 0.7528 0.7219 0.73735 0.7419206666483957
3 -1.35 0.3 4.006 0.04036 0.8121 0.8338 0.7877 0.81075 0.8164841659211769
4 -1.35 0.3 3.585 0.04373 0.8684 0.8941 0.838 0.86605 0.8733817108229368
5 -1.35 0.3 3.215 0.04705 0.9137 0.9406 0.879 0.9097999999999999 0.9185133218413328
6 -1.35 0.3 2.929 0.05008 0.9552 0.9744 0.9092 0.9418 0.9556718834411736
7 -1.35 0.3 2.717 0.05287 0.9937 1.003 0.9369 0.9699499999999999 0.9890852846949043
8 -1.35 0.3 2.581 0.05492 1.022 1.018 0.9532 0.9856 1.0108673661761962
9 -1.35 0.3 2.434 0.05755 1.061 1.042 0.9772 1.0096 1.0422625465783562
10 -1.35 0.3 2.339 0.05958 1.094 1.063 0.9974 1.0302 1.069031060353253
11 -1.35 0.3 2.27 0.06126 1.122 1.078 1.013 1.0455 1.0904566016123705
12 -1.35 0.3 2.189 0.06354 1.158 1.102 1.036 1.069 1.120141133964823
13 -1.35 0.3 2.137 0.06534 1.187 1.118 1.051 1.0845 1.1422774969332101
14 -1.35 0.3 2.097 0.06732 1.219 1.137 1.069 1.103 1.1673873564502917
15 -1.35 0.3 2.101 0.0687 1.236 1.142 1.077 1.1095 1.1785655688166017
0.6 -0.33 0.3 5.199 0.05952 1.181 1.011 0.9264 0.9686999999999999 1.0798219631031776
0.8 -0.33 0.3 4.508 0.08243 1.42 1.345 1.189 1.267 1.3593654401962705
1 -0.33 0.3 3.889 0.09873 1.662 1.59 1.415 1.5025 1.6003568352089481
2 -0.33 0.3 3.031 0.1178 1.984 1.787 1.587 1.6869999999999998 1.853187524240329
3 -0.33 0.3 2.729 0.1273 2.162 1.862 1.653 1.7575 1.9746199026648141
4 -0.33 0.3 2.52 0.1347 2.3 1.917 1.699 1.808 2.0660851870143206
5 -0.33 0.3 2.386 0.1396 2.392 1.951 1.726 1.8385 2.1251108206397142
6 -0.33 0.3 2.271 0.1444 2.48 1.985 1.755 1.87 2.182449999427249
7 -0.33 0.3 2.171 0.1493 2.567 2.022 1.785 1.9034999999999997 2.240564187877687
8 -0.33 0.3 2.096 0.1535 2.642 2.054 1.811 1.9324999999999999 2.2906126516720366
9 -0.33 0.3 2.019 0.1582 2.723 2.09 1.841 1.9655 2.3454684905152745
10 -0.33 0.3 1.932 0.1642 2.819 2.14 1.883 2.0115 2.41449886311839
11 -0.33 0.3 1.862 0.1696 2.906 2.184 1.92 2.052 2.476265833871638
12 -0.33 0.3 1.795 0.1748 2.988 2.227 1.956 2.0915 2.5352606493218794
13 -0.33 0.3 1.738 0.1799 3.064 2.267 1.99 2.1285 2.590066439302282
14 -0.33 0.3 1.689 0.1844 3.133 2.302 2.019 2.1605 2.6389215751893804
15 -0.33 0.3 1.647 0.1889 3.199 2.335 2.048 2.1915 2.6856271818701862
0.6 0 0.3 5.304 0.08449 1.543 1.269 0.9687 1.11885 1.3521558297770266
0.8 0 0.3 4.58 0.09749 1.784 1.507 1.187 1.347 1.5901703053446823
1 0 0.3 4.006 0.1187 2.031 1.749 1.437 1.593 1.8370603800637584
2 0 0.3 2.773 0.1583 2.703 2.144 1.793 1.9685000000000001 2.351506147132089
3 0 0.3 2.407 0.1798 3.087 2.304 1.925 2.1145 2.604775529676214
4 0 0.3 2.26 0.1893 3.265 2.369 1.982 2.1755 2.716797673732809
5 0 0.3 2.125 0.199 3.443 2.439 2.04 2.2395 2.830693385020709
6 0 0.3 2.023 0.207 3.59 2.499 2.089 2.294 2.9256243778038216
7 0 0.3 1.969 0.2118 3.686 2.528 2.114 2.3209999999999997 2.981765731911211
8 0 0.3 1.927 0.216 3.769 2.553 2.135 2.344 3.030038488204399
9 0 0.3 1.861 0.2231 3.887 2.6 2.174 2.387 3.105246953142374
10 0 0.3 1.815 0.2284 3.98 2.633 2.202 2.4175 3.162124855219983
11 0 0.3 1.753 0.2362 4.105 2.683 2.243 2.463 3.2416013018259973
12 0 0.3 1.702 0.243 4.211 2.724 2.277 2.5005 3.308128661343147
13 0 0.3 1.658 0.2492 4.307 2.76 2.306 2.533 3.3674640547450543
14 0 0.3 1.617 0.2551 4.394 2.793 2.333 2.563 3.421475529650914
15 0 0.3 1.578 0.2608 4.47 2.826 2.361 2.5935 3.471343543932234
0.6 0.35 0.3 4.57 0.1254 2.148 1.941 1.414 1.6775 1.9627300170935382
0.8 0.35 0.3 3.81 0.1528 2.473 2.222 1.707 1.9645000000000001 2.2668037850683063
1 0.35 0.3 3.291 0.1739 2.765 2.429 1.918 2.1734999999999998 2.514074143695846
2 0.35 0.3 2.475 0.215 3.544 2.782 2.211 2.4965 3.0484083191068745
3 0.35 0.3 2.277 0.2277 3.79 2.874 2.304 2.589 3.2074251355253796
4 0.35 0.3 2.105 0.2436 4.048 2.98 2.401 2.6905 3.377392224779349
5 0.35 0.3 1.992 0.256 4.249 3.059 2.474 2.7665 3.5073786222761862
6 0.35 0.3 1.901 0.2676 4.434 3.128 2.538 2.833 3.6245075803479843
7 0.35 0.3 1.849 0.2747 4.551 3.167 2.573 2.87 3.695415359604384
8 0.35 0.3 1.792 0.283 4.679 3.212 2.616 2.914 3.774667731072498
9 0.35 0.3 1.749 0.2895 4.783 3.244 2.642 2.943 3.835339557327356
10 0.35 0.3 1.693 0.2983 4.914 3.29 2.682 2.9859999999999998 3.915418322478455
11 0.35 0.3 1.636 0.3073 5.038 3.341 2.728 3.0345000000000004 3.995902361169502
12 0.35 0.3 1.589 0.3145 5.134 3.38 2.763 3.0715 4.057828256592435
13 0.35 0.3 1.545 0.3214 5.219 3.417 2.796 3.1064999999999996 4.114102973917887
14 0.35 0.3 1.504 0.3278 5.296 3.448 2.825 3.1365 4.163745160309406
15 0.35 0.3 1.466 0.3334 5.358 3.475 2.849 3.162 4.204747288482388
0.6 0.67 0.3 4.624 0.1143 2.141 2.308 1.521 1.9144999999999999 2.114151659649799
0.8 0.67 0.3 3.856 0.1549 2.55 2.63 1.887 2.2584999999999997 2.4851555283321805
1 0.67 0.3 3.398 0.1759 2.889 2.806 2.062 2.434 2.7394702991636906
2 0.67 0.3 2.431 0.2378 3.979 3.276 2.56 2.918 3.4982129837961553
3 0.67 0.3 1.983 0.2928 4.774 3.598 2.878 3.238 4.026712505257856
4 0.67 0.3 1.766 0.3259 5.247 3.773 3.042 3.4074999999999998 4.327005320079928
5 0.67 0.3 1.722 0.3351 5.379 3.801 3.091 3.446 4.40184436344585
6 0.67 0.3 1.667 0.3451 5.528 3.848 3.145 3.4965 4.492617553275595
7 0.67 0.3 1.607 0.3559 5.689 3.899 3.203 3.551 4.590505275021476
8 0.67 0.3 1.538 0.3665 5.814 3.954 3.261 3.6075 4.675511462931088
9 0.67 0.3 1.459 0.3785 5.955 4.017 3.324 3.6705 4.771344338863
10 0.67 0.3 1.367 0.3924 6.12 4.089 3.397 3.7430000000000003 4.882506405525753
11 0.67 0.3 1.32 0.399 6.184 4.118 3.43 3.774 4.926908385590298
12 0.67 0.3 1.27 0.4062 6.253 4.149 3.464 3.8064999999999998 4.974371477885422
13 0.67 0.3 1.226 0.4122 6.308 4.175 3.49 3.8325 5.012586717454372
14 0.67 0.3 1.194 0.4162 6.336 4.192 3.501 3.8465 5.033351042794452
15 0.67 0.3 1.166 0.4191 6.349 4.206 3.506 3.856 5.045739787186811
0.6 -1.35 0.5 5.225 0.0291 0.5999 0.3717 0.4118 0.39175 0.47928958594987225
0.8 -1.35 0.5 5.063 0.0331 0.6971 0.5537 0.5221 0.5379 0.6162924055998095
1 -1.35 0.5 5.033 0.03571 0.7401 0.6108 0.5611 0.58595 0.664645656271069
2 -1.35 0.5 4.468 0.0379 0.8179 0.6727 0.6274 0.65005 0.73472926061237
3 -1.35 0.5 4.033 0.04169 0.8918 0.7518 0.6909 0.7213499999999999 0.8094740677748732
4 -1.35 0.5 3.612 0.04514 0.9503 0.8091 0.7377 0.7734000000000001 0.8659615074586168
5 -1.35 0.5 3.243 0.04857 0.9982 0.852 0.7745 0.81325 0.9103875328671851
6 -1.35 0.5 2.957 0.05169 1.042 0.8825 0.801 0.84175 0.9464600150032753
7 -1.35 0.5 2.746 0.05457 1.083 0.9079 0.8249 0.8664000000000001 0.9788190741909354
8 -1.35 0.5 2.61 0.05666 1.114 0.9213 0.8391 0.8802 1.0003441287876889
9 -1.35 0.5 2.464 0.05938 1.154 0.9421 0.8595 0.9008 1.0298027422764031
10 -1.35 0.5 2.368 0.06148 1.189 0.9602 0.877 0.9186000000000001 1.0554519676422986
11 -1.35 0.5 2.3 0.0632 1.219 0.9738 0.8904 0.9320999999999999 1.0763810254737864
12 -1.35 0.5 2.219 0.06556 1.256 0.9952 0.9102 0.9527 1.1045715911610257
13 -1.35 0.5 2.168 0.06742 1.288 1.009 0.9235 0.9662499999999999 1.12639126417067
14 -1.35 0.5 2.128 0.06944 1.32 1.027 0.9401 0.9835499999999999 1.1504441577060573
15 -1.35 0.5 2.132 0.07089 1.339 1.029 0.9452 0.9871 1.1603502505709213
0.6 -0.33 0.5 5.247 0.06676 1.399 0.8118 0.6609 0.7363500000000001 1.0375922378275582
0.8 -0.33 0.5 4.557 0.08966 1.636 1.147 0.9254 1.0362 1.3322843059947826
1 -0.33 0.5 3.939 0.106 1.877 1.393 1.153 1.2730000000000001 1.577506450066053
2 -0.33 0.5 3.083 0.1254 2.206 1.586 1.318 1.452 1.8256992523414146
3 -0.33 0.5 2.78 0.135 2.386 1.66 1.38 1.52 1.9426007309789626
4 -0.33 0.5 2.572 0.1425 2.526 1.712 1.423 1.5675 2.0298049364409376
5 -0.33 0.5 2.438 0.1474 2.619 1.743 1.448 1.5955 2.0853267369887147
6 -0.33 0.5 2.323 0.1523 2.71 1.776 1.473 1.6245 2.1408044282465415
7 -0.33 0.5 2.223 0.1574 2.8 1.81 1.499 1.6545 2.196400692041413
8 -0.33 0.5 2.147 0.1616 2.877 1.839 1.522 1.6804999999999999 2.2439787164766067
9 -0.33 0.5 2.07 0.1665 2.962 1.873 1.549 1.7109999999999999 2.2976321202490184
10 -0.33 0.5 1.984 0.1726 3.063 1.92 1.586 1.7530000000000001 2.3652712825382207
11 -0.33 0.5 1.913 0.1782 3.154 1.961 1.619 1.79 2.4254828302834883
12 -0.33 0.5 1.847 0.1837 3.241 2.001 1.649 1.825 2.4831045165276473
13 -0.33 0.5 1.79 0.189 3.322 2.039 1.679 1.859 2.5374594380994546
14 -0.33 0.5 1.74 0.1937 3.396 2.071 1.704 1.8875000000000002 2.5853709675789274
15 -0.33 0.5 1.698 0.1983 3.465 2.101 1.729 1.915 2.6304088275399318
0.6 0 0.5 5.347 0.09429 1.816 1.05 0.6513 0.85065 1.305399947908686
0.8 0 0.5 4.624 0.1073 2.055 1.29 0.8715 1.08075 1.5524642024858417
1 0 0.5 4.051 0.1285 2.299 1.534 1.124 1.3290000000000002 1.806305843427408
2 0 0.5 2.82 0.1695 3 1.917 1.455 1.686 2.315797918644889
3 0 0.5 2.453 0.1925 3.42 2.066 1.561 1.8135 2.565566604085733
4 0 0.5 2.306 0.202 3.6 2.129 1.616 1.8725 2.67344272427894
5 0 0.5 2.171 0.2121 3.783 2.196 1.67 1.933 2.7839374561940144
6 0 0.5 2.069 0.2203 3.935 2.254 1.715 1.9845000000000002 2.876737700938339
7 0 0.5 2.014 0.2251 4.031 2.283 1.739 2.011 2.930660519405139
8 0 0.5 1.973 0.2293 4.114 2.306 1.759 2.0324999999999998 2.9760349057092728
9 0 0.5 1.907 0.2365 4.238 2.35 1.794 2.072 3.049512774198528
10 0 0.5 1.86 0.242 4.333 2.382 1.819 2.1005000000000003 3.104537305300099
11 0 0.5 1.798 0.2501 4.465 2.429 1.854 2.1414999999999997 3.1822350635991676
12 0 0.5 1.747 0.2571 4.578 2.467 1.882 2.1745 3.247160236267992
13 0 0.5 1.702 0.2637 4.682 2.5 1.906 2.203 3.3054938753535756
14 0 0.5 1.662 0.2698 4.777 2.529 1.926 2.2275 3.3577498894348876
