"","l","n","Cab","Car","Cbrown","Cw","Cm"
"956",1355,1.4002,0,0,0,3.449,2.953
"957",1356,1.4004,0,0,0,3.504,2.966
"958",1357,1.4009,0,0,0,3.544,2.977
"959",1358,1.4011,0,0,0,3.6,2.981
"960",1359,1.4015,0,0,0,3.648,2.942
"961",1360,1.4016,0,0,0,3.701,2.888
"962",1361,1.4015,0,0,0,3.752,2.864
"963",1362,1.401,0,0,0,3.802,2.877
"964",1363,1.4002,0,0,0,3.871,2.886
"965",1364,1.3996,0,0,0,3.927,2.888
"966",1365,1.3992,0,0,0,3.985,2.891
"967",1366,1.3989,0,0,0,4.064,2.899
"968",1367,1.3992,0,0,0,4.125,2.887
"969",1368,1.3994,0,0,0,4.216,2.884
"970",1369,1.3997,0,0,0,4.302,2.9
"971",1370,1.4,0,0,0,4.389,2.929
"972",1371,1.4,0,0,0,4.504,2.969
"973",1372,1.4,0,0,0,4.63,3.014
"974",1373,1.4003,0,0,0,4.737,3.053
"975",1374,1.4002,0,0,0,4.904,3.075
"976",1375,1.3999,0,0,0,5.092,3.111
"977",1376,1.4002,0,0,0,5.26,3.128
"978",1377,1.4004,0,0,0,5.479,3.13
"979",1378,1.4008,0,0,0,5.72,3.103
"980",1379,1.4009,0,0,0,6.006,3.051
"981",1380,1.4019,0,0,0,6.242,2.98
"982",1381,1.4015,0,0,0,6.58,2.941
"983",1382,1.401,0,0,0,6.927,2.92
"984",1383,1.4,0,0,0,7.313,2.931
"985",1384,1.4001,0,0,0,7.633,2.95
"986",1385,1.3988,0,0,0,8.089,2.979
"987",1386,1.3978,0,0,0,8.545,3.025
"988",1387,1.3971,0,0,0,9.03,3.048
"989",1388,1.396,0,0,0,9.591,3.066
"990",1389,1.3967,0,0,0,10.02,3.087
"991",1390,1.3958,0,0,0,10.63,3.099
"992",1391,1.3955,0,0,0,11.22,3.09
"993",1392,1.3952,0,0,0,11.84,3.088
"994",1393,1.3953,0,0,0,12.45,3.081
"995",1394,1.3945,0,0,0,13.16,3.086
"996",1395,1.396,0,0,0,13.69,3.071
"997",1396,1.3961,0,0,0,14.34,3.065
"998",1397,1.395,0,0,0,15.09,3.069
"999",1398,1.3946,0,0,0,15.78,3.067
"1000",1399,1.3942,0,0,0,16.46,3.085
"1001",1400,1.3938,0,0,0,17.14,3.094
"1002",1401,1.3935,0,0,0,17.81,3.11
"1003",1402,1.3926,0,0,0,18.54,3.136
"1004",1403,1.3926,0,0,0,19.19,3.149
"1005",1404,1.393,0,0,0,19.8,3.158
"1006",1405,1.3943,0,0,0,20.29,3.191
"1007",1406,1.3943,0,0,0,20.89,3.23
"1008",1407,1.3944,0,0,0,21.46,3.266
"1009",1408,1.3944,0,0,0,22.02,3.298
"1010",1409,1.3937,0,0,0,22.6,3.356
"1011",1410,1.3933,0,0,0,23.13,3.419
"1012",1411,1.3934,0,0,0,23.6,3.476
"1013",1412,1.3934,0,0,0,24.07,3.534
"1014",1413,1.3935,0,0,0,24.5,3.584
"1015",1414,1.3933,0,0,0,24.93,3.632
"1016",1415,1.3931,0,0,0,25.33,3.708
"1017",1416,1.3928,0,0,0,25.71,3.775
"1018",1417,1.3925,0,0,0,26.06,3.847
"1019",1418,1.392,0,0,0,26.41,3.931
"1020",1419,1.3918,0,0,0,26.73,3.987
"1021",1420,1.3915,0,0,0,27.01,4.071
"1022",1421,1.391,0,0,0,27.29,4.156
"1023",1422,1.3904,0,0,0,27.56,4.242
"1024",1423,1.3898,0,0,0,27.82,4.32
"1025",1424,1.3892,0,0,0,28.06,4.395
"1026",1425,1.388,0,0,0,28.35,4.48
"1027",1426,1.3872,0,0,0,28.56,4.561
"1028",1427,1.3865,0,0,0,28.75,4.638
"1029",1428,1.3858,0,0,0,28.92,4.708
"1030",1429,1.3852,0,0,0,29.08,4.782
"1031",1430,1.3843,0,0,0,29.26,4.846
"1032",1431,1.3838,0,0,0,29.4,4.906
"1033",1432,1.3829,0,0,0,29.56,4.974
"1034",1433,1.3823,0,0,0,29.66,5.026
"1035",1434,1.381,0,0,0,29.82,5.071
"1036",1435,1.3801,0,0,0,29.93,5.131
"1037",1436,1.3794,0,0,0,30.03,5.179
"1038",1437,1.3785,0,0,0,30.14,5.22
"1039",1438,1.3776,0,0,0,30.23,5.271
"1040",1439,1.3771,0,0,0,30.29,5.322
"1041",1440,1.3765,0,0,0,30.36,5.358
"1042",1441,1.3758,0,0,0,30.42,5.403
"1043",1442,1.3751,0,0,0,30.46,5.441
"1044",1443,1.3743,0,0,0,30.49,5.46
"1045",1444,1.3733,0,0,0,30.52,5.481
"1046",1445,1.3725,0,0,0,30.53,5.5
"1047",1446,1.3717,0,0,0,30.55,5.523
"1048",1447,1.3711,0,0,0,30.56,5.548
"1049",1448,1.3707,0,0,0,30.56,5.56
"1050",1449,1.3703,0,0,0,30.55,5.575
"1051",1450,1.37,0,0,0,30.54,5.582
"1052",1451,1.37,0,0,0,30.51,5.597
"1053",1452,1.3697,0,0,0,30.49,5.611
"1054",1453,1.3692,0,0,0,30.45,5.639
"1055",1454,1.3685,0,0,0,30.41,5.653
"1056",1455,1.368,0,0,0,30.35,5.675
"1057",1456,1.3675,0,0,0,30.29,5.682
"1058",1457,1.367,0,0,0,30.23,5.685
"1059",1458,1.3667,0,0,0,30.14,5.68
"1060",1459,1.3662,0,0,0,30.06,5.689
"1061",1460,1.3657,0,0,0,29.98,5.711
"1062",1461,1.3659,0,0,0,29.83,5.723
"1063",1462,1.3658,0,0,0,29.71,5.715
"1064",1463,1.3656,0,0,0,29.57,5.716
"1065",1464,1.3656,0,0,0,29.36,5.732
"1066",1465,1.3654,0,0,0,29.17,5.741
"1067",1466,1.365,0,0,0,28.99,5.743
"1068",1467,1.3653,0,0,0,28.72,5.752
"1069",1468,1.3651,0,0,0,28.51,5.745
"1070",1469,1.3649,0,0,0,28.29,5.744
"1071",1470,1.365,0,0,0,28,5.757
"1072",1471,1.3646,0,0,0,27.77,5.766
"1073",1472,1.3641,0,0,0,27.54,5.781
"1074",1473,1.3644,0,0,0,27.22,5.787
"1075",1474,1.364,0,0,0,26.99,5.798
"1076",1475,1.3644,0,0,0,26.64,5.81
"1077",1476,1.3643,0,0,0,26.38,5.808
"1078",1477,1.3644,0,0,0,26.11,5.815
"1079",1478,1.3647,0,0,0,25.81,5.825
"1080",1479,1.3646,0,0,0,25.55,5.824
"1081",1480,1.3649,0,0,0,25.22,5.827
"1082",1481,1.3644,0,0,0,24.97,5.854
"1083",1482,1.3641,0,0,0,24.68,5.878
"1084",1483,1.3635,0,0,0,24.43,5.9
"1085",1484,1.3635,0,0,0,24.13,5.908
"1086",1485,1.3633,0,0,0,23.88,5.922
"1087",1486,1.3631,0,0,0,23.64,5.94
"1088",1487,1.3635,0,0,0,23.32,5.962
"1089",1488,1.3635,0,0,0,23.07,5.963
"1090",1489,1.3643,0,0,0,22.74,5.966
"1091",1490,1.3642,0,0,0,22.5,5.982
"1092",1491,1.3646,0,0,0,22.18,5.99
"1093",1492,1.3643,0,0,0,21.93,5.994
"1094",1493,1.3642,0,0,0,21.63,6.016
"1095",1494,1.3637,0,0,0,21.39,6.014
"1096",1495,1.364,0,0,0,21.07,6.025
"1097",1496,1.3638,0,0,0,20.82,6.008
"1098",1497,1.364,0,0,0,20.52,6.022
"1099",1498,1.364,0,0,0,20.25,6.021
"1100",1499,1.364,0,0,0,20.01,6.027
"1101",1500,1.3646,0,0,0,19.72,6.027
"1102",1501,1.3645,0,0,0,19.51,6.035
"1103",1502,1.365,0,0,0,19.24,6.025
"1104",1503,1.365,0,0,0,19,6.009
"1105",1504,1.3652,0,0,0,18.74,5.99
"1106",1505,1.3657,0,0,0,18.47,5.987
"1107",1506,1.3656,0,0,0,18.27,5.984
"1108",1507,1.366,0,0,0,18.02,5.971
"1109",1508,1.3657,0,0,0,17.84,5.971
"1110",1509,1.3661,0,0,0,17.58,5.973
"1111",1510,1.3665,0,0,0,17.34,5.951
"1112",1511,1.3667,0,0,0,17.12,5.952
"1113",1512,1.367,0,0,0,16.88,5.939
"1114",1513,1.3666,0,0,0,16.71,5.933
"1115",1514,1.3669,0,0,0,16.47,5.931
"1116",1515,1.3673,0,0,0,16.23,5.925
"1117",1516,1.3673,0,0,0,16.06,5.909
"1118",1517,1.368,0,0,0,15.83,5.897
"1119",1518,1.3686,0,0,0,15.62,5.884
"1120",1519,1.3686,0,0,0,15.45,5.881
"1121",1520,1.3689,0,0,0,15.25,5.876
"1122",1521,1.3693,0,0,0,15.04,5.856
"1123",1522,1.369,0,0,0,14.89,5.843
"1124",1523,1.3694,0,0,0,14.68,5.83
"1125",1524,1.3697,0,0,0,14.47,5.818
"1126",1525,1.3695,0,0,0,14.32,5.807
"1127",1526,1.3697,0,0,0,14.13,5.799
"1128",1527,1.3698,0,0,0,13.95,5.792
"1129",1528,1.3696,0,0,0,13.81,5.776
"1130",1529,1.3698,0,0,0,13.64,5.783
"1131",1530,1.37,0,0,0,13.48,5.776
"1132",1531,1.3706,0,0,0,13.29,5.767
"1133",1532,1.3705,0,0,0,13.16,5.762
"1134",1533,1.3709,0,0,0,12.98,5.769
"1135",1534,1.3712,0,0,0,12.82,5.756
"1136",1535,1.3717,0,0,0,12.65,5.762
"1137",1536,1.3718,0,0,0,12.54,5.737
"1138",1537,1.3721,0,0,0,12.38,5.74
"1139",1538,1.3721,0,0,0,12.23,5.757
"1140",1539,1.3724,0,0,0,12.06,5.756
"1141",1540,1.3723,0,0,0,11.93,5.751
"1142",1541,1.3721,0,0,0,11.81,5.754
"1143",1542,1.3723,0,0,0,11.66,5.751
"1144",1543,1.3723,0,0,0,11.52,5.75
"1145",1544,1.3725,0,0,0,11.37,5.744
"1146",1545,1.3723,0,0,0,11.26,5.744
"1147",1546,1.3723,0,0,0,11.14,5.754
"1148",1547,1.3727,0,0,0,11,5.744
"1149",1548,1.3729,0,0,0,10.88,5.735
"1150",1549,1.373,0,0,0,10.75,5.74
"1151",1550,1.373,0,0,0,10.64,5.732
"1152",1551,1.373,0,0,0,10.54,5.728
"1153",1552,1.3731,0,0,0,10.44,5.731
"1154",1553,1.3734,0,0,0,10.32,5.724
"1155",1554,1.3734,0,0,0,10.22,5.724
"1156",1555,1.3736,0,0,0,10.11,5.715
"1157",1556,1.3737,0,0,0,10.01,5.697
"1158",1557,1.3738,0,0,0,9.912,5.693
"1159",1558,1.3735,0,0,0,9.839,5.703
"1160",1559,1.3735,0,0,0,9.754,5.7
"1161",1560,1.3734,0,0,0,9.66,5.713
"1162",1561,1.3735,0,0,0,9.563,5.728
"1163",1562,1.3736,0,0,0,9.477,5.731
"1164",1563,1.3738,0,0,0,9.383,5.735
"1165",1564,1.3737,0,0,0,9.305,5.743
"1166",1565,1.3738,0,0,0,9.202,5.754
"1167",1566,1.3736,0,0,0,9.133,5.753
"1168",1567,1.3737,0,0,0,9.047,5.744
"1169",1568,1.3735,0,0,0,8.977,5.746
"1170",1569,1.3735,0,0,0,8.898,5.746
"1171",1570,1.3735,0,0,0,8.82,5.746
"1172",1571,1.3734,0,0,0,8.742,5.75
"1173",1572,1.3734,0,0,0,8.665,5.749
"1174",1573,1.3734,0,0,0,8.588,5.743
"1175",1574,1.3735,0,0,0,8.509,5.74
"1176",1575,1.3732,0,0,0,8.448,5.747
"1177",1576,1.3733,0,0,0,8.364,5.739
"1178",1577,1.3732,0,0,0,8.295,5.755
"1179",1578,1.3732,0,0,0,8.234,5.749
"1180",1579,1.3735,0,0,0,8.157,5.753
"1181",1580,1.3736,0,0,0,8.104,5.745
"1182",1581,1.3739,0,0,0,8.036,5.732
"1183",1582,1.3742,0,0,0,7.959,5.735
"1184",1583,1.3741,0,0,0,7.89,5.724
"1185",1584,1.3738,0,0,0,7.834,5.725
"1186",1585,1.3737,0,0,0,7.773,5.712
"1187",1586,1.3737,0,0,0,7.712,5.702
"1188",1587,1.3736,0,0,0,7.654,5.7
"1189",1588,1.3735,0,0,0,7.609,5.7
"1190",1589,1.3737,0,0,0,7.548,5.686
"1191",1590,1.3738,0,0,0,7.495,5.685
"1192",1591,1.3741,0,0,0,7.432,5.672
"1193",1592,1.3743,0,0,0,7.374,5.659
"1194",1593,1.3744,0,0,0,7.315,5.627
"1195",1594,1.3744,0,0,0,7.252,5.613
"1196",1595,1.3743,0,0,0,7.203,5.59
"1197",1596,1.374,0,0,0,7.164,5.591
"1198",1597,1.374,0,0,0,7.124,5.563
"1199",1598,1.3741,0,0,0,7.084,5.552
"1200",1599,1.3741,0,0,0,7.041,5.525
"1201",1600,1.3742,0,0,0,6.987,5.517
"1202",1601,1.3742,0,0,0,6.943,5.506
"1203",1602,1.3741,0,0,0,6.91,5.494
"1204",1603,1.3743,0,0,0,6.865,5.459
"1205",1604,1.3743,0,0,0,6.828,5.45
"1206",1605,1.3743,0,0,0,6.776,5.438
"1207",1606,1.3742,0,0,0,6.742,5.428
"1208",1607,1.3741,0,0,0,6.714,5.407
"1209",1608,1.374,0,0,0,6.695,5.391
"1210",1609,1.374,0,0,0,6.654,5.382
"1211",1610,1.3738,0,0,0,6.63,5.376
"1212",1611,1.3736,0,0,0,6.599,5.358
"1213",1612,1.3734,0,0,0,6.567,5.347
"1214",1613,1.3733,0,0,0,6.526,5.333
"1215",1614,1.3731,0,0,0,6.501,5.319
"1216",1615,1.373,0,0,0,6.474,5.301
"1217",1616,1.373,0,0,0,6.449,5.292
"1218",1617,1.3731,0,0,0,6.42,5.284
"1219",1618,1.373,0,0,0,6.401,5.274
"1220",1619,1.3732,0,0,0,6.363,5.258
"1221",1620,1.3731,0,0,0,6.345,5.253
"1222",1621,1.373,0,0,0,6.309,5.249
"1223",1622,1.3729,0,0,0,6.282,5.233
"1224",1623,1.3728,0,0,0,6.25,5.222
"1225",1624,1.3727,0,0,0,6.214,5.211
"1226",1625,1.3726,0,0,0,6.186,5.204
"1227",1626,1.3725,0,0,0,6.163,5.21
"1228",1627,1.3726,0,0,0,6.13,5.2
"1229",1628,1.3725,0,0,0,6.121,5.193
"1230",1629,1.3726,0,0,0,6.091,5.186
"1231",1630,1.3726,0,0,0,6.076,5.177
"1232",1631,1.3724,0,0,0,6.053,5.175
"1233",1632,1.3719,0,0,0,6.048,5.178
"1234",1633,1.3718,0,0,0,6.016,5.173
"1235",1634,1.3716,0,0,0,6.005,5.152
"1236",1635,1.3715,0,0,0,5.982,5.135
"1237",1636,1.3712,0,0,0,5.973,5.139
"1238",1637,1.3713,0,0,0,5.947,5.128
"1239",1638,1.3711,0,0,0,5.94,5.121
"1240",1639,1.371,0,0,0,5.919,5.114
"1241",1640,1.3707,0,0,0,5.911,5.126
"1242",1641,1.3708,0,0,0,5.887,5.107
"1243",1642,1.3707,0,0,0,5.875,5.104
"1244",1643,1.3708,0,0,0,5.846,5.1
"1245",1644,1.3708,0,0,0,5.826,5.109
"1246",1645,1.371,0,0,0,5.798,5.114
"1247",1646,1.3712,0,0,0,5.787,5.112
"1248",1647,1.3715,0,0,0,5.751,5.128
"1249",1648,1.3715,0,0,0,5.746,5.137
"1250",1649,1.3716,0,0,0,5.718,5.131
"1251",1650,1.3714,0,0,0,5.705,5.152
"1252",1651,1.3714,0,0,0,5.685,5.175
"1253",1652,1.3712,0,0,0,5.684,5.194
"1254",1653,1.3713,0,0,0,5.657,5.2
"1255",1654,1.3709,0,0,0,5.658,5.244
"1256",1655,1.3708,0,0,0,5.644,5.257
"1257",1656,1.3704,0,0,0,5.648,5.273
"1258",1657,1.3704,0,0,0,5.626,5.289
"1259",1658,1.37,0,0,0,5.626,5.335
"1260",1659,1.3698,0,0,0,5.619,5.366
"1261",1660,1.3695,0,0,0,5.618,5.389
"1262",1661,1.3694,0,0,0,5.603,5.427
"1263",1662,1.3692,0,0,0,5.614,5.453
"1264",1663,1.369,0,0,0,5.597,5.49
"1265",1664,1.3687,0,0,0,5.603,5.522
"1266",1665,1.3687,0,0,0,5.582,5.562
"1267",1666,1.3684,0,0,0,5.584,5.605
"1268",1667,1.3685,0,0,0,5.564,5.652
"1269",1668,1.3684,0,0,0,5.563,5.698
"1270",1669,1.3683,0,0,0,5.547,5.744
"1271",1670,1.3683,0,0,0,5.545,5.743
"1272",1671,1.3687,0,0,0,5.536,5.642
"1273",1672,1.3681,0,0,0,5.542,5.689
"1274",1673,1.3678,0,0,0,5.529,5.722
"1275",1674,1.3674,0,0,0,5.532,5.755
"1276",1675,1.367,0,0,0,5.525,5.798
"1277",1676,1.3665,0,0,0,5.533,5.848
"1278",1677,1.3665,0,0,0,5.528,5.875
"1279",1678,1.3664,0,0,0,5.529,5.918
"1280",1679,1.3663,0,0,0,5.516,5.971
"1281",1680,1.3659,0,0,0,5.524,6.022
"1282",1681,1.3659,0,0,0,5.516,6.061
"1283",1682,1.3656,0,0,0,5.526,6.116
"1284",1683,1.3655,0,0,0,5.52,6.173
"1285",1684,1.3654,0,0,0,5.52,6.214
"1286",1685,1.3655,0,0,0,5.516,6.266
"1287",1686,1.3654,0,0,0,5.522,6.319
"1288",1687,1.3654,0,0,0,5.511,6.382
"1289",1688,1.3651,0,0,0,5.527,6.426
"1290",1689,1.3651,0,0,0,5.511,6.486
"1291",1690,1.3648,0,0,0,5.519,6.542
"1292",1691,1.3648,0,0,0,5.515,6.579
"1293",1692,1.3647,0,0,0,5.52,6.616
"1294",1693,1.3648,0,0,0,5.51,6.666
"1295",1694,1.3647,0,0,0,5.518,6.728
"1296",1695,1.3647,0,0,0,5.523,6.771
"1297",1696,1.3646,0,0,0,5.538,6.807
"1298",1697,1.3647,0,0,0,5.535,6.858
"1299",1698,1.3646,0,0,0,5.544,6.908
"1300",1699,1.3644,0,0,0,5.557,6.959
"1301",1700,1.364,0,0,0,5.571,7.006
"1302",1701,1.3638,0,0,0,5.583,7.052
"1303",1702,1.3635,0,0,0,5.606,7.093
"1304",1703,1.3634,0,0,0,5.607,7.136
"1305",1704,1.3632,0,0,0,5.629,7.164
"1306",1705,1.3631,0,0,0,5.636,7.199
"1307",1706,1.3628,0,0,0,5.664,7.232
"1308",1707,1.3629,0,0,0,5.67,7.266
"1309",1708,1.3627,0,0,0,5.693,7.315
"1310",1709,1.3629,0,0,0,5.702,7.34
"1311",1710,1.3629,0,0,0,5.733,7.361
"1312",1711,1.3627,0,0,0,5.752,7.399
"1313",1712,1.3625,0,0,0,5.766,7.44
"1314",1713,1.3625,0,0,0,5.776,7.473
"1315",1714,1.3623,0,0,0,5.797,7.505
"1316",1715,1.3622,0,0,0,5.811,7.525
"1317",1716,1.3619,0,0,0,5.829,7.557
"1318",1717,1.362,0,0,0,5.842,7.579
"1319",1718,1.3619,0,0,0,5.877,7.604
"1320",1719,1.3619,0,0,0,5.891,7.633
"1321",1720,1.3616,0,0,0,5.93,7.653
"1322",1721,1.3615,0,0,0,5.945,7.674
"1323",1722,1.3612,0,0,0,5.972,7.691
"1324",1723,1.3611,0,0,0,5.999,7.699
"1325",1724,1.3611,0,0,0,6.025,7.708
"1326",1725,1.3612,0,0,0,6.051,7.721
"1327",1726,1.3613,0,0,0,6.087,7.73
"1328",1727,1.3617,0,0,0,6.096,7.729
"1329",1728,1.3617,0,0,0,6.136,7.712
"1330",1729,1.3618,0,0,0,6.166,7.702
"1331",1730,1.3618,0,0,0,6.198,7.695
"1332",1731,1.3617,0,0,0,6.219,7.67
"1333",1732,1.3615,0,0,0,6.256,7.644
"1334",1733,1.3616,0,0,0,6.284,7.618
"1335",1734,1.3615,0,0,0,6.335,7.585
"1336",1735,1.3616,0,0,0,6.369,7.555
"1337",1736,1.3618,0,0,0,6.392,7.517
"1338",1737,1.3617,0,0,0,6.445,7.479
"1339",1738,1.3616,0,0,0,6.493,7.451
"1340",1739,1.3616,0,0,0,6.517,7.435
"1341",1740,1.3613,0,0,0,6.571,7.408
"1342",1741,1.3612,0,0,0,6.617,7.379
"1343",1742,1.3612,0,0,0,6.658,7.363
"1344",1743,1.3616,0,0,0,6.689,7.347
"1345",1744,1.3616,0,0,0,6.748,7.332
"1346",1745,1.3617,0,0,0,6.796,7.332
"1347",1746,1.3618,0,0,0,6.842,7.332
"1348",1747,1.3621,0,0,0,6.897,7.304
"1349",1748,1.3623,0,0,0,6.955,7.295
"1350",1749,1.3625,0,0,0,7.003,7.296
"1351",1750,1.3626,0,0,0,7.054,7.291
"1352",1751,1.3626,0,0,0,7.111,7.292
"1353",1752,1.3625,0,0,0,7.179,7.292
"1354",1753,1.3627,0,0,0,7.235,7.281
"1355",1754,1.3633,0,0,0,7.274,7.283
"1356",1755,1.3637,0,0,0,7.339,7.264
"1357",1756,1.3637,0,0,0,7.414,7.25
"1358",1757,1.3636,0,0,0,7.481,7.24
"1359",1758,1.3635,0,0,0,7.536,7.228
"1360",1759,1.3633,0,0,0,7.594,7.21
"1361",1760,1.363,0,0,0,7.669,7.186
"1362",1761,1.3629,0,0,0,7.734,7.164
"1363",1762,1.3632,0,0,0,7.776,7.143
"1364",1763,1.3636,0,0,0,7.833,7.114
"1365",1764,1.3641,0,0,0,7.893,7.101
"1366",1765,1.3646,0,0,0,7.952,7.069
"1367",1766,1.3651,0,0,0,8,7.038
"1368",1767,1.3653,0,0,0,8.045,7.003
"1369",1768,1.3648,0,0,0,8.103,6.974
"1370",1769,1.364,0,0,0,8.155,6.928
"1371",1770,1.363,0,0,0,8.205,6.889
"1372",1771,1.362,0,0,0,8.241,6.839
"1373",1772,1.3615,0,0,0,8.264,6.793
"1374",1773,1.3608,0,0,0,8.321,6.764
"1375",1774,1.3608,0,0,0,8.352,6.729
"1376",1775,1.3611,0,0,0,8.394,6.694
"1377",1776,1.3617,0,0,0,8.43,6.662
"1378",1777,1.3628,0,0,0,8.448,6.613
"1379",1778,1.3638,0,0,0,8.477,6.572
"1380",1779,1.3645,0,0,0,8.512,6.546
"1381",1780,1.3649,0,0,0,8.535,6.522
"1382",1781,1.3646,0,0,0,8.562,6.507
"1383",1782,1.3637,0,0,0,8.593,6.482
"1384",1783,1.3625,0,0,0,8.618,6.484
"1385",1784,1.3613,0,0,0,8.64,6.479
"1386",1785,1.3601,0,0,0,8.67,6.494
"1387",1786,1.3595,0,0,0,8.689,6.496
"1388",1787,1.3593,0,0,0,8.72,6.491
"1389",1788,1.3599,0,0,0,8.738,6.461
"1390",1789,1.3607,0,0,0,8.755,6.44
"1391",1790,1.3614,0,0,0,8.777,6.43
"1392",1791,1.3623,0,0,0,8.778,6.413
"1393",1792,1.3627,0,0,0,8.778,6.421
"1394",1793,1.3627,0,0,0,8.794,6.399
"1395",1794,1.3624,0,0,0,8.805,6.379
"1396",1795,1.3622,0,0,0,8.807,6.365
"1397",1796,1.3619,0,0,0,8.809,6.372
"1398",1797,1.3616,0,0,0,8.811,6.346
"1399",1798,1.3616,0,0,0,8.799,6.321
"1400",1799,1.3617,0,0,0,8.795,6.31
"1401",1800,1.3619,0,0,0,8.789,6.314
"1402",1801,1.3621,0,0,0,8.779,6.282
"1403",1802,1.3622,0,0,0,8.767,6.277
"1404",1803,1.3626,0,0,0,8.754,6.27
"1405",1804,1.363,0,0,0,8.75,6.258
"1406",1805,1.3635,0,0,0,8.738,6.242
"1407",1806,1.3637,0,0,0,8.739,6.234
"1408",1807,1.3639,0,0,0,8.735,6.221
"1409",1808,1.3636,0,0,0,8.744,6.231
"1410",1809,1.3632,0,0,0,8.753,6.221
"1411",1810,1.3629,0,0,0,8.755,6.205
"1412",1811,1.3625,0,0,0,8.78,6.193
"1413",1812,1.3623,0,0,0,8.787,6.192
"1414",1813,1.3625,0,0,0,8.79,6.179
"1415",1814,1.3628,0,0,0,8.798,6.159
"1416",1815,1.3634,0,0,0,8.794,6.143
"1417",1816,1.3638,0,0,0,8.811,6.143
"1418",1817,1.3645,0,0,0,8.82,6.12
"1419",1818,1.3649,0,0,0,8.836,6.098
"1420",1819,1.3652,0,0,0,8.845,6.087
"1421",1820,1.3652,0,0,0,8.854,6.063
"1422",1821,1.365,0,0,0,8.858,6.056
"1423",1822,1.3645,0,0,0,8.868,6.053
"1424",1823,1.3642,0,0,0,8.869,6.04
"1425",1824,1.3639,0,0,0,8.884,6.044
"1426",1825,1.3638,0,0,0,8.888,6.007
"1427",1826,1.3636,0,0,0,8.9,5.996
"1428",1827,1.3634,0,0,0,8.922,5.994
"1429",1828,1.3631,0,0,0,8.951,5.997
"1430",1829,1.3632,0,0,0,8.973,5.975
"1431",1830,1.3631,0,0,0,9.01,5.954
"1432",1831,1.363,0,0,0,9.034,5.946
"1433",1832,1.3624,0,0,0,9.11,5.927
"1434",1833,1.3623,0,0,0,9.146,5.914
"1435",1834,1.3623,0,0,0,9.195,5.89
"1436",1835,1.3623,0,0,0,9.259,5.873
"1437",1836,1.3626,0,0,0,9.315,5.832
"1438",1837,1.3629,0,0,0,9.38,5.794
"1439",1838,1.3629,0,0,0,9.457,5.768
"1440",1839,1.363,0,0,0,9.535,5.728
"1441",1840,1.3628,0,0,0,9.633,5.681
"1442",1841,1.3622,0,0,0,9.723,5.68
"1443",1842,1.3615,0,0,0,9.824,5.655
"1444",1843,1.3607,0,0,0,9.935,5.648
"1445",1844,1.3601,0,0,0,10.05,5.62
"1446",1845,1.3597,0,0,0,10.18,5.594
"1447",1846,1.3597,0,0,0,10.31,5.567
"1448",1847,1.3599,0,0,0,10.42,5.557
"1449",1848,1.3597,0,0,0,10.59,5.552
"1450",1849,1.3597,0,0,0,10.75,5.553
"1451",1850,1.3595,0,0,0,10.94,5.539
"1452",1851,1.3599,0,0,0,11.1,5.524
"1453",1852,1.3593,0,0,0,11.39,5.507
"1454",1853,1.3597,0,0,0,11.6,5.505
"1455",1854,1.3602,0,0,0,11.84,5.487
"1456",1855,1.3613,0,0,0,12.08,5.474
"1457",1856,1.3625,0,0,0,12.35,5.462
"1458",1857,1.3633,0,0,0,12.66,5.45
"1459",1858,1.3638,0,0,0,13.01,5.448
"1460",1859,1.3645,0,0,0,13.34,5.441
"1461",1860,1.3643,0,0,0,13.75,5.44
"1462",1861,1.3648,0,0,0,14.12,5.442
"1463",1862,1.3629,0,0,0,14.78,5.45
"1464",1863,1.3632,0,0,0,15.29,5.466
"1465",1864,1.3635,0,0,0,15.86,5.461
"1466",1865,1.3645,0,0,0,16.41,5.452
"1467",1866,1.3647,0,0,0,17.09,5.445
"1468",1867,1.3662,0,0,0,17.74,5.412
"1469",1868,1.3668,0,0,0,18.53,5.379
"1470",1869,1.3684,0,0,0,19.25,5.28
"1471",1870,1.3653,0,0,0,20.51,5.228
"1472",1871,1.3658,0,0,0,21.48,5.199
"1473",1872,1.3663,0,0,0,22.5,5.171
"1474",1873,1.3663,0,0,0,23.67,5.139
"1475",1874,1.3671,0,0,0,24.83,5.124
"1476",1875,1.3668,0,0,0,26.22,5.112
"1477",1876,1.368,0,0,0,27.51,5.129
"1478",1877,1.3626,0,0,0,29.72,5.145
"1479",1878,1.362,0,0,0,31.44,5.173
"1480",1879,1.3624,0,0,0,33.17,5.176
"1481",1880,1.3627,0,0,0,35.04,5.185
"1482",1881,1.3617,0,0,0,37.25,5.183
"1483",1882,1.3628,0,0,0,39.27,5.2
"1484",1883,1.3562,0,0,0,42.69,5.202
"1485",1884,1.3557,0,0,0,45.3,5.204
"1486",1885,1.3558,0,0,0,47.89,5.224
"1487",1886,1.3559,0,0,0,50.6,5.244
"1488",1887,1.3555,0,0,0,53.6,5.297
"1489",1888,1.3508,0,0,0,57.61,5.318
"1490",1889,1.3504,0,0,0,60.88,5.376
"1491",1890,1.3511,0,0,0,64.01,5.441
"1492",1891,1.352,0,0,0,67.2,5.491
"1493",1892,1.3525,0,0,0,70.59,5.561
"1494",1893,1.3493,0,0,0,74.97,5.629
"1495",1894,1.3503,0,0,0,78.41,5.687
"1496",1895,1.3524,0,0,0,81.57,5.757
